"time","mean","stdev","min","max","q1","q3","median","sDE2","sDE1","sBE","sNO","sNL","sBY","sSI","sBG","sSK","sFI","sSE","sDK","sIS","sUA","sIT","sMT","sUK","sMK","sIE","sME","sMD","sIL","sES","sCH","sGR","sPT","sEE","sCY","sCZ","sFR1","sFR2","sAT","sHR","sHU","sLT","sLU","sLV","sRO","sRS","sTR","sPL"
0.1,0.017621951219512197,0.014238294502470581,0.017621951219512197,0.08,0.0075,0.02,0.015,0.08,0.0175,0.0025,0.015,0.0225,0.005,0.015,0.0075,0.0175,0.0075,0.0175,0.04,0.005,0.0075,0.04,0.0075,0.0225,0.0025,0.0025,0.0025,0.0075,0.0175,0.015,0.0425,0.0175,0.015,0.015,0.015,0.025,0.0125,0.02,0.035,0.01,0.0275,0.0175,0.0075,0.0175,0.015,0.005,0.0175,0.03
0.2,0.03304878048780489,0.025883841102512333,0.03304878048780489,0.1475,0.015,0.0375,0.0275,0.1475,0.0325,0.015,0.025,0.055,0.01,0.0275,0.0225,0.0375,0.0075,0.025,0.08,0.0225,0.0075,0.0675,0.015,0.055,0.005,0.01,0.0125,0.015,0.0325,0.03,0.0675,0.025,0.02,0.025,0.0275,0.0475,0.0275,0.0375,0.065,0.0175,0.0575,0.025,0.0125,0.0275,0.0275,0.0075,0.0325,0.0475
0.3,0.04768292682926829,0.03830394428164326,0.04768292682926829,0.215,0.025,0.0575,0.0375,0.215,0.0575,0.025,0.0275,0.08,0.015,0.0425,0.0275,0.0575,0.0075,0.0275,0.115,0.03,0.0125,0.0925,0.0175,0.0825,0.005,0.0125,0.0125,0.0225,0.045,0.0375,0.1,0.0375,0.0325,0.04,0.035,0.075,0.035,0.0475,0.1025,0.03,0.075,0.04,0.0225,0.045,0.0425,0.0075,0.0475,0.0725
0.4,0.06402439024390247,0.05175834458697742,0.06402439024390247,0.285,0.0325,0.0825,0.05,0.285,0.0775,0.0475,0.0375,0.125,0.0225,0.05,0.0375,0.0825,0.01,0.0325,0.15,0.0375,0.02,0.1225,0.02,0.115,0.01,0.015,0.015,0.0275,0.06,0.0475,0.13,0.0525,0.0425,0.0525,0.04,0.1,0.0425,0.0575,0.145,0.0325,0.1,0.06,0.035,0.055,0.055,0.0125,0.0575,0.1075
0.5,0.08786585365853661,0.06969130753704145,0.08786585365853661,0.385,0.045,0.13,0.0625,0.385,0.085,0.0625,0.045,0.15,0.0325,0.06,0.0625,0.13,0.02,0.0475,0.1875,0.0475,0.0275,0.16,0.025,0.155,0.0175,0.025,0.0225,0.035,0.0825,0.07,0.1725,0.075,0.0525,0.0625,0.0575,0.1575,0.0625,0.0775,0.2075,0.045,0.1575,0.0775,0.0425,0.07,0.0875,0.03,0.08,0.1525
0.6,0.10457317073170731,0.08221570090507234,0.10457317073170731,0.4525,0.055,0.1525,0.0775,0.4525,0.105,0.075,0.055,0.1825,0.0325,0.0725,0.0825,0.1525,0.0225,0.0575,0.2275,0.055,0.035,0.195,0.03,0.18,0.0275,0.0275,0.0225,0.0425,0.0925,0.0775,0.2075,0.095,0.0675,0.0775,0.0675,0.175,0.075,0.085,0.25,0.0575,0.195,0.0875,0.0575,0.08,0.105,0.035,0.1025,0.165
0.7,0.12432926829268295,0.09642073768418369,0.12432926829268295,0.525,0.0725,0.1775,0.095,0.525,0.1175,0.085,0.08,0.2125,0.0375,0.0825,0.0975,0.1775,0.0325,0.0775,0.2775,0.075,0.035,0.2425,0.035,0.2175,0.035,0.0325,0.0325,0.0425,0.11,0.0975,0.245,0.1125,0.075,0.09,0.075,0.2,0.095,0.1075,0.3,0.0625,0.2325,0.105,0.0725,0.0925,0.1275,0.04,0.1225,0.185
0.8,0.14146341463414633,0.1087525940393676,0.14146341463414633,0.5825,0.0825,0.1975,0.105,0.5825,0.1275,0.095,0.095,0.24,0.0425,0.095,0.1,0.1975,0.035,0.0825,0.32,0.0875,0.04,0.2875,0.0375,0.25,0.0375,0.0375,0.04,0.0475,0.1175,0.12,0.2825,0.1375,0.09,0.1025,0.09,0.21,0.115,0.1225,0.3475,0.0775,0.2675,0.1175,0.0825,0.105,0.1575,0.0425,0.1375,0.2
0.9,0.15743902439024388,0.12129947796732575,0.15743902439024388,0.645,0.09,0.22,0.1125,0.645,0.145,0.1125,0.11,0.2725,0.0475,0.105,0.1075,0.22,0.0375,0.0975,0.3625,0.1075,0.0475,0.32,0.045,0.29,0.04,0.045,0.0425,0.0475,0.125,0.125,0.3125,0.1475,0.095,0.1075,0.1025,0.2375,0.1325,0.13,0.38,0.09,0.3,0.1225,0.0875,0.11,0.1725,0.045,0.16,0.225
1.0,0.17548780487804874,0.13599141327828512,0.17548780487804874,0.735,0.0975,0.245,0.125,0.735,0.155,0.1225,0.115,0.295,0.05,0.1175,0.125,0.245,0.0425,0.11,0.395,0.1125,0.0525,0.3475,0.045,0.32,0.0475,0.055,0.05,0.05,0.1475,0.1375,0.35,0.155,0.0975,0.125,0.12,0.265,0.1375,0.1475,0.415,0.1075,0.3475,0.14,0.095,0.125,0.1975,0.055,0.1875,0.255
