"src_ip","dst_ip","src_node","dst_node","flow_size","avg_rate","arrive_time","install_time","end_time","duration","resend","reroute"
10.0.2.137,10.0.0.51,"sPL","sNO",61477724.0,267052625.6646242,0.01664134548917129,0.02664134548917129,0.24684961940895772,0.23020827391978643,0,0
10.0.1.202,10.0.1.145,"sCZ","sPT",50770680.0,191551352.39431414,0.016862017558697318,0.02686201755869732,0.28191198648550003,0.2650499689268027,0,0
10.0.1.243,10.0.2.18,"sAT","sHU",83892168.0,300984475.91851044,0.00726580625007367,0.01726580625007367,0.28599170313889943,0.27872589688882576,0,0
10.0.0.82,10.0.0.210,"sBY","sUA",73203909.0,669968498.9576011,0.19688995904912832,0.20688995904912832,0.30615466196261965,0.10926470291349133,0,0
10.0.1.196,10.0.1.105,"sCZ","sES",53851576.0,146724032.35956633,0.035517140265810876,0.04551714026581087,0.4025434217411571,0.3670262814753462,0,0
10.0.0.6,10.0.1.227,"sDE2","sFR2",67629684.0,175330037.5043567,0.03466472664761899,0.04466472664761899,0.42039260854760147,0.38572788189998247,0,0
10.0.1.166,10.0.1.185,"sEE","sCY",62039145.0,168993619.74782094,0.07246195090419505,0.08246195090419506,0.4395713429189782,0.36710939201478315,0,0
10.0.0.49,10.0.1.116,"sNO","sCH",70724482.0,149071030.14789638,0.12239112414496711,0.13239112414496712,0.5968259082195979,0.4744347840746308,0,0
10.0.0.151,10.0.2.51,"sFI","sLU",55401273.0,382652631.2715441,0.5241785345140871,0.5341785345140871,0.6689606906328184,0.14478215611873124,0,0
10.0.1.233,10.0.2.137,"sFR2","sPL",52745162.0,104180113.9571039,0.17305106453715846,0.18305106453715847,0.6793392609747031,0.5062881964375446,0,0
10.0.0.120,10.0.1.17,"sBG","sMK",99476619.0,691961369.7671361,0.5403222881005357,0.5503222881005357,0.6840826529796858,0.14376036487915012,0,0
10.0.1.217,10.0.1.146,"sFR1","sPT",54951232.0,80128268.44539073,0.05108685831164006,0.061086858311640055,0.7368776917607683,0.6857908334491283,0,0
10.0.0.182,10.0.0.4,"sDK","sDE2",84048291.0,202795721.33539334,0.3768303407419623,0.3868303407419623,0.7912783894806085,0.41444804873864616,0,0
10.0.2.23,10.0.2.102,"sHU","sRS",74532014.0,387137269.8558798,0.6194918247925415,0.6294918247925415,0.812012720617803,0.19252089582526155,0,0
10.0.0.163,10.0.0.147,"sSE","sFI",98290044.0,665672731.6352034,0.6822752287566525,0.6922752287566525,0.8299304342786719,0.14765520552201938,0,0
10.0.0.5,10.0.1.100,"sDE2","sES",64184006.0,94129180.93309946,0.15038492987284946,0.16038492987284947,0.8322564320334555,0.681871502160606,0,0
10.0.2.137,10.0.0.164,"sPL","sSE",78122828.0,125519936.46311419,0.24684961940895772,0.25684961940895773,0.8692434016346003,0.6223937822256427,0,0
10.0.0.201,10.0.1.35,"sIS","sIE",97173086.0,124399012.24877243,0.09561062172684576,0.10561062172684577,0.8767509559095146,0.7811403341826688,0,0
10.0.2.19,10.0.2.97,"sHU","sRS",92466481.0,422325460.2318024,0.6950242898327431,0.7050242898327431,0.9139703153677601,0.21894602553501696,0,0
10.0.0.89,10.0.0.178,"sBY","sDK",60639251.0,120451559.72982648,0.4177465474262161,0.4277465474262161,0.9211792230678946,0.5034326756416785,0,0
10.0.1.225,10.0.1.89,"sFR2","sIL",76738657.0,90668792.70404457,0.08605919558553998,0.09605919558553999,0.9324215956065213,0.8463624000209813,0,0
