"time","mean","stdev","min","max","q1","q3","median","throughput","('s9', 's18')","('s9', 's8')","('s9', 's7')","('s9', 's6')","('s9', 's10')","('s8', 's7')","('s8', 's5')","('s3', 's2')","('s3', 's1')","('s3', 's6')","('s2', 's12')","('s2', 's1')","('s1', 's4')","('s7', 's20')","('s7', 's25')","('s6', 's12')","('s6', 's10')","('s6', 's4')","('s5', 's25')","('s5', 's27')","('s5', 's4')","('s19', 's20')","('s19', 's18')","('s19', 's17')","('s19', 's21')","('s18', 's20')","('s18', 's17')","('s13', 's11')","('s13', 's16')","('s13', 's15')","('s13', 's14')","('s12', 's11')","('s11', 's10')","('s11', 's16')","('s10', 's16')","('s17', 's16')","('s17', 's15')","('s17', 's14')","('s15', 's14')","('s30', 's28')","('s30', 's29')","('s30', 's24')","('s22', 's23')","('s22', 's21')","('s22', 's24')","('s23', 's28')","('s23', 's26')","('s23', 's24')","('s20', 's26')","('s20', 's21')","('s26', 's25')","('s27', 's28')","('s27', 's29')","('s27', 's25')","('s25', 's28')","('s28', 's29')"
0.1,0.0382783817504,0.0630270969167,0.0,0.227370697127,0.0,0.03,0.01,21435893780.2,0.040000000000000036,0.0,0.020000000000000018,0.0,0.03000000000000003,0.0,0.020000000000000018,0.0,0.0,0.010000000000000009,0.0,0.010000000000000009,0.020000000000000018,0.0,0.030000000000000027,0.1720659520701101,0.020000000000000018,0.020000000000000018,0.20737069712664297,0.020000000000000018,0.03000000000000003,0.009999999999999992,0.010000000000000009,0.07447718332581177,0.07447718332581177,0.020000000000000018,0.0,0.16206595207011013,0.0,0.0,0.0,0.1720659520701101,0.0,0.0,0.020000000000000018,0.010000000000000009,0.07447718332581177,0.010000000000000009,0.0,0.0,0.0,0.0,0.010000000000000007,0.08447718332581179,0.010000000000000009,0.0,0.020000000000000018,0.010000000000000009,0.22737069712664298,0.21737069712664298,0.20737069712664297,0.0,0.030000000000000027,0.020000000000000018,0.010000000000000009,0.010000000000000009
0.2,0.208330964498,0.359136462458,0.0,1.0,0.0,0.222198822062,0.01,1.16665340119e+11,0.22969882206212347,0.010000000000000007,0.040000000000000036,0.06000000000000005,0.010000000000000009,0.010000000000000007,0.0,0.010000000000000009,0.0,0.020000000000000014,0.0,0.0,0.0,0.030000000000000023,0.010000000000000009,0.9999999999999997,0.0,0.020000000000000018,0.5034659881199514,0.0,0.0,0.4665340118800487,0.2196988220621235,0.7503011779378765,0.9600000000000002,0.010000000000000007,0.030000000000000023,0.9799999999999998,0.0,0.010000000000000007,0.0,0.9799999999999998,0.010000000000000009,0.0,0.0,0.010000000000000009,0.7703011779378767,0.0,0.0,0.010000000000000007,0.010000000000000009,0.010000000000000009,0.010000000000000007,0.9700000000000003,0.010000000000000009,0.010000000000000007,0.010000000000000007,0.0,0.9900000000000001,0.5134659881199513,0.9800000000000001,0.010000000000000007,0.9630680237600974,0.0,0.020000000000000014,0.0
0.3,0.245326954737,0.384139261773,0.0,1.0,0.0,0.476769429482,0.01,1.37383094653e+11,0.9903471801189965,0.0,0.009999999999999919,0.020000000000000018,0.009999999999999919,0.010000000000000009,0.020000000000000018,0.0,0.0,0.0,0.010000000000000009,0.010000000000000009,0.0,0.019999999999999924,0.0,0.9466897478075563,0.03000000000000003,0.010000000000000007,0.472359239309369,0.0,0.010000000000000009,0.502359239309369,0.49000000000000016,0.8847789604034403,0.9800000000000004,0.025281521381262013,0.5056287015002581,0.9566897478075562,0.010000000000000009,0.0,0.010000000000000009,0.9566897478075562,0.0,0.0,0.020000000000000014,0.37477896040343955,0.9803471801189964,0.020000000000000014,0.0,0.0,0.0,0.0,0.0,0.9700000000000005,0.0,0.0,0.029999999999999933,0.0,1.0000000000000007,0.472359239309369,0.9700000000000009,0.0,1.0000000000000002,0.010000000000000007,0.0,0.0
0.4,0.292093779718,0.391020203627,0.0,1.0,0.0,0.537097631722,0.0173592393094,1.63572516642e+11,0.9999999999999994,0.0,0.7397339652717557,0.020000000000000018,0.6104682448146548,0.0,0.0,0.0,0.0,0.010000000000000007,0.0,0.0,0.03000000000000003,0.01395489986538915,0.7297339652717557,0.9312443001223323,0.010000000000000009,0.030000000000000027,0.5026407606906309,0.020000000000000018,0.030000000000000027,0.49659566055602,0.48500000000000004,0.999999999999999,0.9880225500673044,0.01471847861873802,0.509718478618738,0.9212443001223324,0.010000000000000009,0.010000000000000009,0.0,0.9212443001223324,0.010000000000000009,0.010000000000000007,0.0,0.5030225500673055,0.9880225500673048,0.003954899865389142,0.0,0.020000000000000014,0.0,0.0,0.0,0.9980225500673044,0.030000000000000023,0.0,0.0,0.0,0.9899999999999993,0.512640760690631,0.9999999999999993,0.010000000000000009,0.8563207841539939,0.010000000000000009,0.38094766513006206,0.0
0.5,0.268697823052,0.367560614652,0.0,1.0,0.01,0.505532781834,0.0474231088551,1.50470780909e+11,0.9899999999999995,0.0,0.9900000000000001,0.08191070259900973,0.5049999999999996,0.6159608847122637,0.0,0.07191070259900972,0.010000000000000009,0.08191070259900973,0.010000000000000009,0.010000000000000009,0.06910847237933143,0.026045100134610883,1.0000000000000002,0.010000000000000007,0.010000000000000009,0.010000000000000007,0.49713112733453646,0.059108472379331416,0.07910847237933145,0.5131762274691474,0.4540446487004949,0.9950000000000002,0.9460220986331895,0.035737745330926364,0.46978239403142125,0.010000000000000009,0.0,0.0,0.0,0.010000000000000009,0.010000000000000007,0.0,0.29134495806172195,0.7683224079944163,0.9460220986331895,0.011782845465537206,0.0,0.06910847237933143,0.0,0.010000000000000007,0.0,0.9360220986331895,0.0,0.010000000000000009,0.025737745330926355,0.0,0.9900000000000001,0.5071311273345365,0.9842622546690736,0.059108472379331416,0.1906111920859077,0.0,0.6766666666666665,0.0
0.6,0.366260011411,0.370057170389,0.0,1.0,0.00856556366727,0.701815262351,0.333797794001,2.0510560639e+11,1.0000000000000002,0.0,0.9900000000000012,0.32666666666666644,0.5717997458508497,1.0000000000000002,0.18240515220774967,0.32666666666666644,0.0,0.32666666666666644,0.020000000000000014,0.0,0.7018152623510345,0.00999999999999964,1.000000000000001,0.352253018701193,0.0,0.352253018701193,0.5940714487693385,0.7018152623510345,0.7018152623510345,0.4085485055683527,0.34666666666666657,0.9949999999999993,0.856666666666667,0.014262254669073307,0.34092892133573977,0.352253018701193,0.010000000000000009,0.0,0.0,0.37225301870119304,0.010000000000000009,0.020000000000000014,0.515,0.9999999999999993,0.8066666666666668,0.014262254669073679,0.0,0.7018152623510345,0.0,0.010000000000000007,0.0,0.8466666666666668,0.010000000000000007,0.0,0.004262254669073669,0.0,0.8275948477922513,0.42166629656158805,0.9957377453309273,0.7018152623510345,0.0,0.010000000000000009,0.7602661583683659,0.0
0.7,0.415616066241,0.387800993013,0.0,1.01,0.00983701284734,0.796065659561,0.34489222883,2.32744997095e+11,0.9999999999999993,0.020000000000000014,0.989999999999999,0.35333333333333333,0.6599999999999995,1.0099999999999998,0.3333333333333333,0.3233333333333333,0.0,0.5397676737721169,0.0,0.0,0.5301462286682898,0.04000000000000003,0.9799999999999991,0.7935656595612156,0.0,0.9899999999999987,0.8631010071054501,0.8035656595612156,0.9999999999999987,0.33645112432656854,0.31333333333333335,0.9999999999999999,0.9025178662374366,0.04000000000000003,0.35333333333333333,0.5094942800576534,0.0,0.0,0.01869610277872691,0.5001462286682901,0.009348051389363454,0.0,0.5791845329041034,0.9999999999999998,0.6135549720696464,0.0,0.0,0.7165805691070734,0.0,0.0,0.0,0.9225178662374367,0.30896289416779016,0.01999999999999974,0.020000000000000014,0.010000000000000009,0.6866666666666664,0.3633333333333333,0.9999999999999996,0.5201462286682901,0.28341943089292615,0.0,0.9966666666666656,0.01999999999999974
0.8,0.385785309662,0.366760555,0.0,1.0,0.01,0.657357910533,0.343933419127,2.16039773411e+11,1.0000000000000002,0.00999999999999964,0.9899999999999994,0.3769367852740575,0.6383333333333326,0.38403911528773654,0.47682087434283543,0.3415316073629706,0.0,0.6125051431401207,0.030000000000000165,0.020000000000000018,0.4588632842678746,0.010000000000000009,0.9899999999999994,0.7610983088006036,0.0,0.9966666666666656,0.8744217897328462,0.7144316421339368,0.9999999999999981,0.34633523089049323,0.3315316073629707,0.9999999999999998,0.8215316073629706,0.02540517791108726,0.32153160736297065,0.4561818995451776,0.0,0.0,0.0013038972212731093,0.4655299509345411,0.0006519486106365546,0.0,0.49999999999999994,0.9999999999999998,0.32153160736297065,0.0,0.0,0.5511367157321253,0.16329492640181156,0.009999999999999731,0.019999999999999647,0.8269367852740579,0.49999999999999994,0.00999999999999964,0.010000000000000007,0.0,0.44836778841444125,0.12743773543503545,0.9451886627572774,0.27556835786606265,0.4388632842678746,0.0,0.999999999999999,0.0
0.9,0.403584789597,0.383435669745,0.0,1.0,0.01,0.756054255287,0.354099137015,2.26007482175e+11,0.999999999999999,0.0,0.9799999999999989,0.35639654805927523,0.6449999999999998,0.010000000000000009,0.7635542552870254,0.3218017259703624,0.010000000000000009,0.5928422927722496,0.0,0.0,0.5128914894259492,0.03000000000000003,0.989999999999999,0.7393372341389239,0.014217021148100972,0.9999999999999991,0.9999999999999998,0.739337234138924,0.999999999999999,0.0,0.35180172597036247,0.8462703816671107,0.9186665351368064,0.034594822088912056,0.3618017259703617,0.4928914894259493,0.0,0.0,0.925862111669121,0.4928914894259493,0.0,0.010000000000000009,0.5403940170591924,0.8255825684117577,0.3418017259703624,0.925862111669121,0.0,0.5028914894259491,0.25644574471297465,0.020000000000000018,0.0,0.9132613572257191,0.5768648091664443,0.0,0.00999999999999964,0.0,0.029999999999999288,0.014594822088912773,0.7535542552870254,0.24644574471297467,0.5028914894259491,0.0,0.9999999999999993,0.0
1.0,0.395073987356,0.363740731798,0.0,1.0,0.02,0.645707006321,0.391852617442,2.2124143292e+11,1.0000000000000004,0.0,0.9799999999999999,0.39685261744151956,0.6366666666666659,0.0,0.7502715857514981,0.38685261744151955,0.010000000000000007,0.636581031690021,0.020000000000000014,0.020000000000000014,0.4963257379330662,0.04000000000000003,0.9799999999999999,0.7444886068995992,0.015782978851899054,0.9999999999999994,0.9999999999999998,0.7444886068995978,0.9999999999999988,0.0,0.10792319590404903,0.45719812762061907,0.5651213235246683,0.24794934880725342,0.2872748378471776,0.5363257379330661,0.0,0.0,0.9899999999999997,0.5163257379330661,0.020000000000000014,0.0,0.6140764919749844,0.6082935131230853,0.2772748378471776,0.9899999999999995,0.010000000000000009,0.47632573793306626,0.23816286896653308,0.0,0.009999999999999787,1.0000000000000002,0.45719812762061907,0.019999999999999796,0.02156554528196852,0.010000000000000007,0.020000000000000014,0.6728280252825853,0.7518371310334666,0.24816286896653306,0.47632573793306626,0.020000000000000018,0.6056636468542909,0.009999999999999787
