"src_ip","dst_ip","src_node","dst_node","flow_size","avg_rate","arrive_time","install_time","end_time","duration","resend","reroute"
10.0.2.129,10.0.0.89,"sPL","sBY",89010893.0,724695899.8841467,0.1421927693002415,0.1521927693002415,0.26501793364052506,0.12282516434028357,0,0
10.0.0.53,10.0.0.150,"sNO","sFI",76240650.0,419302130.1379821,0.2576502897368931,0.2676502897368931,0.4394777704961992,0.1818274807593061,0,0
10.0.0.135,10.0.1.216,"sSK","sFR1",58512936.0,143022064.1057385,0.06955943660244135,0.07955943660244136,0.4786776825588167,0.40911824595637536,0,0
10.0.1.38,10.0.1.8,"sIE","sUK",60210542.0,756288628.0498031,0.4183716614432652,0.4283716614432652,0.4979848405482603,0.0796131791049951,0,0
10.0.0.197,10.0.1.147,"sIS","sPT",96852802.0,303325546.1327494,0.18300152624550292,0.19300152624550293,0.5023046750729766,0.3193031488274737,0,0
10.0.0.81,10.0.0.212,"sBY","sUA",56779282.0,690007555.4670657,0.44977820971962057,0.4597782097196206,0.5320661231636497,0.08228791344402908,0,0
10.0.1.120,10.0.0.17,"sCH","sDE1",64348224.0,157419956.04850253,0.15451978328833826,0.16451978328833827,0.5632876778758181,0.40876789458747986,0,0
10.0.0.169,10.0.0.20,"sSE","sDE1",88214085.0,205743035.0294808,0.16343736789751495,0.17343736789751496,0.5921959160902149,0.4287585481927,0,0
10.0.0.231,10.0.0.247,"sIT","sMT",86099922.0,789759435.2777071,0.537673467951728,0.547673467951728,0.6466939090557007,0.10902044110397269,0,0
10.0.0.161,10.0.0.54,"sSE","sNO",69442309.0,629767805.9262263,0.5637264839574143,0.5737264839574143,0.6739930113132677,0.1102665273558534,0,0
10.0.0.1,10.0.1.70,"sDE2","sMD",82655284.0,154923288.09080195,0.14296210896807826,0.15296210896807827,0.6764860550358572,0.533523946067779,0,0
10.0.1.234,10.0.1.194,"sFR2","sCZ",77509405.0,189085280.00738806,0.3112847538775805,0.3212847538775805,0.7212024640080121,0.40991771013043166,0,0
10.0.0.166,10.0.0.57,"sSE","sNO",92402509.0,482866520.777063,0.6907363811808492,0.7007363811808492,0.8820988074913322,0.19136242631048295,0,0
10.0.1.209,10.0.0.22,"sFR1","sDE1",90630361.0,181005238.23747832,0.44354228061207934,0.45354228061207935,0.9442480164377643,0.500705735825685,0,0
10.0.2.138,10.0.0.209,"sPL","sUA",81850765.0,763062784.306604,0.8602914870420534,0.8702914870420534,0.9675575818947566,0.10726609485270322,0,0
10.0.2.83,10.0.1.68,"sRO","sMD",58378093.0,730060952.3765296,0.912509984638351,0.922509984638351,0.9924732983999826,0.07996331376163157,0,0
10.0.0.58,10.0.1.38,"sNO","sIE",59376900.0,187305887.37245676,0.700155959528228,0.710155959528228,1.0171609444379086,0.31700498490968065,0,0
10.0.2.19,10.0.1.49,"sHU","sME",84860727.0,646880694.893209,0.9327842886322936,0.9427842886322936,1.0639687986508053,0.13118451001851172,0,0
10.0.1.184,10.0.1.4,"sCY","sUK",71943590.0,136187100.28837422,0.5655473906638672,0.5755473906638672,1.0938176148456031,0.528270224181736,0,0
