"time","mean","stdev","min","max","q1","q3","median","throughput","('s9', 's18')","('s9', 's8')","('s9', 's7')","('s9', 's6')","('s9', 's10')","('s8', 's7')","('s8', 's5')","('s3', 's2')","('s3', 's1')","('s3', 's6')","('s2', 's12')","('s2', 's1')","('s1', 's4')","('s7', 's20')","('s7', 's25')","('s6', 's12')","('s6', 's10')","('s6', 's4')","('s5', 's25')","('s5', 's27')","('s5', 's4')","('s19', 's20')","('s19', 's18')","('s19', 's17')","('s19', 's21')","('s18', 's20')","('s18', 's17')","('s13', 's11')","('s13', 's16')","('s13', 's15')","('s13', 's14')","('s12', 's11')","('s11', 's10')","('s11', 's16')","('s10', 's16')","('s17', 's16')","('s17', 's15')","('s17', 's14')","('s15', 's14')","('s30', 's28')","('s30', 's29')","('s30', 's24')","('s22', 's23')","('s22', 's21')","('s22', 's24')","('s23', 's28')","('s23', 's26')","('s23', 's24')","('s20', 's26')","('s20', 's21')","('s26', 's25')","('s27', 's28')","('s27', 's29')","('s27', 's25')","('s25', 's28')","('s28', 's29')"
0.1,0.04686105790816137,0.12929697393215397,0.0,0.8469567276885646,0.0,0.037102830241238165,0.0,2624219242.8570366,0.0,0.0,0.09650204865451714,0.024588943348031165,0.1979844393955626,0.0,0.0,0.0,0.0,0.002216212213159631,0.027171681921864477,0.01218657304412233,0.022372731134871534,0.0,0.06692298562921237,0.0,0.0,0.022372731134871534,0.0,0.0,0.0,0.03717091279049336,0.0,0.07902148982858966,0.04185057703809633,0.8469567276885646,0.0,0.0,0.0,0.0,0.0,0.35239454268783943,0.13327766597950985,0.35239454268783943,0.019706773416052748,0.0370801360581531,0.024695909845090864,0.007246213056716841,0.0,0.0,0.0,0.0,0.0,0.04716295684602255,0.03991674378930571,0.0,0.03717091279049336,0.0,0.03717091279049336,0.0,0.03676089345835009,0.0,0.0,0.0,0.021922985629212376,0.0
0.2,0.1804150475065849,0.2957842190085305,0.0,1.0000000000000002,0.00609844123712966,0.1829199388001016,0.049799709959205844,10103242660.368752,0.01403676388302723,0.0,0.43191856515565075,0.2754317055911038,0.9987650998342599,0.00609844123712966,0.00609844123712966,0.0,0.0,0.05000000000000001,0.08748022053384835,0.05867764016573921,0.08785402647990409,0.02245006996039481,0.40347817924712187,0.0008904558689233344,0.0,0.05000000000000001,0.029176386314164898,0.035258625716064244,0.03785402647990408,0.11057476817778407,0.01403676388302723,0.2581638008988275,0.6880723155580246,1.0000000000000002,0.0,0.0,0.05313447627316961,0.0,0.02392941973166075,0.9999999999999999,0.8909872043192022,0.9999999999999999,0.05000000000000001,0.1897242409380946,0.031099904893997197,0.07392941973166077,0.0,0.04959941991841168,0.0,0.0,0.06665056907799138,0.6517644252958208,0.5819738743208946,0.06420600965278642,0.0916366840011247,0.041636684001124705,0.08901515408631265,0.0008904558689233344,0.18065183808743726,0.04423045225366875,0.01999553987980694,0.0,0.22031097772316563,0.021559614091471474
0.3,0.27321933532558623,0.3513698733733585,0.0,1.0,0.03774255282351288,0.3620855418228398,0.0880797751002191,15300282778.232822,0.09338183981901706,0.04185775332620207,0.7044596139467394,0.6943709220630914,0.9495790750811524,0.0709153754943418,0.06855622488196399,0.0,0.025797201058641094,0.01900068620298111,0.14050571607091863,0.8790587200196657,0.9076984733738047,0.12091537549434174,0.7044596139467394,0.09338183981901706,0.0,0.042261489663704244,0.03664672975710345,0.1226390948292369,0.9196365380747856,0.09350687779891664,0.05000000000000001,0.2513237484094226,0.8639052399321832,1.0,0.07415656701371484,0.013353270242896564,0.14080979922684242,0.0,0.039034188317196655,0.9976166328386913,0.8852224045638739,0.9976166328386913,0.014356670517278807,0.22536903436682115,0.0008268779697594709,0.07309607219126782,0.0,0.024236504449674942,0.010965811682803361,0.03810782717898269,0.16159990210072134,0.8764698810441057,0.7424079971700349,0.23568320666638323,0.07515716686926577,0.016653232213127606,0.08006806623753894,0.0709153754943418,0.08277771038142114,0.07903688419158038,0.10000000000000003,0.0,0.24424059092703854,0.10664632247480275
0.4,0.28315734452689556,0.3547979405022702,0.0,0.9999999999999997,0.05409574559830749,0.3202007373951274,0.09688498546817281,15856811293.506151,0.20398859416908283,0.2394779312812297,0.9392384537974793,0.9527537640248691,0.9988906270479351,0.05546099413107665,0.17122397589134314,0.0,0.0631397973603726,0.3202007373951274,0.031124024787663802,0.9260980836673715,0.9592661602545863,0.08429654951478681,0.9745164588645635,0.03128442797496304,0.3202007373951274,0.05,0.0,0.0719633966880954,0.9982371624677138,0.019244661323025936,0.09313062108247981,0.27080324542549367,0.46302323651841537,0.9982916525935316,0.201592040995095,0.0682053459818602,0.056167166659538255,0.0,0.0,0.9872626548066596,0.938751006119795,0.9999999999999997,0.0,0.1547844266459953,0.12616488885494684,0.017885070602908035,0.0,0.0,0.08316807658721498,0.08037806018997791,0.1898997383722504,0.4254242646815137,0.2893434844154209,0.21868332794876444,0.11795845996076315,0.030695805154103303,0.09734913997133754,0.07513837335643854,0.11675625266514424,0.07467523489399713,0.05908322499786599,0.02597396234636309,0.08919516267685972,0.0964208309650081
0.5,0.381686022981987,0.39137170917513203,0.0,0.9999999999999997,0.04806472281222826,0.7093513719640909,0.16935564548162335,21374417286.991264,0.7232093762118611,0.5881077493139115,0.9926040319873937,0.9847484061807288,0.9869844991849949,0.012362494890949873,0.548447571672896,0.020018928114230894,0.01983187948332638,0.9998896742551231,0.02997187644812666,0.9302757760495932,0.997647286070541,0.1804215676772487,0.9953410428894879,0.0876375051090501,0.9952307171446122,0.05991273504327978,0.2953537669925668,0.027043708810434445,0.9573194848600277,0.05,0.6184718439468454,0.17380130216613535,0.691283267483066,0.9999999999999994,0.6655980627459127,0.05,0.02510461439258474,0.0,0.0,0.9599529483338956,0.9899081114921768,0.9999999999999997,0.0,0.16490998879711138,0.5256877153120699,0.06788986650760899,0.0,0.0021445806132236733,0.06300305496878275,0.0690644683823521,0.30708535413895877,0.7047320372148342,0.520737661163293,0.09682408836064352,0.3472381422303354,0.05,0.06736350564149779,0.10240954655705403,0.4049792509814225,0.009317932484644494,0.027043708810434445,0.05,0.09524726462708599,0.04225889124891303
0.6,0.41773719026039113,0.3928833983709937,0.0,1.0000000000000007,0.053906420372899874,0.8415171689046704,0.17241383067263455,23393282654.58191,0.6735882023160787,0.5000755726493639,0.8362348131517722,0.9737394614878537,0.949819065924041,0.0,0.45007557264936393,0.04999999999999998,0.0,0.9897485590590546,0.1471856628435629,0.7689816629898295,0.761544559205321,0.1598107136095858,0.8687706225792855,0.12303969211955244,0.967737516140481,0.1841443034322843,0.8894053670560504,0.06528151981316148,0.9150877157675877,0.11001804485735749,0.5659928807220406,0.0475821896922617,0.9599666307526076,0.9999999999999994,0.6575953215940389,0.055208560497199834,0.06270743726826504,0.017737516140481135,0.012569205097403391,1.0000000000000007,0.999819065924041,0.8573642361633652,0.017737516140481135,0.03724200239952297,0.5328733688343347,0.08743456919640993,0.0,0.04999999999999998,0.04999999999999998,0.20000000000000004,0.6953688423740768,0.9973835827735198,0.9675565263972369,0.16068335791298483,0.7195526221390075,0.005095321681777731,0.11518235634850263,0.11516851346681792,0.7847349784875103,0.0050300788722160705,0.06025144094094541,0.0074797284188639615,0.08086551741069706,0.0828106592837086
0.7,0.4420333880023814,0.4064096225666204,0.0,1.0000000000000007,0.07219050970132311,0.8833367777902399,0.21368737874578275,24753869728.13336,0.9976708756430129,0.8696117994720252,0.8692499979181051,0.9967363563281988,0.9941665708499944,0.0,0.8516050587557338,0.06909066499380562,0.03787241804515362,0.9146640532869417,0.0418668626074285,0.28824714829825,0.35411455813362347,0.14070177623608507,0.8788624350579644,0.18568352937780339,1.0000000000000004,0.40855458295651,0.9959773541786713,0.1383636020340093,0.6098958405519201,0.08218405849638258,0.8785687748009282,0.07322379127049561,0.9758065184244012,1.0000000000000007,0.5400927259009947,0.07802168777580439,0.06011755006452834,0.07826841496969345,0.075378320291903,0.9994153421031089,0.9748059629399115,0.8637531696959412,0.10054221325747624,0.08010036478194804,0.6020099184652229,0.03960392037806648,0.0,0.015143144358502225,0.0004911839888555591,0.040237876037811156,0.9066417154907077,0.9976885526770459,0.9504100661148546,0.2416912281137621,0.8633572521485484,0.0,0.1760455123531333,0.13988473735973536,0.8967598059870666,0.08787241804515362,0.05049118398885555,0.04288769402862641,0.1682607769263329,0.031178362172322893
0.8,0.44472159499227937,0.4090014202595334,0.0,0.9999999999999997,0.0710408431471409,0.9119578585805556,0.20848047333588754,24904409319.56765,0.9964521281736046,0.877056066995714,0.9972054445921809,0.9519044952593233,0.9979812219943881,0.0,0.877056066995714,0.007065074101790413,0.10159683097006636,0.9009097172071747,0.0,0.16740384085668714,0.3676889763462381,0.08511015449878874,0.942086939748713,0.21691959405114963,0.9954852528257461,0.2759318804594836,0.9532307473579011,0.1474605404275285,0.58582363774668,0.042934925898209575,0.8991277712381305,0.19602529024998902,0.9995429972556639,0.9996349641901968,0.5441610066128939,0.11364169315959365,0.06260016512591828,0.10277942843922065,0.05828028178784585,0.9999999999999997,0.8979384584246402,0.9099577662537526,0.11776325312207596,0.1707885395762846,0.6318107871140751,0.06365921205375666,0.0,0.0,0.07350138684493565,0.07350138684493565,0.9179581355609644,0.9539139377930357,0.9211551102732047,0.13599177359554643,0.8937038215959138,0.0,0.2153225584206283,0.11521133157649062,0.9776481647497774,0.04970291826621182,0.05471431103559561,0.0450619914599435,0.2016383882511468,0.020368952188196232
0.9,0.41605473934350495,0.40562817013932123,0.0,0.9999015697168622,0.04936883570212006,0.9298431247592434,0.19819466366354088,23299065403.236282,0.9905411156661701,0.9277322179603851,0.9934194413219445,0.9592197074448888,0.1463233150101644,0.0,0.9502819678075423,0.0,0.03428766795052862,0.9947576433546099,0.04747534280848031,0.23114429297746475,0.43267566734484664,0.06957680546230238,0.9473263245416759,0.15576122949849344,0.9241151446632695,0.27591494534798,0.9760482501678716,0.201470420313624,0.6429181036270722,0.02692582163921369,0.8958821719633775,0.3397894516311703,0.9706795591831296,0.9989703990115089,0.5619404654472819,0.09468970718963983,0.1,0.019681543101198684,0.01897027095107845,0.9988939976719119,0.04633685608251119,0.808855332698464,0.28836676591595145,0.1949189070134578,0.5821820566191144,0.10261449439092815,0.0,0.0,0.03970252634717586,0.07141424537000296,0.9361758451558182,0.9999015697168622,0.7579826253119054,0.08276202853315416,0.9551461161068967,0.04475764335460992,0.1269258216392137,0.08894744638923086,0.9994941242917245,0.04475764335460992,0.05529560222837758,0.0,0.0951147616574435,0.04999999999999998
1.0,0.41023473754492684,0.36226256938015666,0.0,0.9999999999999997,0.05574791012937159,0.63737621791346,0.3631244019324752,22973145302.51591,0.6315475404329705,0.5327987098506702,0.6145583831708927,0.6548622503549287,0.14318850700849242,0.0,0.598744794837294,0.0,0.0,0.990635587444626,0.02289591109018718,0.3061553813638175,0.6257190318444197,0.3631009832378713,0.92210627075889,0.2628389353283586,0.9588719721666207,0.458743445064933,0.9999999999999996,0.283993275589976,0.8736217752927905,0.363147820627079,0.39218485571533496,0.544962324674342,0.968890992930915,0.9999999999999997,0.6028388556466908,0.06345572542106187,0.05213298442113801,0.0,0.09676877610919714,0.9989838038986668,0.08319451066690081,0.7396737530181586,0.5820409834388823,0.4081474754444598,0.49404631747072264,0.1547359120233514,0.0,0.05191187817214688,0.0,0.04999999999999999,0.9499999999999997,0.9940832036685806,0.5368414847238727,0.1304282612108076,0.9833130506881349,0.0477462542762595,0.138323977059062,0.05695288536544945,0.9851554385164405,0.04999999999999999,0.10009961654105466,0.0,0.1053066420608042,0.0033947638886573928
