"time","mean","stdev","min","max","q1","q3","median","throughput","('sDE2', 'sCH')","('sDE2', 'sLU')","('sDE2', 'sNL')","('sDE2', 'sPL')","('sDE2', 'sTR')","('sDE2', 'sCZ')","('sDE2', 'sCY')","('sDE2', 'sIL')","('sDE2', 'sDK')","('sDE1', 'sNL')","('sDE1', 'sDK')","('sBE', 'sNL')","('sBE', 'sUK')","('sNO', 'sSE')","('sNO', 'sDK')","('sNL', 'sLU')","('sNL', 'sDK')","('sBY', 'sPL')","('sSI', 'sHR')","('sSI', 'sAT')","('sBG', 'sMK')","('sBG', 'sHU')","('sBG', 'sAT')","('sSK', 'sCZ')","('sSK', 'sHU')","('sSK', 'sAT')","('sFI', 'sSE')","('sSE', 'sDK')","('sDK', 'sIS')","('sDK', 'sEE')","('sIS', 'sUK')","('sUA', 'sPL')","('sIT', 'sMT')","('sIT', 'sGR')","('sIT', 'sFR2')","('sIT', 'sCH')","('sIT', 'sAT')","('sUK', 'sPT')","('sUK', 'sCY')","('sUK', 'sIE')","('sUK', 'sFR1')","('sUK', 'sIL')","('sME', 'sHU')","('sMD', 'sRO')","('sES', 'sFR1')","('sES', 'sFR2')","('sES', 'sPT')","('sCH', 'sFR1')","('sCH', 'sFR2')","('sGR', 'sAT')","('sEE', 'sLV')","('sCZ', 'sPL')","('sAT', 'sRO')","('sHR', 'sHU')","('sHU', 'sRO')","('sHU', 'sRS')","('sHU', 'sTR')","('sLT', 'sLV')","('sLT', 'sPL')"
0.1,0.04845189248802718,0.07920113262652682,0.04845189248802718,0.2515412404741111,0.0,0.054336409524732225,0.0,2858661656.7936044,0.03813880578361045,0.0,0.23534363673298928,0.19720483094937882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054336409524732225,0.054336409524732225,0.0,0.23534363673298928,0.0,0.19720483094937882,0.19720483094937882,0.0,0.19720483094937882,0.19720483094937882,0.2515412404741111,0.19720483094937882,0.054336409524732225,0.0,0.0,0.0,0.09247521530834267,0.0,0.0,0.0,0.0,0.03813880578361045,0.03813880578361045,0.0,0.03813880578361045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03813880578361045,0.03813880578361045,0.0,0.0,0.0,0.054336409524732225,0.2515412404741111,0.054336409524732225,0.0,0.0,0.0,0.0,0.054336409524732225,0.054336409524732225
0.2,0.23806215618122376,0.24017513504895277,0.23806215618122376,0.9147644522023335,0.02924581386345502,0.44974131884998536,0.14137794551980845,14045667214.692202,0.06321868760773112,0.3990768814186371,0.4835718603417236,0.6098296555525486,0.4174009751540763,0.07166655981575241,0.21591262225984503,0.7668314697225529,0.026262966040196144,0.09535955444821732,0.15296063917878971,0.4681734698266582,0.4681734698266582,0.0,0.0,0.3990768814186371,0.4835718603417236,0.0,0.9147644522023335,0.5960399261676714,0.0,0.4688915879605088,0.5036901555954599,0.5036901555954599,0.5036901555954599,0.026262966040196144,0.0,0.0,0.0,0.14137794551980845,0.03479856763495113,0.0,0.0,0.06608680453201532,0.03222866168671389,0.4536097734581458,0.07166655981575241,0.014680272381214846,0.2532293267280649,0.05760108473057241,0.7346028734953327,0.3535230936696133,0.0,0.07166655981575241,0.3442117876449181,0.03222866168671389,0.03222866168671389,0.39039108585041454,0.0,0.06608680453201532,0.198364232954346,0.5753567154112125,0.07166655981575241,0.4458728642418249,0.05486509377371898,0.0,0.4174009751540763,0.24690264818086224,0.24690264818086224
0.3,0.34642282390425033,0.3034161488815614,0.34642282390425033,0.9896047307029558,0.039043783368356996,0.5717881734223499,0.3302728936927307,20438946610.35077,0.2815935233230393,0.47746377347616514,0.3613553202644613,0.5458342463128147,0.9541676017904777,0.06792566293763985,0.08677191460455348,0.7080112073799169,0.5047723385391405,0.14073629023759998,0.14262978247228428,0.45505329573612346,0.41143160277320956,0.0,0.0,0.47746377347616514,0.3302728936927307,0.0,0.9220744669999053,0.6424800774328258,0.034465873773800115,0.7822677200798437,0.7478018463060435,0.6932005107411893,0.6184963912065448,0.0,0.0,0.0,0.5271828162791823,0.20866195317523986,0.06603217070295554,0.0,0.0,0.6205847050745104,0.5479225601807802,0.38672240823461,0.0,0.06278822837827248,0.08026888711244554,0.0,0.9896047307029558,0.5296216159609639,0.13749234791291695,0.0,0.3939509440390366,0.5479225601807802,0.5479225601807802,0.5956537866639195,0.0,0.6205847050745104,0.28132409806896985,0.7611261736788292,0.04362169296291388,0.6354232662700888,0.017480658734173038,0.0,0.9541676017904777,0.28132409806896985,0.2152919273660143
0.4,0.3151542794237312,0.2913908185380799,0.3151542794237312,0.9692607725195054,0.056800895474628105,0.5577319519078677,0.20034249700495974,18594102486.000137,0.24160359678341214,0.18696434525281805,0.30793862687421275,0.6171399486808967,0.8854121082713088,0.1427857617793437,0.08780763205028529,0.6332160783534021,0.5634394841633973,0.057556735225616044,0.057556735225616044,0.18696434525281805,0.18696434525281805,0.056800895474628105,0.0,0.27415464500067416,0.2783050623519727,0.0,0.9646778229577064,0.573938445983168,0.05300594790846056,0.8052735353094572,0.7522675874009969,0.6153171829353269,0.4725314211559831,0.20034249700495974,0.0,0.056800895474628105,0.5520244196523382,0.2233803909173646,0.16791437148964403,0.0,0.02020990702701386,0.4228266079763792,0.5089772840280121,0.6331606470755617,0.1446085275249134,0.03871655981368521,0.08780763205028529,0.04385028960156867,0.9692607725195054,0.6495610871960394,0.0,0.0,0.27311502130445087,0.5089772840280121,0.4228266079763792,0.6961457512150544,0.0,0.4228266079763792,0.16481843455192727,0.4725314211559831,0.0,0.6567391960834933,0.0,0.0,0.9456310206353985,0.16481843455192727,0.1446085275249134
0.5,0.3356395522209607,0.2847550700511276,0.3356395522209607,0.9945084564735581,0.08274192470191923,0.5068400842577799,0.2842074898622189,19802733581.036682,0.4292674003213208,0.2842074898622189,0.2747940186636962,0.4905679084515753,0.9945084564735581,0.11552290173303355,0.1698126771849183,0.8369746477554441,0.30940174832816264,0.0,0.09776198153726037,0.38382856307657354,0.38382856307657354,0.0,0.0,0.34810473323842617,0.3105178485018436,0.0,0.993579512646213,0.8258144116054009,0.0,0.48643378545459837,0.5231122600639846,0.4905679084515753,0.4905679084515753,0.0,0.0,0.0,0.3462888502006969,0.19422500137191478,0.1346490834097946,0.06692721554321651,0.06772186786657808,0.5298577745094408,0.582258490982999,0.47085069326192847,0.129124346335179,0.27941873584712584,0.11741196071136008,0.0,0.9299922653364304,0.7685410476811042,0.06647486877523574,0.04004515525223451,0.39072751388968907,0.5698889326345874,0.5434592191115861,0.7523047995016819,0.01236955834841156,0.4491242884074669,0.23090347598130104,0.5396159414093731,0.19020785326305312,0.7187854939825166,0.13313420257553205,0.06692721554321651,0.8358683619806415,0.23090347598130104,0.1755511664631345
0.6,0.3891680892607808,0.29022119567335375,0.3891680892607808,0.9969193738897769,0.10332251671800288,0.5977769112105918,0.36894233590092534,22960917266.386055,0.4216553857241448,0.3312082965319466,0.17626985530711292,0.2977066944867684,0.9715774589846905,0.44595119351682877,0.2913079988006077,0.7731061597037306,0.5935314129601259,0.07524324450808585,0.3263838534261383,0.3813418897752729,0.3813418897752729,0.11305942466934292,0.11305942466934292,0.3312082965319466,0.14885334724338423,0.054356372649103056,0.9776910340576394,0.8884648395526032,0.0,0.3730224214333722,0.6547781682009091,0.4440622940882985,0.4440622940882985,0.0,0.09199922695242735,0.09199922695242735,0.31775468295665077,0.36437852034263923,0.09358560876666285,0.044716991902203504,0.0,0.5105429757101307,0.6020224094610578,0.6739065955460508,0.2858605860710794,0.36894233590092534,0.2913079988006077,0.0,0.9969193738897769,0.7038106350845111,0.017775092333121693,0.0,0.37170047404466583,0.5423965127160096,0.68459084384184,0.8302214424130875,0.059625896745048215,0.5632668171362692,0.5541350401577492,0.8123942668382591,0.23300946681288862,0.8448763075728802,0.0016325312229644889,0.06616910070293411,0.7642370777656817,0.5541350401577492,0.6137609369027973
0.7,0.3574205509355474,0.28689278963765363,0.3574205509355474,0.9992044546473939,0.1097019424326646,0.5062162633106726,0.3587927120840505,21087812505.197296,0.38226359299735063,0.18717641947662797,0.19210475112172531,0.4379487701768927,0.9859883561030833,0.4131586181491473,0.2732490471054873,0.712414089318971,0.5601433341524451,0.0,0.36495671818209835,0.22109433450494342,0.22109433450494342,0.10908967864958931,0.10908967864958931,0.18717641947662797,0.20613816148852412,0.0,0.9243122682260491,0.9576772988095158,0.0,0.42264912476863326,0.6282035868469811,0.4361818518496087,0.4361818518496087,0.0,0.07378862454007144,0.0,0.4164424693656962,0.3611646841101541,0.21288992694442604,0.08468948854765687,0.0,0.3587927120840505,0.3587927120840505,0.6775727988812829,0.39981125334911494,0.23732696344536877,0.2732490471054873,0.0,0.9992044546473939,0.693652889531251,0.0,0.0,0.231450060598714,0.40674403747916466,0.45101767860125075,0.8563016762928524,0.11031420621573987,0.3587927120840505,0.5483411035867821,0.7730770635417129,0.22935167748038757,0.7534330924759342,0.0,0.0,0.8408863591749146,0.5483411035867821,0.4640914230345631
0.8,0.3425580070805803,0.28736963915423297,0.3425580070805803,0.9933873019304356,0.07583342264808347,0.5297378675379696,0.2740227889798538,20210922417.75424,0.4267885859826817,0.296936003956447,0.2244311296198187,0.44654689812258613,0.990178663011505,0.3134711314850161,0.2740227889798538,0.7386824751863476,0.44454530477664833,0.049169874343214535,0.14550582163810527,0.24455937121816188,0.24455937121816188,0.004812058124589815,0.004812058124589815,0.2109741605320637,0.24764178028287315,0.0,0.9933873019304356,0.8307451760439584,0.0,0.4019209296792476,0.6100546548741921,0.44654689812258613,0.44654689812258613,0.005706388955625868,0.004812058124589815,0.0,0.2678966622800812,0.036425646023217316,0.2509603265429616,0.036425646023217316,0.0,0.5159418092362535,0.6109759503294743,0.7338759976910239,0.3070874117083421,0.35263152044682994,0.2740227889798538,0.033585210686098196,0.9807337423799459,0.6690005999274069,0.1024969709529524,0.0,0.2109741605320637,0.5435339258396857,0.5435339258396857,0.7697595818478823,0.15699877510799753,0.5159418092362535,0.24739980655528102,0.760018029607602,0.14550582163810527,0.8181260466538319,0.0,0.005706388955625868,0.6767094962131669,0.24739980655528102,0.3498967775082334
0.9,0.3918387311087785,0.2856352112011169,0.3918387311087785,0.9879498332821345,0.11844492670294263,0.5967106459225966,0.3937278196990292,23118485135.417927,0.4600286868855612,0.2790241266983705,0.202367910365305,0.4209320581460597,0.984568271813779,0.5272741751568736,0.5824052528987751,0.6680852935413917,0.3937278196990292,0.09958849866414463,0.18260505558108028,0.37872371374944686,0.4394660198681572,0.06465993563755494,0.06465993563755494,0.3127737189679831,0.16872940648262422,0.033749592269612556,0.9764428416861972,0.8653254341807542,0.0,0.47944066926471757,0.7119352959925767,0.6791313058359727,0.41076610258969015,0.3994223266473817,0.0,0.0,0.26436629969997494,0.1306099304190188,0.10861525445618639,0.06074230611871035,0.0,0.5887602284364226,0.6133433267032489,0.6222492451274942,0.36590095014422747,0.2502429436321115,0.5824052528987751,0.06465993563755494,0.9879498332821345,0.5092959594492901,0.12023479260626886,0.0,0.3629958673207283,0.5458513864189285,0.44307764686384804,0.6924531505006312,0.2065359760782167,0.6770038007872208,0.3631045571468778,0.8573159693473552,0.1166550607996164,0.8077134352035734,0.010739195419957326,0.06192482187770082,0.8288172265699904,0.4844262708025019,0.6046610634087707
1.0,0.3780607285557971,0.29345722265809904,0.3780607285557971,0.9950541891483768,0.1313819769267798,0.5597146085037807,0.3460731076951526,22305582984.792027,0.5796312558536031,0.26506460403781434,0.1313819769267798,0.4739270823782844,0.9950541891483768,0.3043169438580081,0.3460731076951526,0.8148573207120235,0.452662242424648,0.05318470376400875,0.19747575492080352,0.3959345089810221,0.3959345089810221,0.06889464027762317,0.06889464027762317,0.34274980521701337,0.1313819769267798,0.0,0.9329842439386477,0.8009448299335075,0.0,0.550632212921959,0.7388681755610274,0.6803888655875475,0.48036915052540274,0.3344518821122211,0.0,0.0,0.13443216705007593,0.14617251885151553,0.07898243481495268,0.0,0.0,0.40343880622287953,0.5537706820851527,0.7328752162604633,0.48543464454472496,0.27269522153453535,0.4744772780728932,0.0,0.9913537181830093,0.681174693600988,0.1313819769267798,0.0,0.27731624118946835,0.4004609996738404,0.40473463553967604,0.6625514778172612,0.24654356355684123,0.4723334465005027,0.3111294844969255,0.9687498068739191,0.1320394140051408,0.7250125852418504,0.1320394140051408,0.02990570677035085,0.9205831350942022,0.4342765579956293,0.5656585349224089
