"time","mean","stdev","min","max","q1","q3","median","s9","s8","s3","s2","s1","s7","s6","s5","s4","s19","s18","s13","s12","s11","s10","s17","s16","s15","s14","s30","s22","s23","s20","s21","s26","s27","s24","s25","s28","s29"
0.10000000000000001,0.00026666666666666668,0.00051207638319124065,0.00026666666666666668,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.0
0.20000000000000001,0.00053333333333333347,0.0006699917080747258,0.00053333333333333347,0.002,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.002,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.002,0.0,0.0,0.001,0.001,0.001,0.0
0.29999999999999999,0.0010666666666666669,0.0010934146311237817,0.0010666666666666669,0.0030000000000000001,0.0,0.002,0.001,0.002,0.003,0.0,0.0,0.0,0.002,0.002,0.003,0.002,0.003,0.003,0.001,0.001,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.001,0.0,0.002,0.002,0.001,0.0,0.0,0.001,0.0,0.0
0.40000000000000002,0.00073333333333333367,0.00081377037438224722,0.00073333333333333367,0.0030000000000000001,0.0,0.001,0.001,0.001,0.002,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.003,0.001,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0
0.5,0.00096666666666666711,0.0010482790129010924,0.00096666666666666711,0.0040000000000000001,0.0,0.002,0.001,0.002,0.002,0.0,0.0,0.0,0.003,0.004,0.002,0.002,0.001,0.002,0.0,0.001,0.0,0.001,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.002,0.0,0.001,0.001,0.0,0.0,0.0,0.001
0.59999999999999998,0.0011333333333333336,0.0012578641509408809,0.0011333333333333336,0.0040000000000000001,0.0,0.002,0.001,0.004,0.001,0.0,0.0,0.0,0.004,0.004,0.001,0.0,0.002,0.003,0.0,0.001,0.0,0.002,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.002,0.001,0.002,0.001,0.0,0.001,0.0,0.001
0.69999999999999996,0.0008333333333333336,0.00093392838174146005,0.0008333333333333336,0.0030000000000000001,0.0,0.002,0.00050000000000000001,0.002,0.0,0.0,0.0,0.0,0.003,0.002,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.002,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.002,0.0,0.001,0.0,0.002
0.80000000000000004,0.0006333333333333334,0.00079512402945843745,0.0006333333333333334,0.002,0.0,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.002,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.002,0.0,0.001,0.0,0.002
0.90000000000000002,0.00056666666666666671,0.00071569701845279642,0.00056666666666666671,0.002,0.0,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.002,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.002,0.0,0.001,0.0,0.002
1.0,0.00056666666666666671,0.00071569701845279642,0.00056666666666666671,0.002,0.0,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.002,0.001,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.002,0.0,0.001,0.0,0.002
1.1000000000000001,0.00053333333333333347,0.00071802197428460037,0.00053333333333333347,0.002,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.001,0.002,0.0,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.002,0.0,0.001
1.2,0.0012333333333333339,0.00095510325212629392,0.0012333333333333339,0.0040000000000000001,0.001,0.002,0.001,0.001,0.001,0.0,0.001,0.003,0.001,0.0,0.004,0.003,0.001,0.002,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.0,0.002,0.0,0.002
1.3,0.0012000000000000005,0.00094516312525052171,0.0012000000000000005,0.0040000000000000001,0.001,0.002,0.001,0.0,0.001,0.0,0.001,0.003,0.001,0.0,0.004,0.002,0.0,0.001,0.002,0.002,0.002,0.0,0.001,0.001,0.002,0.001,0.001,0.0,0.001,0.001,0.001,0.001,0.002,0.0,0.002,0.001,0.002
1.3999999999999999,0.0017666666666666673,0.0013585122581543222,0.0017666666666666673,0.0060000000000000001,0.001,0.002,0.002,0.001,0.002,0.0,0.002,0.004,0.002,0.0,0.006,0.003,0.0,0.002,0.002,0.002,0.002,0.0,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.004,0.0,0.002,0.001,0.004
1.5,0.0017333333333333337,0.0015902480589168749,0.0017333333333333337,0.0060000000000000001,0.001,0.002,0.001,0.0,0.001,0.0,0.002,0.004,0.003,0.0,0.006,0.003,0.0,0.001,0.002,0.002,0.002,0.0,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.005,0.0,0.003,0.0,0.005
1.6000000000000001,0.0017666666666666677,0.0014985177861992682,0.0017666666666666677,0.0060000000000000001,0.001,0.002,0.002,0.0,0.001,0.0,0.002,0.004,0.002,0.0,0.006,0.003,0.002,0.001,0.002,0.002,0.002,0.0,0.0,0.001,0.002,0.0,0.001,0.003,0.001,0.002,0.004,0.001,0.004,0.001,0.002,0.0,0.004
1.7,0.0015000000000000009,0.0015220600075774495,0.0015000000000000009,0.0060000000000000001,0.0,0.002,0.001,0.0,0.001,0.0,0.002,0.004,0.002,0.0,0.006,0.003,0.001,0.0,0.002,0.001,0.001,0.0,0.0,0.0,0.002,0.0,0.001,0.002,0.001,0.002,0.003,0.001,0.004,0.0,0.002,0.0,0.004
1.8,0.0014333333333333338,0.0015205992970609395,0.0014333333333333338,0.0060000000000000001,0.0,0.002,0.001,0.0,0.001,0.0,0.001,0.003,0.002,0.0,0.006,0.003,0.002,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.002,0.0,0.001,0.002,0.001,0.003,0.003,0.001,0.004,0.0,0.002,0.0,0.004
1.8999999999999999,0.0010333333333333336,0.0012512216252748975,0.0010333333333333336,0.0050000000000000001,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.004,0.001,0.002,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.001,0.0,0.001,0.002,0.001,0.001,0.001,0.0,0.005,0.0,0.0,0.001,0.004
2.0,0.0012333333333333335,0.0011160446028522137,0.0012333333333333335,0.0040000000000000001,0.0,0.002,0.001,0.002,0.0,0.0,0.001,0.001,0.001,0.0,0.003,0.001,0.002,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.001,0.0,0.002,0.003,0.003,0.001,0.001,0.0,0.004,0.002,0.001,0.002,0.003
2.1000000000000001,0.0013333333333333337,0.0012736648783028531,0.0013333333333333337,0.0050000000000000001,0.0,0.002,0.001,0.003,0.0,0.0,0.002,0.002,0.001,0.0,0.004,0.002,0.001,0.001,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.001,0.001,0.001,0.005,0.002,0.001,0.002,0.003
2.2000000000000002,0.001433333333333334,0.0012565384549980509,0.001433333333333334,0.0050000000000000001,0.00025000000000000001,0.002,0.001,0.002,0.0,0.0,0.002,0.002,0.002,0.0,0.004,0.002,0.001,0.001,0.0,0.0,0.001,0.0,0.001,0.001,0.0,0.0,0.001,0.002,0.003,0.001,0.001,0.001,0.005,0.002,0.002,0.003,0.003
