"time","mean","stdev","min","max","q1","q3","median","s9","s8","s3","s2","s1","s7","s6","s5","s4","s19","s18","s13","s12","s11","s10","s17","s16","s15","s14","s30","s22","s23","s20","s21","s26","s27","s24","s25","s28","s29"
0.1,0.002,0.003999999999999999,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0
0.2,0.006666666666666669,0.005962847939999439,0.006666666666666669,0.02,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.0
0.3,0.007333333333333334,0.00928559218478941,0.007333333333333334,0.03,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.02,0.02,0.0
0.4,0.005333333333333334,0.008844332774281064,0.005333333333333334,0.03,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.01,0.01,0.0
0.5,0.007333333333333332,0.0085374989832438,0.007333333333333332,0.03,0.0,0.01,0.005,0.02,0.0,0.0,0.01,0.0,0.02,0.01,0.02,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.02,0.02,0.01
0.6,0.011000000000000003,0.01274100990241093,0.011000000000000003,0.05,0.0,0.01,0.01,0.05,0.0,0.0,0.01,0.0,0.04,0.02,0.01,0.01,0.01,0.03,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.03,0.01,0.01
0.7,0.01266666666666667,0.011527744310527057,0.01266666666666667,0.04,0.0,0.02,0.01,0.03,0.0,0.01,0.02,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.03,0.03,0.01,0.01,0.02,0.01
0.8,0.016666666666666666,0.013249737942901194,0.016666666666666666,0.05,0.0025,0.0275,0.02,0.03,0.0,0.02,0.03,0.01,0.03,0.02,0.03,0.02,0.0,0.03,0.01,0.02,0.02,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.02,0.04,0.0,0.02,0.05,0.0,0.02,0.03,0.01
0.9,0.018333333333333337,0.013924399049470284,0.018333333333333337,0.05,0.01,0.03,0.02,0.04,0.0,0.01,0.04,0.02,0.03,0.03,0.04,0.03,0.01,0.03,0.0,0.03,0.03,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.02,0.01,0.01,0.05,0.01,0.02,0.02,0.02
1.0,0.01966666666666667,0.015380362660079104,0.01966666666666667,0.06,0.01,0.03,0.02,0.03,0.01,0.02,0.02,0.01,0.03,0.03,0.04,0.03,0.0,0.02,0.0,0.02,0.03,0.05,0.01,0.02,0.0,0.0,0.01,0.0,0.03,0.02,0.0,0.01,0.06,0.01,0.03,0.04,0.01
1.1,0.017000000000000005,0.013453624047073712,0.017000000000000005,0.05,0.0025,0.03,0.02,0.03,0.0,0.01,0.02,0.01,0.03,0.02,0.04,0.03,0.0,0.02,0.0,0.02,0.03,0.03,0.01,0.02,0.0,0.0,0.0,0.0,0.02,0.03,0.01,0.02,0.05,0.0,0.03,0.02,0.01
1.2,0.019666666666666676,0.01760366123534786,0.019666666666666676,0.07,0.01,0.0275,0.02,0.03,0.01,0.01,0.02,0.02,0.04,0.02,0.05,0.05,0.01,0.02,0.0,0.01,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.03,0.07,0.0,0.05,0.02,0.02
1.3,0.022666666666666672,0.019310331143946983,0.022666666666666672,0.07,0.01,0.0375,0.02,0.03,0.0,0.01,0.02,0.02,0.04,0.01,0.05,0.04,0.01,0.01,0.0,0.01,0.02,0.03,0.02,0.02,0.02,0.0,0.0,0.0,0.04,0.04,0.0,0.06,0.07,0.01,0.06,0.02,0.02
1.4,0.024000000000000007,0.023323807579381198,0.024000000000000007,0.09,0.01,0.03,0.02,0.02,0.01,0.01,0.03,0.02,0.03,0.02,0.07,0.05,0.01,0.01,0.0,0.02,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.03,0.05,0.01,0.06,0.09,0.0,0.07,0.02,0.03
1.5,0.02633333333333334,0.021367160680716462,0.02633333333333334,0.07,0.01,0.04,0.025,0.04,0.0,0.02,0.03,0.03,0.03,0.04,0.07,0.06,0.01,0.02,0.0,0.01,0.03,0.04,0.01,0.01,0.01,0.0,0.01,0.0,0.03,0.04,0.01,0.05,0.07,0.0,0.07,0.03,0.02
1.6,0.031000000000000007,0.025475478405713996,0.031000000000000007,0.08,0.01,0.04750000000000001,0.03,0.05,0.01,0.02,0.03,0.03,0.03,0.07,0.07,0.07,0.01,0.03,0.0,0.02,0.03,0.04,0.01,0.01,0.0,0.0,0.01,0.0,0.05,0.04,0.0,0.07,0.08,0.01,0.08,0.03,0.03
1.7,0.03600000000000001,0.026407069760451148,0.03600000000000001,0.09,0.0125,0.057499999999999996,0.035,0.06,0.01,0.04,0.03,0.04,0.04,0.07,0.08,0.08,0.03,0.04,0.0,0.01,0.03,0.04,0.02,0.02,0.01,0.02,0.01,0.0,0.05,0.06,0.0,0.06,0.08,0.0,0.09,0.04,0.02
1.8,0.040000000000000015,0.023094010767585032,0.040000000000000015,0.09,0.02,0.06,0.03,0.06,0.02,0.02,0.03,0.03,0.05,0.07,0.07,0.07,0.03,0.02,0.02,0.01,0.03,0.06,0.03,0.04,0.01,0.01,0.02,0.03,0.07,0.03,0.03,0.05,0.08,0.01,0.09,0.07,0.04
1.9,0.04500000000000002,0.028722813232690148,0.04500000000000002,0.1,0.03,0.065,0.04,0.05,0.01,0.03,0.05,0.03,0.04,0.08,0.09,0.09,0.03,0.03,0.0,0.02,0.03,0.04,0.03,0.04,0.0,0.01,0.03,0.03,0.09,0.04,0.04,0.07,0.1,0.02,0.09,0.09,0.05
2.0,0.04533333333333336,0.032324741126401754,0.04533333333333336,0.11,0.02,0.06,0.04,0.05,0.01,0.02,0.04,0.03,0.03,0.1,0.1,0.09,0.03,0.03,0.0,0.04,0.06,0.06,0.04,0.05,0.0,0.01,0.02,0.02,0.07,0.03,0.02,0.06,0.11,0.0,0.11,0.08,0.05
2.1,0.04600000000000003,0.02589723279940671,0.04600000000000003,0.11,0.03,0.057499999999999996,0.04,0.07,0.01,0.03,0.04,0.03,0.05,0.09,0.08,0.09,0.03,0.04,0.02,0.03,0.04,0.05,0.05,0.05,0.02,0.01,0.02,0.03,0.07,0.04,0.03,0.05,0.09,0.01,0.11,0.06,0.04
2.2,0.04400000000000002,0.029393876913398138,0.04400000000000002,0.11,0.02,0.06,0.04,0.06,0.01,0.03,0.05,0.03,0.05,0.09,0.09,0.08,0.02,0.02,0.01,0.05,0.05,0.06,0.03,0.04,0.0,0.02,0.01,0.02,0.07,0.04,0.02,0.05,0.11,0.0,0.1,0.07,0.04
2.3,0.04733333333333335,0.031721006008987515,0.04733333333333335,0.12,0.02,0.07,0.045,0.08,0.01,0.02,0.05,0.03,0.06,0.09,0.09,0.09,0.05,0.04,0.0,0.03,0.03,0.05,0.07,0.04,0.0,0.01,0.02,0.02,0.07,0.06,0.02,0.06,0.1,0.0,0.12,0.07,0.04
2.4,0.047333333333333345,0.02874408151641347,0.047333333333333345,0.11,0.03,0.06,0.05,0.06,0.01,0.03,0.06,0.05,0.05,0.08,0.09,0.08,0.02,0.04,0.0,0.03,0.03,0.05,0.05,0.06,0.0,0.01,0.02,0.03,0.08,0.06,0.03,0.06,0.1,0.01,0.11,0.07,0.05
2.5,0.043666666666666694,0.027139557025779838,0.043666666666666694,0.1,0.02,0.07,0.04,0.08,0.01,0.03,0.07,0.03,0.05,0.1,0.07,0.07,0.02,0.03,0.0,0.05,0.04,0.06,0.03,0.04,0.0,0.01,0.02,0.02,0.07,0.05,0.02,0.05,0.08,0.01,0.09,0.07,0.04
2.6,0.05400000000000003,0.028237091446063164,0.05400000000000003,0.1,0.03,0.0775,0.05,0.1,0.02,0.02,0.05,0.03,0.07,0.1,0.07,0.09,0.04,0.04,0.02,0.04,0.06,0.08,0.05,0.06,0.01,0.01,0.03,0.03,0.1,0.07,0.03,0.08,0.08,0.03,0.1,0.07,0.04
2.7,0.05333333333333335,0.03476907949441412,0.05333333333333335,0.12,0.0225,0.08,0.05,0.11,0.04,0.02,0.05,0.03,0.08,0.12,0.1,0.08,0.03,0.02,0.0,0.07,0.05,0.07,0.04,0.04,0.0,0.01,0.03,0.02,0.08,0.05,0.02,0.07,0.1,0.01,0.12,0.08,0.06
2.8,0.05333333333333335,0.030477678535099896,0.05333333333333335,0.13,0.0225,0.0775,0.05,0.08,0.02,0.02,0.07,0.05,0.07,0.1,0.09,0.1,0.03,0.02,0.02,0.06,0.04,0.06,0.05,0.05,0.02,0.01,0.03,0.02,0.08,0.05,0.02,0.05,0.09,0.03,0.13,0.09,0.05
2.9,0.05533333333333335,0.031804961178337504,0.05533333333333335,0.12,0.03,0.08,0.05,0.12,0.03,0.04,0.06,0.03,0.09,0.11,0.08,0.08,0.03,0.03,0.01,0.05,0.05,0.08,0.04,0.05,0.01,0.01,0.03,0.03,0.09,0.05,0.03,0.06,0.1,0.03,0.12,0.08,0.04
3.0,0.053333333333333365,0.030586852658545237,0.053333333333333365,0.11,0.03,0.08,0.05,0.1,0.03,0.02,0.05,0.03,0.08,0.1,0.08,0.09,0.04,0.03,0.01,0.05,0.04,0.06,0.05,0.05,0.0,0.01,0.02,0.03,0.1,0.05,0.04,0.06,0.1,0.04,0.11,0.09,0.04
3.1,0.051333333333333356,0.035658877654176885,0.051333333333333356,0.12,0.0225,0.0825,0.04,0.1,0.04,0.03,0.05,0.04,0.05,0.11,0.12,0.1,0.02,0.02,0.0,0.04,0.04,0.06,0.03,0.03,0.0,0.01,0.03,0.02,0.09,0.04,0.02,0.06,0.11,0.02,0.11,0.1,0.05
3.2,0.05533333333333336,0.03333999933346664,0.05533333333333336,0.13,0.04,0.0775,0.05,0.13,0.06,0.04,0.06,0.04,0.07,0.1,0.11,0.1,0.02,0.04,0.0,0.05,0.04,0.06,0.04,0.03,0.0,0.01,0.04,0.03,0.08,0.05,0.02,0.05,0.11,0.04,0.1,0.09,0.05
3.3,0.05533333333333335,0.03190959451673152,0.05533333333333335,0.12,0.0225,0.08750000000000001,0.05,0.1,0.04,0.05,0.09,0.05,0.05,0.12,0.09,0.09,0.02,0.03,0.02,0.07,0.06,0.08,0.04,0.06,0.0,0.01,0.02,0.02,0.08,0.05,0.02,0.05,0.1,0.02,0.1,0.09,0.04
3.4,0.06033333333333336,0.033613819909211286,0.06033333333333336,0.13,0.0325,0.09,0.06,0.12,0.05,0.05,0.09,0.06,0.07,0.13,0.09,0.1,0.04,0.03,0.01,0.07,0.06,0.08,0.06,0.07,0.0,0.01,0.02,0.02,0.09,0.07,0.02,0.06,0.1,0.02,0.09,0.09,0.04
3.5,0.06000000000000003,0.03530816713830763,0.06000000000000003,0.14,0.0325,0.09,0.055,0.14,0.05,0.04,0.07,0.05,0.07,0.13,0.09,0.09,0.03,0.04,0.01,0.06,0.05,0.1,0.04,0.06,0.0,0.01,0.02,0.03,0.09,0.07,0.03,0.07,0.1,0.02,0.11,0.09,0.04
3.6,0.06266666666666669,0.03837823457233134,0.06266666666666669,0.17,0.0325,0.08,0.06,0.15,0.06,0.06,0.08,0.07,0.06,0.17,0.1,0.12,0.03,0.06,0.01,0.07,0.05,0.07,0.05,0.06,0.0,0.01,0.02,0.02,0.09,0.06,0.03,0.05,0.09,0.03,0.09,0.08,0.04
3.7,0.059000000000000025,0.034961884007206095,0.059000000000000025,0.14,0.0225,0.08750000000000001,0.06,0.14,0.05,0.06,0.09,0.06,0.07,0.14,0.09,0.09,0.02,0.03,0.02,0.07,0.05,0.09,0.04,0.07,0.0,0.01,0.02,0.02,0.09,0.06,0.02,0.07,0.08,0.02,0.09,0.07,0.04
3.8,0.06466666666666669,0.03537733109712426,0.06466666666666669,0.14,0.04,0.09,0.06,0.14,0.05,0.07,0.09,0.06,0.06,0.14,0.1,0.1,0.03,0.06,0.01,0.06,0.04,0.08,0.04,0.05,0.0,0.01,0.02,0.05,0.11,0.09,0.04,0.08,0.09,0.03,0.1,0.09,0.05
3.9,0.05933333333333336,0.0337573037364591,0.05933333333333336,0.14,0.0325,0.08,0.06,0.14,0.07,0.06,0.08,0.06,0.06,0.13,0.1,0.1,0.03,0.05,0.01,0.07,0.04,0.07,0.05,0.05,0.0,0.01,0.02,0.03,0.09,0.07,0.02,0.06,0.08,0.02,0.09,0.08,0.04
4.0,0.06133333333333336,0.03667272677193351,0.06133333333333336,0.15,0.04,0.09,0.055,0.13,0.05,0.04,0.09,0.06,0.06,0.15,0.1,0.12,0.03,0.04,0.01,0.08,0.04,0.07,0.04,0.05,0.0,0.01,0.02,0.04,0.1,0.06,0.04,0.07,0.09,0.02,0.1,0.09,0.04
4.1,0.06466666666666669,0.03442221504913488,0.06466666666666669,0.15,0.042499999999999996,0.08,0.06,0.12,0.06,0.04,0.08,0.07,0.06,0.15,0.11,0.13,0.03,0.05,0.01,0.08,0.04,0.08,0.05,0.06,0.0,0.01,0.03,0.05,0.09,0.07,0.05,0.07,0.07,0.04,0.1,0.09,0.05
4.2,0.06566666666666669,0.0401400326634424,0.06566666666666669,0.17,0.0325,0.09,0.065,0.13,0.07,0.05,0.09,0.07,0.06,0.17,0.11,0.14,0.03,0.05,0.01,0.09,0.04,0.09,0.06,0.06,0.0,0.01,0.02,0.03,0.09,0.07,0.02,0.08,0.08,0.02,0.09,0.1,0.04
