"time","mean","stdev","min","max","q1","q3","median","sDE2","sDE1","sBE","sNO","sNL","sBY","sSI","sBG","sSK","sFI","sSE","sDK","sIS","sUA","sIT","sMT","sUK","sMK","sIE","sME","sMD","sIL","sES","sCH","sGR","sPT","sEE","sCY","sCZ","sFR1","sFR2","sAT","sHR","sHU","sLT","sLU","sLV","sRO","sRS","sTR","sPL"
7.3,0.07097560975609755,0.0691906125751943,0.07097560975609755,0.396,0.032,0.078,0.046,0.396,0.046,0.036,0.03,0.078,0.032,0.042,0.06,0.072,0.04,0.062,0.214,0.038,0.03,0.13,0.02,0.078,0.032,0.028,0.022,0.024,0.05,0.036,0.162,0.052,0.028,0.062,0.042,0.08,0.04,0.056,0.086,0.036,0.182,0.046,0.024,0.04,0.062,0.026,0.17,0.12
7.4,0.0713170731707317,0.06953589668666851,0.0713170731707317,0.4,0.034,0.074,0.046,0.4,0.046,0.04,0.03,0.086,0.032,0.038,0.062,0.072,0.042,0.06,0.212,0.038,0.026,0.126,0.02,0.074,0.034,0.028,0.02,0.026,0.048,0.044,0.162,0.05,0.028,0.06,0.044,0.086,0.042,0.056,0.084,0.036,0.184,0.046,0.026,0.038,0.062,0.026,0.172,0.118
7.5,0.0722439024390244,0.06967827827106343,0.0722439024390244,0.406,0.032,0.08,0.05,0.406,0.05,0.04,0.03,0.098,0.032,0.038,0.064,0.08,0.042,0.06,0.208,0.04,0.028,0.122,0.018,0.076,0.03,0.03,0.022,0.026,0.05,0.044,0.162,0.05,0.03,0.06,0.044,0.092,0.042,0.056,0.094,0.036,0.174,0.052,0.024,0.04,0.056,0.022,0.164,0.13
7.6,0.07151219512195123,0.06875020956108886,0.07151219512195123,0.4,0.03,0.076,0.046,0.4,0.046,0.038,0.03,0.098,0.03,0.038,0.062,0.076,0.036,0.056,0.202,0.038,0.026,0.12,0.016,0.07,0.03,0.026,0.026,0.03,0.046,0.044,0.16,0.046,0.03,0.06,0.044,0.088,0.044,0.062,0.1,0.036,0.176,0.054,0.026,0.04,0.06,0.028,0.164,0.13
7.7,0.07078048780487806,0.0675781434558007,0.07078048780487806,0.388,0.032,0.072,0.046,0.388,0.048,0.036,0.028,0.096,0.028,0.036,0.07,0.072,0.038,0.058,0.196,0.038,0.026,0.124,0.016,0.066,0.032,0.024,0.022,0.028,0.042,0.046,0.162,0.042,0.028,0.058,0.044,0.084,0.048,0.064,0.106,0.034,0.176,0.048,0.028,0.036,0.06,0.03,0.166,0.13
7.8,0.07239024390243902,0.06850204841116705,0.07239024390243902,0.394,0.032,0.078,0.046,0.394,0.044,0.038,0.028,0.096,0.03,0.038,0.074,0.078,0.042,0.064,0.198,0.044,0.026,0.134,0.018,0.074,0.032,0.028,0.022,0.03,0.04,0.044,0.164,0.048,0.03,0.052,0.046,0.088,0.048,0.064,0.11,0.032,0.176,0.048,0.026,0.036,0.06,0.026,0.164,0.134
7.9,0.0731219512195122,0.06981515494222854,0.0731219512195122,0.402,0.034,0.078,0.046,0.402,0.048,0.04,0.026,0.096,0.03,0.036,0.074,0.078,0.038,0.062,0.198,0.044,0.026,0.136,0.02,0.072,0.034,0.028,0.022,0.03,0.044,0.044,0.17,0.048,0.032,0.05,0.046,0.09,0.05,0.068,0.112,0.034,0.18,0.046,0.028,0.034,0.06,0.024,0.168,0.13
8.0,0.07190243902439024,0.06716408915558923,0.07190243902439024,0.382,0.032,0.08,0.044,0.382,0.044,0.038,0.024,0.088,0.03,0.034,0.072,0.08,0.038,0.066,0.202,0.044,0.03,0.138,0.018,0.072,0.032,0.028,0.022,0.032,0.04,0.044,0.166,0.048,0.036,0.052,0.046,0.088,0.048,0.072,0.114,0.034,0.174,0.04,0.028,0.032,0.062,0.024,0.158,0.128
8.1,0.07136585365853658,0.06781673874154936,0.07136585365853658,0.388,0.034,0.078,0.042,0.388,0.042,0.038,0.024,0.092,0.028,0.036,0.06,0.078,0.036,0.064,0.196,0.038,0.034,0.132,0.016,0.07,0.022,0.03,0.028,0.034,0.042,0.042,0.166,0.048,0.032,0.054,0.046,0.09,0.048,0.066,0.112,0.034,0.178,0.04,0.024,0.032,0.072,0.026,0.158,0.13
8.2,0.07112195121951219,0.07007459270330585,0.07112195121951219,0.402,0.032,0.082,0.044,0.402,0.04,0.036,0.022,0.09,0.028,0.032,0.06,0.082,0.034,0.068,0.196,0.042,0.032,0.134,0.016,0.064,0.022,0.026,0.028,0.034,0.044,0.034,0.168,0.046,0.03,0.048,0.046,0.096,0.046,0.062,0.112,0.028,0.18,0.038,0.028,0.032,0.072,0.03,0.162,0.126
8.3,0.07117073170731708,0.06904501975612098,0.07117073170731708,0.39,0.032,0.088,0.042,0.39,0.038,0.036,0.02,0.096,0.024,0.028,0.056,0.088,0.04,0.074,0.2,0.044,0.032,0.138,0.02,0.058,0.022,0.022,0.032,0.032,0.038,0.042,0.174,0.046,0.036,0.048,0.042,0.098,0.042,0.068,0.116,0.024,0.18,0.038,0.026,0.034,0.07,0.032,0.152,0.122
8.4,0.07024390243902438,0.06805334367076293,0.07024390243902438,0.382,0.032,0.086,0.042,0.382,0.032,0.036,0.02,0.086,0.028,0.026,0.056,0.09,0.042,0.074,0.196,0.044,0.034,0.132,0.024,0.06,0.024,0.02,0.034,0.028,0.038,0.032,0.168,0.046,0.03,0.048,0.042,0.094,0.04,0.056,0.108,0.03,0.188,0.038,0.028,0.034,0.07,0.036,0.158,0.128
8.5,0.07078048780487806,0.06772811938818034,0.07078048780487806,0.38,0.032,0.084,0.04,0.38,0.036,0.032,0.022,0.084,0.03,0.03,0.054,0.094,0.04,0.072,0.198,0.048,0.04,0.124,0.022,0.068,0.024,0.024,0.034,0.03,0.038,0.034,0.168,0.04,0.032,0.046,0.042,0.102,0.042,0.058,0.108,0.028,0.188,0.034,0.03,0.032,0.07,0.034,0.156,0.134
8.6,0.0706829268292683,0.06842422870855396,0.0706829268292683,0.386,0.032,0.08,0.042,0.386,0.032,0.036,0.022,0.08,0.028,0.03,0.05,0.088,0.042,0.076,0.196,0.044,0.036,0.122,0.022,0.072,0.024,0.03,0.04,0.028,0.044,0.036,0.16,0.036,0.032,0.044,0.046,0.096,0.04,0.058,0.102,0.03,0.196,0.034,0.032,0.032,0.07,0.03,0.172,0.124
8.7,0.07087804878048781,0.06895746130306331,0.07087804878048781,0.388,0.032,0.078,0.04,0.388,0.032,0.034,0.026,0.074,0.028,0.03,0.044,0.092,0.038,0.074,0.202,0.046,0.036,0.12,0.022,0.078,0.022,0.028,0.04,0.028,0.048,0.034,0.156,0.034,0.03,0.046,0.052,0.098,0.04,0.058,0.1,0.032,0.198,0.032,0.034,0.032,0.072,0.03,0.172,0.126
8.8,0.07234146341463414,0.07149266029395744,0.07234146341463414,0.402,0.034,0.082,0.042,0.402,0.034,0.034,0.026,0.076,0.028,0.03,0.046,0.092,0.042,0.082,0.212,0.048,0.036,0.128,0.024,0.074,0.022,0.024,0.038,0.026,0.05,0.038,0.164,0.034,0.028,0.048,0.048,0.1,0.042,0.054,0.1,0.034,0.2,0.034,0.034,0.032,0.07,0.03,0.172,0.13
8.9,0.07419512195121951,0.0735971962324504,0.07419512195121951,0.41,0.034,0.084,0.042,0.41,0.032,0.034,0.026,0.076,0.028,0.034,0.044,0.094,0.042,0.084,0.22,0.052,0.038,0.134,0.024,0.074,0.022,0.022,0.04,0.028,0.05,0.04,0.168,0.036,0.028,0.048,0.048,0.102,0.042,0.056,0.106,0.036,0.21,0.03,0.038,0.03,0.074,0.034,0.18,0.128
9.0,0.07385365853658536,0.07468096729996883,0.07385365853658536,0.418,0.034,0.086,0.042,0.418,0.032,0.034,0.034,0.08,0.028,0.032,0.04,0.088,0.044,0.086,0.228,0.048,0.038,0.13,0.028,0.078,0.018,0.022,0.038,0.022,0.056,0.036,0.17,0.036,0.028,0.052,0.048,0.104,0.042,0.052,0.1,0.036,0.204,0.024,0.038,0.03,0.07,0.034,0.182,0.12
9.1,0.07585365853658538,0.07645868036847275,0.07585365853658538,0.43,0.034,0.088,0.042,0.43,0.034,0.032,0.034,0.08,0.03,0.034,0.04,0.094,0.044,0.088,0.228,0.046,0.036,0.138,0.028,0.078,0.018,0.024,0.042,0.022,0.056,0.036,0.176,0.04,0.026,0.05,0.052,0.108,0.042,0.056,0.104,0.04,0.206,0.032,0.036,0.036,0.068,0.032,0.184,0.13
9.2,0.07634146341463413,0.07589068189085152,0.07634146341463413,0.424,0.036,0.084,0.042,0.424,0.03,0.03,0.04,0.074,0.03,0.036,0.046,0.094,0.04,0.082,0.228,0.046,0.036,0.144,0.026,0.084,0.018,0.03,0.038,0.026,0.052,0.038,0.172,0.04,0.024,0.052,0.058,0.106,0.042,0.058,0.108,0.038,0.21,0.036,0.036,0.038,0.07,0.032,0.188,0.13
9.3,0.07741463414634144,0.07743981946970367,0.07741463414634144,0.432,0.036,0.088,0.044,0.432,0.028,0.03,0.044,0.072,0.034,0.04,0.046,0.088,0.044,0.088,0.24,0.052,0.038,0.148,0.03,0.09,0.018,0.03,0.036,0.028,0.048,0.036,0.17,0.038,0.022,0.052,0.062,0.102,0.042,0.05,0.106,0.038,0.208,0.036,0.036,0.038,0.074,0.03,0.192,0.138
9.4,0.07799999999999999,0.07830397304812796,0.07799999999999999,0.436,0.036,0.086,0.046,0.436,0.03,0.03,0.044,0.07,0.034,0.042,0.046,0.084,0.04,0.086,0.234,0.05,0.036,0.158,0.034,0.09,0.014,0.03,0.036,0.028,0.048,0.036,0.18,0.042,0.024,0.05,0.058,0.096,0.046,0.054,0.11,0.036,0.214,0.04,0.034,0.036,0.078,0.032,0.19,0.142
9.5,0.07839024390243902,0.07870689003489402,0.07839024390243902,0.436,0.034,0.088,0.048,0.436,0.026,0.034,0.04,0.068,0.032,0.048,0.048,0.084,0.042,0.088,0.234,0.048,0.04,0.164,0.034,0.09,0.014,0.034,0.036,0.028,0.048,0.034,0.182,0.042,0.022,0.052,0.058,0.094,0.048,0.054,0.114,0.034,0.214,0.04,0.032,0.036,0.074,0.032,0.196,0.14
9.6,0.07760975609756098,0.07650821031942896,0.07760975609756098,0.424,0.034,0.084,0.048,0.424,0.028,0.036,0.042,0.068,0.03,0.048,0.052,0.084,0.04,0.082,0.23,0.048,0.036,0.162,0.03,0.098,0.014,0.034,0.034,0.032,0.046,0.03,0.176,0.042,0.03,0.054,0.058,0.092,0.05,0.05,0.114,0.034,0.212,0.04,0.032,0.036,0.076,0.034,0.192,0.132
9.7,0.07921951219512197,0.07917486426555691,0.07921951219512197,0.44,0.034,0.09,0.046,0.44,0.028,0.036,0.04,0.072,0.034,0.048,0.054,0.09,0.04,0.08,0.23,0.05,0.038,0.16,0.028,0.092,0.014,0.032,0.034,0.034,0.04,0.028,0.178,0.04,0.03,0.054,0.062,0.1,0.052,0.046,0.116,0.038,0.22,0.044,0.026,0.044,0.08,0.032,0.2,0.144
9.8,0.08121951219512193,0.08005592928944234,0.08121951219512193,0.448,0.036,0.094,0.048,0.448,0.032,0.036,0.038,0.072,0.036,0.044,0.052,0.094,0.042,0.086,0.238,0.05,0.038,0.164,0.03,0.096,0.012,0.034,0.036,0.034,0.044,0.034,0.174,0.04,0.034,0.058,0.062,0.104,0.054,0.048,0.118,0.038,0.22,0.048,0.03,0.05,0.082,0.032,0.198,0.15
9.9,0.0824878048780488,0.08034411416244061,0.0824878048780488,0.446,0.038,0.096,0.052,0.446,0.036,0.032,0.038,0.066,0.038,0.046,0.056,0.098,0.046,0.09,0.244,0.054,0.038,0.168,0.028,0.096,0.014,0.038,0.032,0.038,0.046,0.038,0.178,0.04,0.034,0.058,0.058,0.104,0.054,0.05,0.12,0.036,0.224,0.052,0.028,0.052,0.084,0.032,0.196,0.156
10.0,0.08312195121951219,0.08044516239209355,0.08312195121951219,0.452,0.038,0.1,0.052,0.452,0.042,0.032,0.038,0.07,0.042,0.044,0.058,0.1,0.046,0.09,0.242,0.052,0.038,0.16,0.03,0.1,0.016,0.04,0.03,0.042,0.044,0.04,0.174,0.038,0.032,0.058,0.058,0.102,0.056,0.052,0.118,0.036,0.224,0.054,0.026,0.054,0.09,0.032,0.194,0.162
10.1,0.08273170731707315,0.0801921547133688,0.08273170731707315,0.45,0.038,0.096,0.05,0.45,0.042,0.032,0.036,0.074,0.042,0.044,0.058,0.096,0.044,0.088,0.238,0.054,0.04,0.158,0.028,0.102,0.016,0.038,0.028,0.044,0.046,0.038,0.172,0.04,0.034,0.056,0.06,0.098,0.058,0.05,0.114,0.036,0.23,0.05,0.026,0.05,0.09,0.036,0.198,0.158
10.2,0.08234146341463415,0.08086713274769936,0.08234146341463415,0.456,0.04,0.092,0.048,0.456,0.042,0.038,0.034,0.078,0.04,0.038,0.06,0.092,0.044,0.088,0.242,0.056,0.04,0.148,0.026,0.102,0.018,0.036,0.026,0.04,0.04,0.042,0.174,0.04,0.038,0.056,0.064,0.098,0.062,0.048,0.104,0.03,0.228,0.052,0.024,0.048,0.086,0.04,0.198,0.16
10.3,0.08404878048780486,0.08193214063628815,0.08404878048780486,0.462,0.04,0.096,0.05,0.462,0.042,0.04,0.034,0.076,0.04,0.042,0.06,0.096,0.044,0.088,0.24,0.05,0.044,0.154,0.028,0.098,0.022,0.034,0.03,0.044,0.042,0.046,0.176,0.04,0.038,0.054,0.06,0.1,0.066,0.05,0.11,0.036,0.24,0.05,0.026,0.046,0.09,0.044,0.202,0.162
10.4,0.08365853658536584,0.08140102766658103,0.08365853658536584,0.462,0.04,0.098,0.046,0.462,0.04,0.04,0.028,0.074,0.04,0.042,0.056,0.098,0.046,0.086,0.226,0.044,0.04,0.158,0.034,0.106,0.02,0.036,0.03,0.042,0.05,0.044,0.178,0.038,0.04,0.056,0.06,0.098,0.072,0.046,0.102,0.036,0.238,0.058,0.028,0.046,0.082,0.044,0.202,0.164
10.5,0.08512195121951217,0.08167042487113538,0.08512195121951217,0.466,0.042,0.098,0.048,0.466,0.046,0.046,0.028,0.082,0.04,0.042,0.062,0.098,0.044,0.082,0.222,0.042,0.036,0.156,0.03,0.114,0.024,0.04,0.034,0.044,0.058,0.046,0.176,0.032,0.044,0.058,0.058,0.098,0.076,0.048,0.11,0.036,0.244,0.058,0.03,0.046,0.086,0.042,0.206,0.16
10.6,0.08404878048780488,0.08028545147176408,0.08404878048780488,0.456,0.038,0.096,0.05,0.456,0.046,0.04,0.028,0.084,0.04,0.042,0.06,0.104,0.046,0.088,0.23,0.046,0.042,0.154,0.026,0.106,0.026,0.032,0.036,0.038,0.058,0.046,0.17,0.032,0.038,0.064,0.052,0.096,0.076,0.046,0.116,0.036,0.234,0.056,0.03,0.05,0.078,0.038,0.2,0.16
10.7,0.08409756097560976,0.07867184232327959,0.08409756097560976,0.444,0.04,0.09,0.05,0.444,0.048,0.044,0.024,0.086,0.034,0.04,0.07,0.092,0.048,0.09,0.232,0.05,0.042,0.162,0.024,0.112,0.032,0.032,0.032,0.04,0.06,0.056,0.17,0.034,0.044,0.066,0.05,0.084,0.074,0.052,0.122,0.036,0.232,0.05,0.028,0.05,0.076,0.038,0.2,0.148
10.8,0.08429268292682927,0.07945860830813309,0.08429268292682927,0.448,0.04,0.092,0.052,0.448,0.044,0.042,0.026,0.084,0.03,0.042,0.066,0.092,0.056,0.098,0.238,0.052,0.044,0.16,0.022,0.116,0.03,0.034,0.03,0.04,0.062,0.054,0.176,0.032,0.044,0.064,0.05,0.086,0.078,0.052,0.122,0.036,0.23,0.046,0.026,0.044,0.08,0.04,0.196,0.144
10.9,0.0841951219512195,0.08055757508163902,0.0841951219512195,0.458,0.038,0.088,0.05,0.458,0.044,0.044,0.028,0.084,0.03,0.04,0.062,0.088,0.05,0.094,0.24,0.054,0.046,0.158,0.024,0.116,0.03,0.034,0.034,0.036,0.062,0.052,0.18,0.034,0.044,0.066,0.046,0.088,0.082,0.048,0.122,0.038,0.226,0.048,0.026,0.044,0.074,0.038,0.196,0.144
11.0,0.08448780487804879,0.08037203795739749,0.08448780487804879,0.456,0.038,0.092,0.052,0.456,0.042,0.05,0.028,0.088,0.03,0.038,0.058,0.086,0.052,0.098,0.244,0.052,0.044,0.156,0.024,0.118,0.03,0.036,0.036,0.036,0.066,0.054,0.18,0.036,0.044,0.07,0.046,0.092,0.08,0.05,0.114,0.038,0.228,0.05,0.024,0.044,0.072,0.036,0.194,0.144
11.1,0.08521951219512194,0.08215259810481834,0.08521951219512194,0.464,0.038,0.092,0.054,0.464,0.04,0.052,0.026,0.092,0.028,0.038,0.058,0.08,0.052,0.096,0.236,0.048,0.044,0.164,0.022,0.122,0.03,0.038,0.04,0.036,0.062,0.056,0.184,0.036,0.046,0.066,0.054,0.09,0.076,0.056,0.114,0.04,0.24,0.044,0.026,0.038,0.08,0.034,0.206,0.14
11.2,0.08468292682926827,0.08090417066170358,0.08468292682926827,0.456,0.038,0.094,0.052,0.456,0.038,0.052,0.026,0.09,0.028,0.038,0.066,0.082,0.05,0.094,0.23,0.046,0.042,0.17,0.026,0.118,0.032,0.038,0.04,0.038,0.072,0.06,0.182,0.038,0.048,0.062,0.048,0.094,0.072,0.058,0.12,0.038,0.238,0.038,0.026,0.032,0.076,0.034,0.206,0.13
11.3,0.08560975609756094,0.08117337003216965,0.08560975609756094,0.458,0.038,0.094,0.052,0.458,0.038,0.05,0.028,0.09,0.03,0.044,0.066,0.082,0.052,0.096,0.23,0.048,0.04,0.168,0.024,0.122,0.028,0.038,0.04,0.038,0.074,0.058,0.182,0.038,0.044,0.062,0.048,0.094,0.074,0.064,0.128,0.038,0.236,0.042,0.026,0.036,0.078,0.034,0.21,0.134
11.4,0.08546341463414635,0.08059658576590427,0.08546341463414635,0.46,0.04,0.092,0.054,0.46,0.04,0.052,0.028,0.086,0.028,0.044,0.072,0.078,0.054,0.094,0.23,0.044,0.04,0.168,0.022,0.122,0.032,0.038,0.04,0.04,0.074,0.058,0.176,0.04,0.05,0.064,0.052,0.092,0.07,0.064,0.132,0.034,0.23,0.044,0.028,0.036,0.08,0.03,0.202,0.136
11.5,0.08634146341463414,0.0824809245518719,0.08634146341463414,0.466,0.038,0.092,0.056,0.466,0.036,0.05,0.032,0.082,0.03,0.042,0.07,0.076,0.056,0.096,0.242,0.052,0.044,0.172,0.022,0.122,0.032,0.04,0.038,0.038,0.068,0.056,0.18,0.04,0.048,0.066,0.05,0.092,0.07,0.062,0.126,0.036,0.236,0.04,0.03,0.036,0.086,0.03,0.208,0.142
11.6,0.086390243902439,0.08259949744392693,0.086390243902439,0.466,0.038,0.092,0.052,0.466,0.04,0.052,0.032,0.086,0.03,0.042,0.074,0.08,0.05,0.092,0.24,0.05,0.042,0.172,0.022,0.114,0.036,0.038,0.038,0.04,0.064,0.054,0.18,0.04,0.046,0.064,0.05,0.098,0.074,0.064,0.13,0.034,0.238,0.038,0.028,0.034,0.088,0.03,0.208,0.144
11.7,0.08614634146341464,0.08162423150965613,0.08614634146341464,0.46,0.038,0.096,0.052,0.46,0.038,0.05,0.032,0.08,0.03,0.042,0.08,0.078,0.052,0.096,0.236,0.046,0.042,0.174,0.02,0.114,0.038,0.038,0.04,0.038,0.064,0.058,0.18,0.04,0.048,0.06,0.052,0.102,0.074,0.068,0.134,0.032,0.232,0.04,0.026,0.036,0.084,0.028,0.208,0.142
11.8,0.08609756097560978,0.0824786165570999,0.08609756097560978,0.466,0.038,0.098,0.052,0.466,0.038,0.038,0.032,0.072,0.032,0.042,0.072,0.084,0.052,0.098,0.234,0.04,0.04,0.176,0.024,0.114,0.032,0.042,0.038,0.038,0.066,0.052,0.182,0.042,0.044,0.058,0.058,0.112,0.072,0.068,0.136,0.036,0.228,0.044,0.026,0.036,0.084,0.028,0.208,0.146
11.9,0.08678048780487804,0.08328485125485029,0.08678048780487804,0.47,0.04,0.1,0.052,0.47,0.042,0.04,0.03,0.078,0.032,0.044,0.07,0.092,0.052,0.1,0.242,0.038,0.038,0.172,0.024,0.114,0.03,0.042,0.042,0.042,0.064,0.052,0.18,0.04,0.044,0.058,0.058,0.108,0.068,0.068,0.134,0.034,0.234,0.05,0.024,0.036,0.086,0.03,0.208,0.148
12.0,0.09034146341463416,0.0867763061277414,0.09034146341463416,0.49,0.042,0.098,0.056,0.49,0.042,0.042,0.03,0.08,0.032,0.048,0.072,0.096,0.052,0.098,0.248,0.036,0.046,0.18,0.024,0.12,0.03,0.044,0.044,0.044,0.064,0.052,0.188,0.042,0.048,0.058,0.064,0.108,0.068,0.076,0.138,0.036,0.244,0.056,0.026,0.036,0.09,0.032,0.216,0.164
12.1,0.09024390243902437,0.08749878897776726,0.09024390243902437,0.494,0.04,0.102,0.054,0.494,0.042,0.042,0.026,0.078,0.032,0.05,0.08,0.094,0.054,0.102,0.258,0.038,0.044,0.178,0.028,0.114,0.034,0.04,0.04,0.044,0.06,0.05,0.184,0.04,0.046,0.062,0.066,0.106,0.068,0.074,0.146,0.034,0.242,0.052,0.024,0.036,0.09,0.034,0.216,0.158
12.2,0.09151219512195122,0.08761866433063151,0.09151219512195122,0.49,0.042,0.106,0.056,0.49,0.046,0.046,0.026,0.084,0.032,0.048,0.08,0.1,0.056,0.106,0.258,0.038,0.036,0.18,0.028,0.114,0.034,0.036,0.042,0.044,0.054,0.048,0.188,0.042,0.046,0.062,0.062,0.112,0.072,0.074,0.148,0.036,0.25,0.06,0.022,0.044,0.094,0.036,0.218,0.16
12.3,0.09141463414634148,0.08905820941322895,0.09141463414634148,0.504,0.042,0.106,0.06,0.504,0.046,0.05,0.024,0.088,0.03,0.044,0.078,0.106,0.052,0.1,0.252,0.038,0.036,0.174,0.028,0.118,0.038,0.034,0.042,0.046,0.062,0.046,0.188,0.044,0.044,0.06,0.066,0.116,0.066,0.068,0.134,0.036,0.256,0.062,0.022,0.046,0.092,0.032,0.22,0.16
12.4,0.09239024390243904,0.09161448337110867,0.09239024390243904,0.52,0.04,0.1,0.06,0.52,0.046,0.052,0.024,0.094,0.028,0.044,0.072,0.098,0.054,0.1,0.252,0.038,0.038,0.176,0.03,0.122,0.032,0.04,0.042,0.046,0.066,0.044,0.192,0.04,0.042,0.062,0.068,0.114,0.066,0.064,0.124,0.04,0.264,0.06,0.024,0.048,0.096,0.034,0.232,0.16
12.5,0.0919512195121951,0.09166906311651238,0.0919512195121951,0.518,0.04,0.098,0.056,0.518,0.044,0.054,0.024,0.094,0.026,0.042,0.076,0.098,0.052,0.098,0.246,0.036,0.038,0.176,0.028,0.122,0.03,0.04,0.044,0.048,0.07,0.036,0.196,0.042,0.038,0.06,0.068,0.116,0.068,0.06,0.126,0.042,0.266,0.056,0.026,0.046,0.096,0.034,0.236,0.154
12.6,0.09253658536585364,0.09285606421505817,0.09253658536585364,0.522,0.042,0.1,0.058,0.522,0.044,0.052,0.022,0.088,0.024,0.042,0.08,0.096,0.054,0.1,0.25,0.036,0.038,0.184,0.03,0.122,0.03,0.042,0.044,0.05,0.068,0.034,0.202,0.044,0.036,0.06,0.07,0.108,0.066,0.066,0.13,0.046,0.268,0.058,0.022,0.044,0.096,0.034,0.24,0.152
12.7,0.0944390243902439,0.09413898619062884,0.0944390243902439,0.528,0.04,0.104,0.062,0.528,0.046,0.056,0.024,0.094,0.026,0.04,0.076,0.102,0.054,0.1,0.258,0.036,0.036,0.178,0.032,0.124,0.028,0.04,0.046,0.054,0.068,0.036,0.202,0.042,0.038,0.064,0.066,0.114,0.072,0.062,0.13,0.048,0.276,0.064,0.024,0.046,0.104,0.036,0.246,0.156
12.8,0.09278048780487802,0.09373848213998552,0.09278048780487802,0.522,0.036,0.104,0.06,0.522,0.046,0.06,0.024,0.102,0.026,0.036,0.078,0.098,0.054,0.096,0.256,0.036,0.036,0.174,0.034,0.116,0.032,0.03,0.046,0.052,0.066,0.034,0.2,0.042,0.034,0.06,0.062,0.104,0.068,0.062,0.126,0.048,0.28,0.058,0.026,0.038,0.106,0.034,0.246,0.156
12.9,0.09209756097560975,0.09349678613963908,0.09209756097560975,0.526,0.038,0.102,0.056,0.526,0.042,0.056,0.026,0.102,0.026,0.036,0.078,0.094,0.052,0.092,0.256,0.046,0.04,0.166,0.032,0.114,0.034,0.032,0.044,0.05,0.066,0.036,0.198,0.04,0.034,0.06,0.062,0.106,0.07,0.06,0.124,0.042,0.272,0.056,0.026,0.038,0.102,0.036,0.244,0.16
13.0,0.09146341463414634,0.09297471399256256,0.09146341463414634,0.522,0.04,0.106,0.056,0.522,0.042,0.056,0.022,0.106,0.026,0.036,0.076,0.092,0.05,0.092,0.266,0.054,0.042,0.16,0.032,0.11,0.028,0.028,0.042,0.052,0.064,0.036,0.19,0.04,0.034,0.064,0.06,0.108,0.066,0.056,0.122,0.04,0.266,0.058,0.028,0.04,0.104,0.034,0.238,0.168
13.1,0.09312195121951218,0.09453666087741455,0.09312195121951218,0.534,0.04,0.106,0.058,0.534,0.044,0.06,0.022,0.11,0.03,0.038,0.08,0.088,0.05,0.092,0.268,0.058,0.042,0.158,0.032,0.112,0.026,0.028,0.042,0.05,0.068,0.04,0.19,0.04,0.034,0.064,0.058,0.106,0.064,0.062,0.126,0.042,0.27,0.058,0.036,0.04,0.104,0.034,0.242,0.176
13.2,0.09214634146341462,0.09435727665287306,0.09214634146341462,0.536,0.04,0.11,0.058,0.536,0.046,0.052,0.02,0.11,0.032,0.04,0.08,0.09,0.052,0.088,0.264,0.062,0.04,0.148,0.026,0.11,0.026,0.028,0.036,0.052,0.066,0.038,0.188,0.038,0.034,0.068,0.062,0.112,0.064,0.058,0.122,0.042,0.268,0.054,0.04,0.04,0.102,0.032,0.242,0.17
13.3,0.09185365853658535,0.09372236138297244,0.09185365853658535,0.528,0.038,0.104,0.06,0.528,0.04,0.05,0.024,0.1,0.03,0.04,0.088,0.088,0.05,0.084,0.268,0.062,0.04,0.15,0.028,0.108,0.028,0.028,0.036,0.054,0.064,0.038,0.186,0.036,0.034,0.07,0.06,0.112,0.064,0.062,0.128,0.034,0.266,0.054,0.04,0.038,0.104,0.036,0.244,0.172
13.4,0.09317073170731703,0.095270578070074,0.09317073170731703,0.538,0.038,0.102,0.058,0.538,0.04,0.052,0.024,0.102,0.034,0.04,0.092,0.09,0.054,0.096,0.272,0.06,0.048,0.152,0.026,0.108,0.032,0.03,0.034,0.054,0.062,0.038,0.19,0.038,0.034,0.072,0.058,0.11,0.062,0.062,0.128,0.032,0.266,0.05,0.042,0.034,0.1,0.038,0.248,0.178
13.5,0.09282926829268293,0.09461704648122587,0.09282926829268293,0.532,0.038,0.104,0.052,0.532,0.04,0.052,0.024,0.108,0.032,0.044,0.1,0.092,0.052,0.098,0.276,0.06,0.048,0.152,0.028,0.104,0.038,0.026,0.03,0.052,0.06,0.038,0.19,0.04,0.034,0.072,0.05,0.116,0.064,0.062,0.132,0.032,0.258,0.048,0.046,0.028,0.094,0.032,0.246,0.176
13.6,0.09439024390243901,0.09538340553345759,0.09439024390243901,0.536,0.038,0.102,0.054,0.536,0.04,0.054,0.028,0.114,0.036,0.048,0.1,0.098,0.05,0.096,0.278,0.06,0.048,0.156,0.032,0.102,0.038,0.024,0.03,0.052,0.056,0.036,0.192,0.04,0.034,0.074,0.054,0.118,0.068,0.064,0.134,0.032,0.262,0.05,0.046,0.032,0.096,0.032,0.248,0.182
13.7,0.09424390243902438,0.09356171316375536,0.09424390243902438,0.526,0.04,0.104,0.052,0.526,0.04,0.052,0.032,0.11,0.038,0.05,0.104,0.1,0.05,0.092,0.276,0.06,0.05,0.15,0.03,0.104,0.04,0.026,0.032,0.052,0.06,0.036,0.186,0.04,0.038,0.074,0.05,0.126,0.064,0.058,0.136,0.034,0.26,0.052,0.046,0.034,0.098,0.03,0.242,0.186
