"src_ip","dst_ip","src_node","dst_node","flow_size","bytes_sent","bytes_left","avg_rate","curr_rate","arrive_time","install_time","end_time","remove_time","update_time","duration","status","resend","reroute"
10.0.1.225,10.0.0.20,"sFR2","sDE1",9050838.0,9050838.0,0.0,475088707.38389564,1000000000.0,0.0,0.01,0.019050838,1.019050838,1.019050838,0.019050838,"removed",0,0
10.0.0.211,10.0.2.116,"sUA","sTR",6907063.0,6907063.0,0.0,408531215.6227252,1000000000.0,0.004827167963365488,0.01482716796336549,0.021734230963365492,1.0217342309633655,1.0217342309633655,0.016907063000000003,"removed",0,0
10.0.2.132,10.0.1.242,"sPL","sAT",5995607.0,5995607.0,0.0,374828351.3092063,1000000000.0,0.009437371441987818,0.01943737144198782,0.02543297844198782,1.0254329784419878,1.0254329784419878,0.015995607000000002,"removed",0,0
10.0.1.145,10.0.0.182,"sPT","sDK",8888352.0,8888352.0,0.0,383187500.3465975,500000000.0,0.014391725282625598,0.0243917252826256,0.03758755497947214,1.0375875549794722,1.0375875549794722,0.02319582969684654,"removed",0,0
10.0.0.84,10.0.0.195,"sBY","sIS",5853842.0,5853842.0,0.0,261555552.23466945,333333333.3333333,0.018972599585779057,0.02897259958577906,0.041353474126526304,1.0413534741265262,1.0413534741265262,0.022380874540747248,"removed",0,0
10.0.0.182,10.0.1.212,"sDK","sFR1",8992720.0,8992720.0,0.0,327207634.1979679,1000000000.0,0.024348377896025748,0.034348377896025746,0.0518315997409024,1.0518315997409025,1.0518315997409025,0.027483221844876653,"removed",0,0
10.0.0.179,10.0.1.230,"sDK","sFR2",5324549.0,5324549.0,0.0,249717519.29089132,500000000.0,0.029333902504284574,0.03933390250428457,0.050656191045031815,1.0506561910450318,1.0506561910450318,0.02132228854074724,"removed",0,0
10.0.0.130,10.0.2.23,"sSK","sHU",5767892.0,5767892.0,0.0,365799816.48783493,1000000000.0,0.03477516225770797,0.044775162257707966,0.05054305425770797,1.0505430542577079,1.0505430542577079,0.015767892,"removed",0,0
10.0.1.151,10.0.0.149,"sPT","sFI",6398194.0,6398194.0,0.0,364628075.3527403,500000000.0,0.03970923689095604,0.049709236890956035,0.057256415598493586,1.0572564155984936,1.0572564155984936,0.017547178707537546,"removed",0,0
10.0.1.86,10.0.0.200,"sIL","sIS",720762869.0,720762869.0,0.0,497333083.34276205,333333333.3333333,0.04495844618341849,0.05495844618341848,1.4942142731947297,2.4942142731947294,2.4942142731947294,1.4492558270113112,"removed",0,0
10.0.0.50,10.0.1.82,"sNO","sIL",7976897.0,7976897.0,0.0,443730472.505906,1000000000.0,0.05030542184999913,0.060305421849999125,0.06828231884999912,1.068282318849999,1.068282318849999,0.01797689699999999,"removed",0,0
10.0.1.165,10.0.0.201,"sEE","sIS",5004109.0,5004109.0,0.0,333515905.5429416,1000000000.0,0.05558433024486932,0.06558433024486932,0.07058843924486932,1.0705884392448692,1.0705884392448692,0.015004109000000002,"removed",0,0
10.0.2.85,10.0.1.164,"sRO","sEE",8118270.0,8118270.0,0.0,391474198.42379385,500000000.0,0.060685680537922636,0.07068568053792264,0.081423369082115,1.0814233690821151,1.0814233690821151,0.02073768854419237,"removed",0,0
10.0.2.113,10.0.0.97,"sTR","sSI",6918438.0,6918438.0,0.0,354104248.0453929,1000000000.0,0.06618453199373026,0.07618453199373026,0.08572238853792263,1.0857223885379226,1.0857223885379226,0.019537856544192378,"removed",0,0
10.0.1.138,10.0.0.218,"sGR","sUA",9726860.0,9726860.0,0.0,493076951.93254244,1000000000.0,0.07120531007126954,0.08120531007126955,0.09093217007126955,1.0909321700712695,1.0909321700712695,0.019726860000000013,"removed",0,0
10.0.0.166,10.0.1.69,"sSE","sMD",6410521.0,6410521.0,0.0,364301445.42239285,500000000.0,0.07654143112699814,0.08654143112699815,0.0941381798650309,1.094138179865031,1.094138179865031,0.017596748738032755,"removed",0,0
10.0.2.117,10.0.2.24,"sTR","sHU",500456940.0,500456940.0,0.0,126592947.22309814,36036036.03603621,0.0817657243889654,0.09176572438896541,4.03504235612763,5.03504235612763,5.03504235612763,3.9532766317386647,"removed",0,0
10.0.1.129,10.0.0.105,"sGR","sSI",6035306.0,6035306.0,0.0,376376104.07933563,1000000000.0,0.08703660785654554,0.09703660785654555,0.10307191385654556,1.1030719138565455,1.1030719138565455,0.016035306000000013,"removed",0,0
10.0.1.218,10.0.2.57,"sFR1","sLU",8564417.0,8564417.0,0.0,461335090.6737332,1000000000.0,0.09221932510339023,0.10221932510339024,0.11078374210339025,1.1107837421033901,1.1107837421033901,0.018564417000000014,"removed",0,0
10.0.1.115,10.0.1.227,"sCH","sFR2",6959565.0,6959565.0,0.0,410362235.1162896,1000000000.0,0.09674049640746746,0.10674049640746747,0.11370006140746747,1.1137000614074675,1.1137000614074675,0.01695956500000001,"removed",0,0
10.0.0.106,10.0.0.56,"sSI","sNO",632067207.0,632067207.0,0.0,64285924.04338729,14016018.306636127,0.10154033788467431,0.11154033788467432,9.933664810007231,10.933664810007231,10.933664810007231,9.832124472122556,"removed",0,0
10.0.1.5,10.0.0.168,"sUK","sSE",8365663.0,8365663.0,0.0,312953536.2368481,500000000.0,0.10635024888662642,0.11635024888662643,0.13308157488662642,1.1330815748866265,1.1330815748866265,0.026731326,"removed",0,0
10.0.2.71,10.0.1.214,"sLV","sFR1",9314973.0,9314973.0,0.0,325357686.6683576,500000000.0,0.11183041997629693,0.12183041997629694,0.14046036597629694,1.1404603659762969,1.1404603659762969,0.028629946000000003,"removed",0,0
10.0.1.21,10.0.1.74,"sMK","sMD",8344249.0,8344249.0,0.0,454870024.93260986,1000000000.0,0.11700321343647628,0.12700321343647628,0.13534746243647627,1.1353474624364763,1.1353474624364763,0.018344248999999993,"removed",0,0
10.0.2.42,10.0.1.38,"sLT","sIE",6681555.0,6681555.0,0.0,400535501.6363882,1000000000.0,0.1216921501562553,0.1316921501562553,0.1383737051562553,1.1383737051562552,1.1383737051562552,0.016681555,"removed",0,0
10.0.0.68,10.0.2.4,"sNL","sHR",8414585.0,8414585.0,0.0,277118363.31266713,333333333.3333333,0.1263882534396865,0.1363882534396865,0.15675284169508835,1.1567528416950883,1.1567528416950883,0.030364588255401864,"removed",0,0
10.0.0.163,10.0.2.52,"sSE","sLU",9815851.0,9815851.0,0.0,307116587.006882,333333333.3333333,0.13105928064197067,0.14105928064197068,0.1630205989662722,1.163020598966272,1.163020598966272,0.03196131832430152,"removed",0,0
10.0.1.54,10.0.0.1,"sME","sDE2",9829473.0,9829473.0,0.0,296118730.40768975,500000000.0,0.13614658692888276,0.14614658692888277,0.16934095118428463,1.1693409511842847,1.1693409511842847,0.03319436425540187,"removed",0,0
10.0.0.168,10.0.1.154,"sSE","sPT",6855659.0,6855659.0,0.0,265746416.73426044,333333333.3333333,0.14148362409725024,0.15148362409725025,0.16728137175552057,1.1672813717555206,1.1672813717555206,0.025797747658270337,"removed",0,0
10.0.0.227,10.0.0.186,"sIT","sDK",7574268.0,7574268.0,0.0,275646917.9807757,500000000.0,0.14603174999336765,0.15603174999336766,0.17350990231766916,1.1735099023176692,1.1735099023176692,0.027478152324301508,"removed",0,0
10.0.2.73,10.0.1.147,"sLV","sPT",836948656.0,836948656.0,0.0,396543179.7735439,272463768.115942,0.15102208278070958,0.1610220827807096,2.2616337354082012,3.2616337354082012,3.2616337354082012,2.1106116526274916,"removed",0,0
10.0.1.244,10.0.1.20,"sAT","sMK",9685882.0,9685882.0,0.0,492021744.3140212,1000000000.0,0.15599603282484786,0.16599603282484787,0.17568191482484788,1.1756819148248479,1.1756819148248479,0.019685882000000016,"removed",0,0
