"time","mean","stdev","min","max","q1","q3","median","throughput","('sDE2', 'sCH')","('sDE2', 'sLU')","('sDE2', 'sNL')","('sDE2', 'sPL')","('sDE2', 'sTR')","('sDE2', 'sCZ')","('sDE2', 'sCY')","('sDE2', 'sIL')","('sDE2', 'sDK')","('sDE1', 'sNL')","('sDE1', 'sDK')","('sBE', 'sNL')","('sBE', 'sUK')","('sNO', 'sSE')","('sNO', 'sDK')","('sNL', 'sLU')","('sNL', 'sDK')","('sBY', 'sPL')","('sSI', 'sHR')","('sSI', 'sAT')","('sBG', 'sMK')","('sBG', 'sHU')","('sBG', 'sAT')","('sSK', 'sCZ')","('sSK', 'sHU')","('sSK', 'sAT')","('sFI', 'sSE')","('sSE', 'sDK')","('sDK', 'sIS')","('sDK', 'sEE')","('sIS', 'sUK')","('sUA', 'sPL')","('sIT', 'sMT')","('sIT', 'sGR')","('sIT', 'sFR2')","('sIT', 'sCH')","('sIT', 'sAT')","('sUK', 'sPT')","('sUK', 'sCY')","('sUK', 'sIE')","('sUK', 'sFR1')","('sUK', 'sIL')","('sME', 'sHU')","('sMD', 'sRO')","('sES', 'sFR1')","('sES', 'sFR2')","('sES', 'sPT')","('sCH', 'sFR1')","('sCH', 'sFR2')","('sGR', 'sAT')","('sEE', 'sLV')","('sCZ', 'sPL')","('sAT', 'sRO')","('sHR', 'sHU')","('sHU', 'sRO')","('sHU', 'sRS')","('sHU', 'sTR')","('sLT', 'sLV')","('sLT', 'sPL')"
0.1,0.31892206006649065,0.2299780383785909,0.31892206006649065,0.8981478453835604,0.16602663826413366,0.4267331321589527,0.24316072342123946,18816401543.92296,0.7222236991457838,0.06493560418502668,0.2052236195261322,0.2666385763271722,0.3536674506382077,0.1373014865542953,0.054561532580491484,0.42662518930623194,0.8981478453835604,0.0,0.16395836890360577,0.20038814593875806,0.1773585904274003,0.1773585904274003,0.22163246804350262,0.025218602299774365,0.38039316316511584,0.05282116520191647,0.514260719983672,0.17372739348959249,0.16663313842024793,0.4580601289450796,0.590863320342192,0.4203885709210109,0.35042489013940303,0.6631626530367867,0.19579017945675348,0.2284146484129758,0.47855579594976155,0.3872148691032116,0.29482164835768715,0.24316072342123946,0.3665277072721085,0.24485299368858676,0.033106132065282304,0.22767725794590105,0.8817567981622584,0.35272856601800234,0.1019163888655694,0.20928027301608856,0.054561532580491484,0.7435849678167975,0.22068116866985504,0.1698357403096915,0.1654201381080194,0.6592480128776504,0.3194708773055418,0.07978013488026585,0.7783029955565586,0.11808924787068847,0.1743150621517884,0.36327466864318475,0.5974613142172363,0.4268410750116734,0.8241030467132391,0.40538650156442896,0.43663084256871104,0.1426861451137962,0.024949176895549145
0.2,0.5744930232182269,0.2786262021732595,0.5744930232182269,1.0000000000000016,0.317543109338151,0.8107433070516421,0.5646198884435055,33895088369.8754,1.0000000000000004,0.18424816555690024,0.8579904886765818,0.5646198884435055,0.7521314098107498,0.2704204336460348,0.23577917183165875,0.8298661718662002,1.0000000000000013,0.5307892165029179,0.6763672323066499,0.6637461522646194,0.5267287319401067,0.9230218053720445,0.7906970934566644,0.178420258889135,1.0000000000000016,0.10961208849288985,0.8456457275521603,0.7041295870219897,0.3527519416271204,0.5394607562913848,0.4703524060088413,0.6781215815086834,0.3849241515356889,0.7448224229292655,0.44827255788698994,0.469943497622048,0.5489094509542168,0.6409432973958978,0.5715519751442705,0.317503678399172,0.5091596792215148,0.2276916547672135,0.2820956242388002,0.8850411450134519,1.0000000000000002,0.6657726521001889,0.2980888413904563,0.31758254027712995,0.4785556237038536,1.0,0.9396366947148824,0.13141224413462066,0.27673970986445595,0.5827874093128078,0.4709697941674283,0.5287872650467,0.5897394818754269,0.1837620237187003,0.23450446910468503,0.791620442237084,0.9960787188597438,0.8337731461150918,1.0000000000000002,0.9433474854661439,0.7138214091439788,0.15844300804106565,0.043905966425579514
0.3,0.6785710776832524,0.27346641346404593,0.6785710776832524,1.0000000000000024,0.5066771732587086,0.9362274514869442,0.7037832129891441,40035693583.311905,1.0000000000000024,0.40984736774540864,0.9999629794748732,0.4876206640768064,0.9512737096248868,0.5349376030124882,0.6060711518878568,0.7590228150107389,0.9999999999999971,0.8537129504085297,0.9997940386912052,0.9999476168874691,0.891778557831731,0.9999999999999996,0.7295883528865186,0.72687572546442,0.9944277754897758,0.1455074494097638,0.9861586913146188,0.7331275827636531,0.80779510539574,0.456419469258621,0.6814660612273602,0.7037832129891441,0.6917344509510032,0.9085251953643233,0.49629088378045566,0.6182554942834803,0.5998904319296819,0.9261733100248775,0.5942394613826455,0.15639207540492364,0.3822028261558125,0.24333820009787377,0.5164502649270812,1.0000000000000013,1.000000000000001,0.611772709641851,0.5557717212611938,0.39444098445975334,0.879709203901662,0.9999999999999997,0.7114876322889726,0.0952028351550802,0.2502436382506311,0.6924642675934839,0.49690408159033606,0.9000655875288391,0.5730186357954116,0.17883764476449213,0.5171940280674865,0.5531477494254925,0.8799665649236112,0.9939092804202475,0.9843256619471061,0.8360473510432864,0.9462815929490109,0.35623458413160225,0.03605635301857974
0.4,0.7190304602027769,0.25153342030684883,0.7190304602027769,1.00000000000001,0.5229488191118206,0.9720252204871792,0.7695009468285636,42422797151.96385,1.00000000000001,0.53298452657917,1.0000000000000033,0.426723118165133,1.0000000000000016,0.7324956565635345,0.9943362185346729,0.8707438488677183,0.9999999999999986,0.7931284871613322,0.8768521045910592,0.9999999999999997,0.9048842060560587,1.0,0.8423605046420214,0.6950038129250545,0.9986851537563849,0.2980601455436937,0.8431373339148543,0.7695009468285636,1.0000000000000007,0.5766303875114152,0.6852050632773085,0.8454666785377748,0.7737523638017191,0.9999999999999981,0.529147558852449,0.5814340334801095,0.7721442175498836,0.9784365130247155,0.7709742634025881,0.21095750594856594,0.3514600023111864,0.5178019849113266,0.49730005817935413,1.0000000000000049,1.0000000000000024,0.9074376575111893,0.9434426823020107,0.43540205248783925,0.6940724635585509,0.955348675391595,0.450951092658588,0.24345300043381696,0.2887441346375514,0.7188657936953302,0.6976505361097736,0.6804320915157487,0.5280956533123146,0.49906399271240615,0.47611087302163646,0.6906709598216004,0.9999444232405377,0.7198125884530678,0.9999999999999992,0.48528069389199197,0.965613927949643,0.3002582831759157,0.07253888116507644
0.5,0.7570956989482506,0.23249096647079673,0.7570956989482506,1.0000000000000033,0.5797501383851338,0.9845824714714504,0.8126064414662142,44668646237.9468,0.9999999999999856,0.5060683680150293,0.9999999999999952,0.5925481131864453,0.9999999999999992,0.8126064414662142,0.894642664090002,0.9999999999999991,1.0000000000000033,0.724101535093602,0.987995782092879,0.8612372330216347,0.9811691608500218,0.9984852103586764,0.9984852103586775,0.6078779868147137,0.9984852103586777,0.33439608133504,0.9939789142474222,0.9429136111231622,0.7403764379835871,0.5890983602922413,0.977590623526691,0.9802245289568847,0.7129439352102391,0.9999999999999942,0.5704019164780262,0.5932549866844384,0.9684652214646233,0.8321706075716455,0.880834791723958,0.41594761524253243,0.49501328377252557,0.6539976382464612,0.5023522678526023,0.9999999999999921,0.9999999999999917,0.8442247415823759,0.9645424623264752,0.4774339262655993,0.8076699269857996,0.9264276912300564,0.384984883817363,0.31037662023548124,0.2809308336105056,0.6732370072973357,0.7646348499828959,0.8037409027580582,0.4035756290797618,0.6663216886766868,0.44670561701782996,0.7551469876700241,0.9999999999999942,0.8568126255449818,0.999999999999996,0.39432019122965833,0.9467977698343035,0.43282664711826907,0.38027149826473156
0.6,0.7318742313682247,0.24441070531914416,0.7318742313682247,1.000000000000005,0.5523302839586874,0.99439485110036,0.7581038907269732,43180579650.72527,1.000000000000005,0.31818447907233277,0.9999999999999988,0.5942800145977677,0.9999999999999978,0.9326086228936604,0.5153603571669647,0.978709435621703,1.000000000000001,0.7581038907269732,0.9999999999999988,0.8667418173109627,0.9939259696735413,0.9776671493115029,1.0,0.4245633831961376,1.0000000000000009,0.2744479261935635,0.7602842802491003,0.7337130328623452,0.5349507162946713,0.5487491590038852,0.7696603957260071,0.9956148838610029,0.6540689108571577,1.0000000000000047,0.5821690989881726,0.6971295534578068,0.9948637325271785,0.9448691366690056,0.9460942079271742,0.3658263159046479,0.3808710068512421,0.6475077153359569,0.5090759888976736,1.0000000000000024,1.0000000000000049,0.8049810767672778,0.5594075419824581,0.999801557763706,0.8539140629179417,0.9881952966794577,0.3834884227962185,0.2925454071084152,0.2928220879852858,0.5842737937937228,0.5872274058149723,0.90302162287905,0.3436212843363422,0.5877649619481509,0.5975068351387911,0.7029897104233074,1.0000000000000027,0.6858112889333996,1.0000000000000016,0.3963532082575057,0.9211074457864669,0.5559114089134896,0.43979404932115473
0.7,0.6590853532929505,0.2678958083870223,0.6590853532929505,1.0000000000000147,0.3965544533586576,0.9999999999999987,0.6308822377348279,38886035844.28407,1.0000000000000147,0.27322528880861585,1.0000000000000013,0.6308822377348279,1.000000000000002,1.0000000000000022,0.36560877303372985,0.7468223595166895,1.0000000000000062,0.8088872253012686,1.0000000000000018,0.6238123012064922,0.7558626963596463,0.9353141347834631,0.9999999999999996,0.3846525711511062,0.9999999999999983,0.23733501420415093,0.5327952023620022,0.4834489110275258,0.3199726482013532,0.5149838842115071,0.5602618859696628,1.0000000000000009,0.6391040998712819,1.000000000000001,0.6557099262142281,0.5936700060105955,0.9566498819363641,1.0000000000000029,1.0000000000000004,0.32043445531913123,0.34376667755818674,0.6378966670900155,0.5363043195389277,1.0000000000000104,0.9999999999999991,0.46994213454854405,0.3948570516313231,0.19696724516168101,0.5021313803384201,0.731895081718839,0.3982518550859921,0.36535207049575574,0.28347432712914317,0.377261988832178,0.22709333734700407,0.5990120414628509,0.3134327032683139,0.5705842958748035,0.7201427436702574,0.6580619851469699,1.0000000000000007,0.4978321345137303,1.0000000000000016,0.3636091009661818,0.9342928406084381,0.794841943675912,0.6295984153969184
0.8,0.692582164963037,0.262540867492302,0.692582164963037,1.000000000000012,0.4742809799673172,0.9940529963735167,0.6954531686503829,40862347732.81919,1.0000000000000075,0.2804684990489704,1.0000000000000016,0.47416712283098655,1.0000000000000004,1.0000000000000029,0.33782783480169765,0.5556465708795909,1.000000000000012,0.8162268853231975,1.0000000000000024,0.9858252437268809,0.8529693251812375,0.9881810958355722,0.9014365146411486,0.7133138744388123,0.9999724962150444,0.2110335550097925,0.865329246060429,0.8312713098938749,0.4612139417262453,0.64415555066932,0.6954531686503829,1.0000000000000067,0.6936537917324944,0.9999544187432815,0.6943757806165041,0.4683200913322577,0.9098235118421168,1.0000000000000029,1.0000000000000027,0.29248661220475997,0.313675474143634,0.6177783063894773,0.5517057023183918,0.9999248969114612,1.0000000000000013,0.498239888010908,0.7096191649805771,0.19871350572106353,0.5468390947265509,0.534001011836733,0.7089844796539619,0.3884092932188815,0.27191645823826915,0.4123329555943519,0.24241726707560785,0.6517695614654271,0.30486877122581957,0.554536576280721,0.7446046386725743,0.668213233763501,1.0000000000000042,0.8428305714938228,1.0000000000000029,0.4743948371036479,0.9226874661441917,0.6286870122220258,0.40209112422294097
0.9,0.7696775133516611,0.23629199563208395,0.7696775133516611,1.000000000000019,0.6009977803551299,0.9998148009788117,0.807287757174602,45410973287.748,1.000000000000019,0.29783652559169027,1.0000000000000002,0.7532653957794092,0.9999932790585015,1.0000000000000013,0.5433719843648599,0.5427537252784276,1.0000000000000022,0.807287757174602,0.99963087212312,1.0000000000000016,0.8870292917208659,0.9996544451886377,0.8733197287563074,0.6252167553181962,0.9785137927289022,0.7467151138731635,0.9989863751156054,0.9751542886346494,0.46888780057656726,0.682312619938408,0.6915226889899386,1.0000000000000022,0.6988453582590225,1.000000000000003,0.6103366777829864,0.4308582405784732,0.9111092925265161,0.9999999999999996,0.9999932790584997,0.7864833643856043,0.2653754667752704,0.6313117614974422,0.5704115338733441,1.00000000000001,0.9999751567689857,0.7024714450469043,0.5916588829272733,0.22762898069255758,0.8967811061566654,0.524276377578556,0.9999999999999999,0.39674575423052094,0.2886091829624793,0.7261369428169082,0.4618558504236324,0.9864728363081513,0.33353573747325593,0.5758416596797038,0.9979367825666644,0.6667447412510248,1.0000000000000056,0.9493584119234256,1.0000000000000062,0.7594830726385818,0.9209792255568803,0.9329181104110974,0.6953856153856746
1.0,0.7475190217044565,0.24250528455141923,0.7475190217044565,1.000000000000033,0.5506091242746505,0.9999999999999922,0.7994418333798687,44103622280.562935,1.000000000000033,0.3236268483230624,0.9999999999999974,0.7769649469254576,0.9999999999999895,0.999999999999996,0.5274954782453778,0.533360705903641,1.0000000000000016,0.8091257784937178,0.9999660746125656,0.9999999999999982,0.8498821108891276,0.9959614081047871,0.843214640247452,0.6073087804415062,0.9550379022287063,0.43482095716691643,0.8198218672604165,0.8323775194554076,0.3939536754661281,0.56785754264566,0.6341642280130517,1.0000000000000013,0.7126524261911,1.0000000000000042,0.3752361758168975,0.43325841101447804,0.9102471354349089,0.9999999999999981,0.9999999999999949,0.413289234781273,0.2597157773053788,0.6530624546779145,0.6058514683161155,1.0000000000000204,1.0000000000000127,0.7395903269281071,0.5179108540401378,0.28228403711810807,0.89855423320599,0.597291885777083,0.9983113289655267,0.374561592504461,0.2864558120151113,0.7904245413306105,0.5315696825724977,1.000000000000004,0.36220459053188003,0.5998539352842787,0.9999999999999986,0.6584939281080734,1.0000000000000102,0.790677820245594,1.0000000000000013,0.7994418333798687,0.9549936643737554,0.9345390595742079,0.7182096066465281
