"time","mean","stdev","min","max","q1","q3","median","s9","s8","s3","s2","s1","s7","s6","s5","s4","s19","s18","s13","s12","s11","s10","s17","s16","s15","s14","s30","s22","s23","s20","s21","s26","s27","s24","s25","s28","s29"
3.5,0.11566666666666665,0.05701948984533466,0.11566666666666665,0.26,0.07,0.14,0.10500000000000001,0.26,0.14,0.07,0.07,0.1,0.22,0.16,0.23,0.17,0.14,0.12,0.07,0.06,0.1,0.12,0.17,0.08,0.08,0.04,0.05,0.06,0.13,0.14,0.07,0.09,0.11,0.06,0.2,0.11,0.05
3.6,0.12633333333333333,0.054618881554112965,0.12633333333333333,0.25,0.08249999999999999,0.15,0.125,0.25,0.13,0.05,0.07,0.1,0.23,0.15,0.23,0.17,0.14,0.09,0.1,0.08,0.15,0.15,0.16,0.1,0.08,0.04,0.07,0.09,0.16,0.15,0.09,0.13,0.12,0.08,0.23,0.13,0.07
3.7,0.11833333333333333,0.05317162986238264,0.11833333333333333,0.25,0.08249999999999999,0.14,0.11,0.25,0.14,0.05,0.05,0.08,0.21,0.13,0.23,0.16,0.13,0.11,0.11,0.06,0.1,0.13,0.14,0.07,0.09,0.04,0.09,0.06,0.14,0.15,0.06,0.1,0.13,0.09,0.21,0.14,0.1
3.8,0.11866666666666668,0.05077619739821231,0.11866666666666668,0.26,0.08249999999999999,0.1575,0.11,0.23,0.16,0.07,0.07,0.09,0.18,0.16,0.26,0.18,0.12,0.12,0.08,0.07,0.09,0.11,0.15,0.07,0.06,0.04,0.09,0.11,0.12,0.16,0.09,0.09,0.1,0.12,0.18,0.12,0.07
3.9,0.11833333333333336,0.0537328784099849,0.11833333333333336,0.25,0.08,0.155,0.1,0.24,0.16,0.06,0.08,0.1,0.2,0.17,0.25,0.19,0.11,0.09,0.09,0.08,0.12,0.14,0.12,0.08,0.07,0.04,0.07,0.07,0.12,0.16,0.09,0.1,0.11,0.08,0.2,0.1,0.06
4.0,0.12633333333333335,0.058337142732758356,0.12633333333333335,0.27,0.08,0.15,0.11,0.27,0.15,0.05,0.1,0.11,0.24,0.16,0.25,0.18,0.1,0.11,0.09,0.08,0.12,0.15,0.14,0.08,0.08,0.04,0.09,0.07,0.14,0.16,0.07,0.1,0.13,0.08,0.23,0.14,0.08
4.1,0.12433333333333335,0.06091980156092289,0.12433333333333335,0.29,0.08,0.15,0.10500000000000001,0.29,0.15,0.06,0.1,0.1,0.26,0.15,0.24,0.16,0.11,0.11,0.08,0.08,0.1,0.14,0.12,0.08,0.06,0.04,0.07,0.09,0.14,0.16,0.07,0.09,0.15,0.08,0.23,0.14,0.08
4.2,0.13033333333333333,0.06685722764884054,0.13033333333333333,0.31,0.08249999999999999,0.16,0.10500000000000001,0.31,0.15,0.06,0.09,0.09,0.25,0.18,0.26,0.17,0.11,0.1,0.08,0.09,0.09,0.16,0.11,0.07,0.07,0.04,0.07,0.1,0.16,0.16,0.07,0.11,0.15,0.09,0.26,0.18,0.08
4.3,0.12933333333333333,0.059044239534625405,0.12933333333333333,0.29,0.09,0.1675,0.11,0.29,0.15,0.05,0.08,0.1,0.24,0.15,0.23,0.17,0.13,0.13,0.09,0.09,0.1,0.17,0.14,0.07,0.08,0.05,0.09,0.1,0.16,0.17,0.08,0.11,0.11,0.09,0.23,0.17,0.06
4.4,0.12533333333333335,0.056375723695773726,0.12533333333333335,0.26,0.08,0.16,0.11499999999999999,0.26,0.16,0.05,0.06,0.08,0.23,0.14,0.24,0.16,0.13,0.16,0.1,0.06,0.11,0.13,0.16,0.06,0.08,0.05,0.1,0.08,0.13,0.18,0.08,0.11,0.12,0.1,0.22,0.13,0.09
4.5,0.12366666666666665,0.0569492951863517,0.12366666666666665,0.3,0.08,0.1475,0.11,0.3,0.14,0.05,0.06,0.08,0.21,0.16,0.24,0.17,0.14,0.15,0.1,0.05,0.1,0.14,0.14,0.08,0.09,0.06,0.08,0.09,0.13,0.15,0.08,0.11,0.13,0.08,0.2,0.11,0.09
4.6,0.12899999999999998,0.05804308744372581,0.12899999999999998,0.26,0.08,0.1575,0.12,0.26,0.15,0.05,0.06,0.08,0.24,0.15,0.25,0.17,0.15,0.12,0.12,0.06,0.11,0.16,0.18,0.11,0.11,0.06,0.06,0.08,0.15,0.18,0.07,0.13,0.13,0.08,0.21,0.12,0.07
4.7,0.13299999999999995,0.0560446250768082,0.13299999999999995,0.25,0.09,0.16,0.125,0.25,0.14,0.06,0.07,0.08,0.24,0.15,0.24,0.16,0.16,0.12,0.1,0.07,0.11,0.13,0.19,0.09,0.11,0.06,0.07,0.1,0.17,0.19,0.09,0.15,0.13,0.09,0.24,0.14,0.09
4.8,0.13433333333333333,0.0604253442044166,0.13433333333333333,0.28,0.09,0.1675,0.11,0.28,0.17,0.08,0.07,0.1,0.23,0.16,0.28,0.18,0.16,0.16,0.09,0.06,0.11,0.11,0.17,0.09,0.08,0.06,0.06,0.11,0.16,0.19,0.1,0.13,0.14,0.08,0.22,0.11,0.09
4.9,0.13900000000000004,0.06635008163772922,0.13900000000000004,0.29,0.08249999999999999,0.18,0.13,0.29,0.16,0.07,0.07,0.09,0.24,0.18,0.28,0.19,0.17,0.16,0.09,0.08,0.1,0.12,0.18,0.09,0.08,0.06,0.07,0.09,0.18,0.2,0.09,0.14,0.14,0.07,0.26,0.16,0.07
5.0,0.13899999999999998,0.0658963833099612,0.13899999999999998,0.3,0.09,0.1675,0.125,0.27,0.17,0.06,0.09,0.11,0.26,0.16,0.3,0.22,0.14,0.13,0.08,0.08,0.1,0.12,0.16,0.07,0.09,0.06,0.06,0.11,0.18,0.19,0.11,0.13,0.16,0.09,0.25,0.15,0.07
5.1,0.15499999999999997,0.07200694410957877,0.15499999999999997,0.34,0.1,0.1875,0.13,0.33,0.21,0.07,0.09,0.12,0.28,0.17,0.34,0.21,0.14,0.13,0.1,0.08,0.12,0.15,0.17,0.1,0.11,0.08,0.09,0.11,0.18,0.19,0.11,0.13,0.2,0.1,0.28,0.16,0.1
5.2,0.15299999999999997,0.06738694235532579,0.15299999999999997,0.35,0.1,0.1875,0.135,0.29,0.2,0.06,0.1,0.13,0.23,0.17,0.35,0.23,0.14,0.13,0.09,0.1,0.12,0.14,0.16,0.09,0.09,0.06,0.1,0.15,0.21,0.17,0.11,0.13,0.19,0.11,0.26,0.18,0.1
5.3,0.15600000000000003,0.06945502141674134,0.15600000000000003,0.35,0.1,0.1975,0.14500000000000002,0.31,0.19,0.09,0.12,0.15,0.22,0.21,0.35,0.25,0.14,0.16,0.1,0.12,0.13,0.16,0.2,0.1,0.1,0.07,0.06,0.13,0.2,0.16,0.09,0.11,0.17,0.09,0.25,0.18,0.07
5.4,0.16533333333333333,0.07130840685984288,0.16533333333333333,0.35,0.11,0.20750000000000002,0.14,0.35,0.18,0.1,0.11,0.14,0.25,0.24,0.33,0.24,0.2,0.21,0.13,0.11,0.13,0.14,0.21,0.08,0.13,0.08,0.07,0.12,0.19,0.2,0.12,0.11,0.16,0.11,0.26,0.18,0.08
5.5,0.17700000000000002,0.07963039620647384,0.17700000000000002,0.37,0.1125,0.2275,0.16,0.37,0.19,0.12,0.11,0.17,0.27,0.28,0.36,0.28,0.22,0.23,0.12,0.11,0.13,0.15,0.23,0.11,0.12,0.07,0.08,0.15,0.19,0.19,0.14,0.1,0.18,0.11,0.28,0.18,0.07
5.6,0.176,0.07825599018605542,0.176,0.39,0.11,0.225,0.165,0.39,0.21,0.11,0.11,0.17,0.29,0.25,0.34,0.26,0.2,0.23,0.14,0.1,0.16,0.21,0.25,0.11,0.11,0.11,0.08,0.14,0.18,0.17,0.13,0.1,0.17,0.09,0.25,0.16,0.06
5.7,0.18200000000000005,0.07502888332724494,0.18200000000000005,0.38,0.12,0.20750000000000002,0.16,0.38,0.2,0.11,0.13,0.16,0.29,0.25,0.37,0.28,0.16,0.2,0.14,0.11,0.16,0.21,0.24,0.12,0.11,0.11,0.12,0.14,0.19,0.19,0.12,0.11,0.2,0.11,0.26,0.19,0.1
5.8,0.18533333333333335,0.07508809640830044,0.18533333333333335,0.38,0.1225,0.2275,0.17,0.38,0.18,0.1,0.13,0.15,0.27,0.23,0.37,0.27,0.17,0.22,0.14,0.11,0.17,0.19,0.26,0.11,0.09,0.11,0.14,0.16,0.21,0.18,0.12,0.12,0.22,0.13,0.28,0.24,0.11
5.9,0.187,0.07694803441284254,0.187,0.39,0.1225,0.22,0.16999999999999998,0.39,0.21,0.1,0.14,0.15,0.29,0.24,0.37,0.27,0.18,0.21,0.12,0.12,0.16,0.21,0.23,0.11,0.09,0.11,0.13,0.15,0.21,0.19,0.11,0.13,0.22,0.13,0.3,0.22,0.12
6.0,0.18933333333333335,0.07754281971200744,0.18933333333333335,0.39,0.1325,0.2275,0.175,0.37,0.21,0.09,0.14,0.15,0.27,0.25,0.39,0.28,0.19,0.23,0.13,0.12,0.16,0.2,0.26,0.1,0.1,0.14,0.12,0.16,0.21,0.21,0.12,0.15,0.19,0.14,0.3,0.22,0.08
6.1,0.18766666666666662,0.07977816465396755,0.18766666666666662,0.4,0.13,0.2275,0.175,0.4,0.21,0.1,0.13,0.17,0.28,0.26,0.39,0.28,0.19,0.23,0.12,0.13,0.14,0.19,0.23,0.11,0.1,0.11,0.1,0.16,0.22,0.21,0.13,0.17,0.2,0.13,0.28,0.18,0.08
6.2,0.187,0.07673113231711537,0.187,0.39,0.1325,0.21,0.17,0.39,0.21,0.11,0.12,0.17,0.27,0.27,0.39,0.27,0.2,0.21,0.13,0.14,0.17,0.19,0.24,0.14,0.11,0.1,0.09,0.17,0.21,0.21,0.16,0.14,0.19,0.13,0.25,0.17,0.06
6.3,0.19766666666666668,0.07944320123347387,0.19766666666666668,0.41,0.13,0.2475,0.185,0.4,0.19,0.11,0.13,0.16,0.26,0.27,0.41,0.3,0.23,0.24,0.14,0.13,0.18,0.22,0.25,0.12,0.13,0.13,0.1,0.18,0.26,0.22,0.15,0.18,0.2,0.13,0.25,0.19,0.07
6.4,0.1953333333333334,0.0793193264945912,0.1953333333333334,0.4,0.13,0.2475,0.185,0.39,0.18,0.08,0.14,0.17,0.26,0.25,0.4,0.3,0.21,0.25,0.14,0.12,0.18,0.21,0.26,0.12,0.13,0.12,0.1,0.17,0.24,0.23,0.13,0.19,0.21,0.12,0.28,0.19,0.09
6.5,0.20266666666666666,0.0830234237362498,0.20266666666666666,0.42,0.15,0.25,0.2,0.4,0.2,0.08,0.17,0.17,0.26,0.26,0.42,0.31,0.21,0.24,0.14,0.15,0.2,0.25,0.26,0.15,0.1,0.09,0.1,0.17,0.25,0.24,0.15,0.2,0.22,0.12,0.29,0.19,0.09
6.6,0.20700000000000005,0.07810889834071405,0.20700000000000005,0.41,0.14750000000000002,0.2475,0.195,0.39,0.19,0.11,0.19,0.2,0.25,0.29,0.41,0.32,0.18,0.25,0.2,0.18,0.23,0.24,0.28,0.17,0.12,0.11,0.11,0.14,0.23,0.22,0.12,0.19,0.22,0.12,0.27,0.19,0.09
6.7,0.20100000000000004,0.07883949940649462,0.20100000000000004,0.4,0.15,0.2375,0.195,0.39,0.19,0.1,0.17,0.17,0.29,0.28,0.4,0.3,0.2,0.23,0.17,0.17,0.2,0.21,0.27,0.15,0.11,0.1,0.11,0.15,0.24,0.23,0.13,0.17,0.21,0.11,0.28,0.21,0.09
6.8,0.22,0.0858292879305582,0.22,0.44,0.1625,0.2675,0.20500000000000002,0.43,0.21,0.1,0.18,0.19,0.32,0.27,0.44,0.32,0.23,0.27,0.17,0.18,0.2,0.22,0.31,0.16,0.11,0.1,0.13,0.18,0.26,0.26,0.16,0.19,0.22,0.13,0.31,0.23,0.12
6.9,0.20833333333333334,0.08454124568648265,0.20833333333333334,0.44,0.15,0.24,0.19,0.44,0.21,0.11,0.16,0.19,0.28,0.3,0.42,0.31,0.17,0.24,0.18,0.15,0.19,0.22,0.26,0.15,0.12,0.11,0.14,0.16,0.24,0.19,0.14,0.16,0.21,0.13,0.33,0.24,0.1
7.0,0.22333333333333333,0.07764591997580354,0.22333333333333333,0.43,0.1725,0.2475,0.21,0.43,0.2,0.11,0.19,0.23,0.29,0.3,0.41,0.33,0.19,0.23,0.2,0.17,0.21,0.23,0.3,0.18,0.15,0.12,0.17,0.21,0.24,0.21,0.17,0.16,0.24,0.18,0.31,0.25,0.09
7.1,0.22733333333333336,0.08793684602536578,0.22733333333333336,0.47,0.16499999999999998,0.265,0.22,0.47,0.24,0.13,0.2,0.24,0.28,0.31,0.46,0.35,0.18,0.23,0.19,0.18,0.24,0.28,0.27,0.21,0.12,0.11,0.15,0.19,0.22,0.22,0.15,0.16,0.25,0.15,0.31,0.23,0.1
7.2,0.22233333333333336,0.08728051838118793,0.22233333333333336,0.46,0.16,0.2625,0.225,0.43,0.23,0.12,0.16,0.23,0.31,0.28,0.46,0.37,0.2,0.24,0.16,0.14,0.18,0.23,0.27,0.17,0.12,0.12,0.13,0.22,0.27,0.24,0.18,0.19,0.24,0.14,0.3,0.24,0.1
7.3,0.2313333333333333,0.09200483079104536,0.2313333333333333,0.46,0.175,0.275,0.215,0.46,0.24,0.12,0.15,0.21,0.33,0.29,0.46,0.36,0.21,0.26,0.19,0.17,0.19,0.26,0.3,0.2,0.13,0.13,0.1,0.22,0.28,0.25,0.19,0.2,0.23,0.12,0.34,0.25,0.1
7.4,0.2366666666666667,0.08564785785736591,0.2366666666666667,0.47,0.18,0.2875,0.23,0.44,0.24,0.13,0.16,0.23,0.3,0.31,0.47,0.36,0.23,0.24,0.2,0.18,0.19,0.26,0.29,0.19,0.13,0.14,0.14,0.23,0.3,0.22,0.2,0.16,0.28,0.18,0.31,0.28,0.11
7.5,0.24266666666666667,0.08805049056586163,0.24266666666666667,0.48,0.175,0.2975,0.22,0.43,0.22,0.14,0.16,0.24,0.3,0.35,0.48,0.39,0.22,0.26,0.22,0.2,0.23,0.27,0.3,0.19,0.15,0.14,0.14,0.22,0.3,0.22,0.19,0.17,0.27,0.17,0.32,0.29,0.1
7.6,0.2426666666666667,0.09359249732513582,0.2426666666666667,0.5,0.19,0.285,0.23,0.41,0.23,0.12,0.17,0.24,0.29,0.38,0.5,0.42,0.19,0.26,0.2,0.22,0.23,0.27,0.27,0.2,0.12,0.12,0.14,0.21,0.31,0.23,0.2,0.19,0.26,0.16,0.33,0.3,0.11
7.7,0.24433333333333343,0.0911293342209607,0.24433333333333343,0.46,0.185,0.295,0.225,0.43,0.21,0.12,0.17,0.23,0.3,0.36,0.46,0.38,0.22,0.3,0.18,0.21,0.22,0.27,0.28,0.22,0.11,0.11,0.14,0.21,0.33,0.28,0.2,0.23,0.25,0.16,0.36,0.28,0.11
7.8,0.2523333333333333,0.09068933540144374,0.2523333333333333,0.46,0.2025,0.3,0.23,0.44,0.21,0.12,0.18,0.23,0.3,0.37,0.46,0.38,0.25,0.32,0.21,0.22,0.23,0.28,0.33,0.22,0.16,0.13,0.14,0.21,0.3,0.28,0.2,0.21,0.25,0.17,0.39,0.28,0.1
7.9,0.2576666666666666,0.09422254978978699,0.2576666666666666,0.49,0.2125,0.3175,0.24,0.49,0.21,0.13,0.2,0.23,0.33,0.38,0.44,0.38,0.23,0.35,0.22,0.24,0.26,0.27,0.32,0.22,0.16,0.13,0.13,0.24,0.3,0.31,0.22,0.24,0.22,0.15,0.38,0.26,0.09
8.0,0.25633333333333336,0.09481502459467533,0.25633333333333336,0.48,0.1925,0.3,0.235,0.48,0.2,0.12,0.2,0.25,0.3,0.37,0.46,0.4,0.23,0.34,0.23,0.24,0.28,0.29,0.32,0.22,0.15,0.13,0.15,0.19,0.29,0.3,0.17,0.22,0.23,0.16,0.38,0.28,0.11
8.1,0.2523333333333333,0.09436395262787349,0.2523333333333333,0.48,0.185,0.3,0.235,0.48,0.22,0.12,0.2,0.25,0.3,0.37,0.45,0.4,0.21,0.33,0.23,0.23,0.25,0.29,0.36,0.25,0.16,0.14,0.14,0.17,0.26,0.3,0.18,0.21,0.21,0.16,0.36,0.24,0.1
