"src_ip","dst_ip","src_node","dst_node","flow_size","bytes_sent","bytes_left","avg_rate","curr_rate","arrive_time","install_time","end_time","remove_time","update_time","duration","status","resend","reroute"
10.0.0.52,10.0.0.134,"s2","s4",14486771.0,14486771.0,0.0,516467846.03490907,500000000.0,0.0,0.01,0.028049705535823057,0.028049705535823057,0.028049705535823057,0.028049705535823057,"removed",0.0,0.0
10.0.0.135,10.0.0.74,"s4","s1",15937013.0,15937013.0,0.0,540238689.599261,1000000000.0,0.01092383646417694,0.02092383646417694,0.040423784,0.040423784,0.040423784,0.029499947535823058,"removed",0.0,0.0
10.0.0.34,10.0.0.201,"s3","s12",8226979.0,8226979.0,0.0,451362729.940052,1000000000.0,0.020465196349575242,0.030465196349575244,0.038692175349575246,0.038692175349575246,0.038692175349575246,0.018226979000000004,"removed",0.0,0.0
10.0.1.214,10.0.0.225,"s29","s10",15941553.0,15941553.0,0.0,614518066.8250663,1000000000.0,0.031175564920550534,0.04117556492055053,0.057117117920550534,0.057117117920550534,0.057117117920550534,0.025941553,"removed",0.0,0.0
10.0.0.113,10.0.0.213,"s5","s11",16322767.0,16322767.0,0.0,620100728.7721692,1000000000.0,0.04155323579753555,0.05155323579753555,0.06787600279753554,0.06787600279753554,0.06787600279753554,0.02632276699999999,"removed",0.0,0.0
10.0.0.42,10.0.0.8,"s3","s9",16110299.0,16110299.0,0.0,617009364.7721155,1000000000.0,0.0514531768237858,0.061453176823785795,0.0775634758237858,0.0775634758237858,0.0775634758237858,0.026110298999999997,"removed",0.0,0.0
10.0.0.241,10.0.1.163,"s17","s24",14381760.0,14381760.0,0.0,589857335.9757458,1000000000.0,0.060581202552050684,0.07058120255205069,0.08496296255205069,0.08496296255205069,0.08496296255205069,0.024381760000000002,"removed",0.0,0.0
10.0.1.138,10.0.0.228,"s26","s10",8642272.0,8642272.0,0.0,463584696.114293,1000000000.0,0.06968335768087117,0.07968335768087118,0.08832562968087118,0.08832562968087118,0.08832562968087118,0.018642272000000015,"removed",0.0,0.0
10.0.1.118,10.0.0.54,"s21","s2",10112930.0,10112930.0,0.0,502807398.0270403,1000000000.0,0.07896446499062532,0.08896446499062532,0.09907739499062532,0.09907739499062532,0.09907739499062532,0.02011293,"removed",0.0,0.0
10.0.1.120,10.0.1.97,"s21","s20",8438445.0,8438445.0,0.0,457654916.12768835,1000000000.0,0.08952727592515641,0.09952727592515642,0.10796572092515642,0.10796572092515642,0.10796572092515642,0.01843844500000001,"removed",0.0,0.0
10.0.0.66,10.0.1.181,"s1","s25",9397603.0,9397603.0,0.0,484472385.58289874,1000000000.0,0.09904528617064144,0.10904528617064145,0.11844288917064145,0.11844288917064145,0.11844288917064145,0.019397603000000013,"removed",0.0,0.0
10.0.0.84,10.0.1.69,"s7","s22",12840166.0,12840166.0,0.0,562174810.8135468,1000000000.0,0.10884288559012517,0.11884288559012518,0.13168305159012517,0.13168305159012517,0.13168305159012517,0.022840165999999995,"removed",0.0,0.0
10.0.1.26,10.0.1.133,"s15","s26",8715670.0,8715670.0,0.0,465688377.7070226,1000000000.0,0.1189416612434987,0.1289416612434987,0.13765733124349872,0.13765733124349872,0.13765733124349872,0.018715670000000018,"removed",0.0,0.0
10.0.1.131,10.0.0.137,"s26","s4",15120252.0,15120252.0,0.0,601914821.5551338,1000000000.0,0.12835875705392213,0.13835875705392214,0.15347900905392214,0.15347900905392214,0.15347900905392214,0.02512025200000001,"removed",0.0,0.0
10.0.1.37,10.0.0.134,"s14","s4",7562944.0,7562944.0,0.0,430619376.7969653,1000000000.0,0.13871192105924568,0.1487119210592457,0.15627486505924568,0.15627486505924568,0.15627486505924568,0.017562943999999997,"removed",0.0,0.0
10.0.1.105,10.0.0.88,"s20","s7",8984747.0,8984747.0,0.0,473261350.2829404,1000000000.0,0.14783644932002601,0.15783644932002602,0.166821196320026,0.166821196320026,0.166821196320026,0.018984746999999996,"removed",0.0,0.0
10.0.1.88,10.0.0.58,"s23","s2",915264269.0,915264269.0,0.0,754885065.7015232,500000000.0,0.15745830689048826,0.16745830689048827,1.3699134349429085,1.3699134349429085,1.3699134349429085,1.2124551280524203,"removed",0.0,0.0
10.0.0.233,10.0.0.147,"s10","s19",14350000.0,14350000.0,0.0,490784540.974937,500000000.0,0.16788092625941034,0.17788092625941035,0.19711982602486325,0.19711982602486325,0.19711982602486325,0.029238899765452908,"removed",0.0,0.0
10.0.0.163,10.0.0.65,"s18","s1",13028577.0,13028577.0,0.0,466681753.1347422,1000000000.0,0.17734202649395744,0.18734202649395745,0.20525950325941036,0.20525950325941036,0.20525950325941036,0.02791747676545292,"removed",0.0,0.0
10.0.0.132,10.0.1.184,"s4","s25",15434729.0,15434729.0,0.0,377659253.5188502,500000000.0,0.1879664135391066,0.1979664135391066,0.2288358715391066,0.2288358715391066,0.2288358715391066,0.040869458,"removed",0.0,0.0
10.0.0.195,10.0.0.104,"s12","s6",9236098.0,9236098.0,0.0,480144050.00431985,1000000000.0,0.1972885043387039,0.2072885043387039,0.2165246023387039,0.2165246023387039,0.2165246023387039,0.019236098000000007,"removed",0.0,0.0
10.0.1.113,10.0.0.65,"s21","s1",7955179.0,7955179.0,0.0,443057626.9944172,1000000000.0,0.20744254406520954,0.21744254406520955,0.22539772306520955,0.22539772306520955,0.22539772306520955,0.017955179000000016,"removed",0.0,0.0
