"time","mean","stdev","min","max","q1","q3","median","sDE2","sDE1","sBE","sNO","sNL","sBY","sSI","sBG","sSK","sFI","sSE","sDK","sIS","sUA","sIT","sMT","sUK","sMK","sIE","sME","sMD","sIL","sES","sCH","sGR","sPT","sEE","sCY","sCZ","sFR1","sFR2","sAT","sHR","sHU","sLT","sLU","sLV","sRO","sRS","sTR","sPL"
1.7,0.20786585365853658,0.15677928498331983,0.20786585365853658,0.82,0.1125,0.28,0.1675,0.82,0.14,0.175,0.1125,0.3175,0.0525,0.165,0.2225,0.235,0.0475,0.13,0.4075,0.1675,0.05,0.35,0.0575,0.4875,0.0475,0.065,0.0425,0.0475,0.185,0.15,0.41,0.1175,0.1375,0.1575,0.1475,0.28,0.2025,0.19,0.4575,0.175,0.455,0.185,0.11,0.1675,0.155,0.0525,0.35,0.2975
1.8,0.20896341463414642,0.15734649469631767,0.20896341463414642,0.825,0.115,0.28,0.17,0.825,0.14,0.175,0.115,0.315,0.0525,0.165,0.2225,0.235,0.0475,0.1325,0.41,0.17,0.05,0.3525,0.0575,0.4925,0.0475,0.065,0.0425,0.0475,0.1875,0.1525,0.41,0.12,0.1425,0.1575,0.15,0.28,0.2025,0.1925,0.4575,0.175,0.455,0.1875,0.11,0.17,0.155,0.0525,0.35,0.3
1.9,0.21006097560975612,0.15847355688945247,0.21006097560975612,0.8325,0.115,0.2825,0.17,0.8325,0.14,0.175,0.115,0.315,0.0525,0.165,0.2225,0.235,0.0475,0.1325,0.4125,0.17,0.05,0.355,0.0575,0.495,0.0475,0.065,0.0425,0.0475,0.1925,0.1525,0.41,0.1225,0.1425,0.1625,0.1525,0.2825,0.2,0.19,0.46,0.175,0.4575,0.19,0.11,0.1725,0.1575,0.0525,0.3525,0.3025
2.0,0.21286585365853655,0.16106312292307848,0.21286585365853655,0.845,0.12,0.29,0.175,0.845,0.14,0.175,0.12,0.32,0.0525,0.165,0.225,0.2425,0.0475,0.1375,0.4225,0.1825,0.05,0.3525,0.0575,0.5,0.0475,0.06,0.0425,0.05,0.1975,0.15,0.4125,0.12,0.1425,0.165,0.1525,0.29,0.2025,0.1875,0.4675,0.175,0.465,0.1925,0.1125,0.175,0.1625,0.0525,0.36,0.31
2.1,0.21371951219512197,0.16165693306975162,0.21371951219512197,0.8475,0.12,0.2925,0.175,0.8475,0.14,0.175,0.12,0.32,0.0525,0.165,0.2275,0.245,0.045,0.1375,0.4225,0.1825,0.05,0.3525,0.0575,0.5,0.0475,0.06,0.0425,0.05,0.1975,0.15,0.4125,0.12,0.1425,0.1675,0.1525,0.2925,0.2025,0.1875,0.47,0.175,0.4675,0.1975,0.1125,0.18,0.165,0.0525,0.3625,0.315
2.2,0.21390243902439027,0.1616474340064835,0.21390243902439027,0.845,0.12,0.2925,0.175,0.845,0.14,0.175,0.1225,0.32,0.0525,0.165,0.23,0.245,0.045,0.14,0.4225,0.185,0.05,0.355,0.0575,0.5,0.0475,0.06,0.0425,0.05,0.195,0.1475,0.415,0.12,0.14,0.165,0.1525,0.2925,0.205,0.1875,0.4725,0.175,0.4675,0.1975,0.1125,0.18,0.165,0.0525,0.3625,0.315
2.3,0.21536585365853664,0.1627671921304394,0.21536585365853664,0.85,0.12,0.295,0.175,0.85,0.14,0.175,0.125,0.3225,0.0525,0.165,0.23,0.2475,0.045,0.14,0.4275,0.1875,0.05,0.3575,0.0575,0.505,0.0475,0.06,0.0425,0.05,0.195,0.15,0.42,0.12,0.1425,0.165,0.155,0.295,0.21,0.19,0.475,0.175,0.4675,0.2,0.1125,0.1825,0.165,0.0525,0.3625,0.3175
2.4,0.2166463414634146,0.16329272846499304,0.2166463414634146,0.85,0.1225,0.295,0.1725,0.85,0.14,0.1725,0.13,0.32,0.0525,0.165,0.2325,0.2475,0.0425,0.1425,0.4325,0.195,0.05,0.3625,0.0575,0.51,0.05,0.06,0.045,0.05,0.1975,0.1525,0.4225,0.1225,0.145,0.165,0.1525,0.295,0.2125,0.1925,0.4775,0.175,0.47,0.2,0.1125,0.1825,0.165,0.0525,0.365,0.3175
2.5,0.21725609756097558,0.16338530406609703,0.21725609756097558,0.85,0.1225,0.2975,0.1725,0.85,0.1375,0.1725,0.13,0.3175,0.055,0.165,0.2325,0.2475,0.045,0.1425,0.4325,0.2,0.05,0.365,0.06,0.5125,0.05,0.06,0.045,0.05,0.1975,0.155,0.425,0.1225,0.145,0.165,0.15,0.2975,0.215,0.195,0.4775,0.175,0.47,0.2,0.1125,0.1825,0.165,0.0525,0.365,0.32
2.6,0.21768292682926826,0.16357793533364773,0.21768292682926826,0.8475,0.1225,0.2975,0.1725,0.8475,0.14,0.1725,0.13,0.315,0.055,0.165,0.2325,0.25,0.045,0.1425,0.435,0.205,0.0475,0.365,0.06,0.515,0.05,0.06,0.045,0.05,0.195,0.1575,0.425,0.1225,0.145,0.165,0.1525,0.2975,0.215,0.1975,0.48,0.175,0.4725,0.2,0.11,0.1825,0.165,0.0525,0.3675,0.32
2.7,0.21810975609756095,0.1641931310836798,0.21810975609756095,0.845,0.1225,0.2975,0.1725,0.845,0.1375,0.1725,0.1325,0.3125,0.0525,0.165,0.2325,0.25,0.0425,0.1425,0.43,0.205,0.045,0.3725,0.06,0.52,0.05,0.06,0.0425,0.05,0.195,0.16,0.435,0.1225,0.15,0.16,0.15,0.2975,0.2225,0.2025,0.485,0.175,0.4725,0.195,0.115,0.1775,0.17,0.0525,0.37,0.315
2.8,0.21914634146341466,0.1650218109716749,0.21914634146341466,0.8525,0.1225,0.2975,0.1725,0.8525,0.14,0.1725,0.1375,0.3125,0.0525,0.165,0.2325,0.25,0.0425,0.15,0.4375,0.2075,0.045,0.37,0.06,0.5225,0.05,0.06,0.045,0.05,0.2,0.155,0.4325,0.1225,0.1475,0.1625,0.155,0.2975,0.2175,0.2,0.485,0.175,0.475,0.1975,0.115,0.18,0.17,0.0525,0.3725,0.3175
2.9,0.22134146341463412,0.16720177087346974,0.22134146341463412,0.865,0.1225,0.2975,0.175,0.865,0.145,0.1875,0.135,0.32,0.0525,0.165,0.23,0.25,0.0425,0.145,0.44,0.21,0.045,0.375,0.06,0.54,0.05,0.0625,0.045,0.05,0.21,0.1575,0.44,0.1225,0.15,0.1625,0.155,0.2975,0.2225,0.205,0.485,0.175,0.475,0.1925,0.1225,0.1775,0.17,0.0525,0.3725,0.315
3.0,0.2209146341463415,0.16689027731983233,0.2209146341463415,0.865,0.1225,0.2975,0.1775,0.865,0.1425,0.1875,0.135,0.32,0.05,0.1625,0.2275,0.25,0.045,0.1475,0.4425,0.205,0.045,0.37,0.06,0.53,0.05,0.06,0.045,0.05,0.2075,0.16,0.44,0.1225,0.15,0.165,0.1475,0.2975,0.2225,0.2075,0.48,0.1775,0.475,0.1975,0.115,0.1825,0.17,0.0525,0.38,0.3175
3.1,0.2214634146341463,0.16735111294214458,0.2214634146341463,0.87,0.1225,0.3,0.1775,0.87,0.1425,0.1875,0.1325,0.32,0.05,0.1625,0.225,0.2525,0.0475,0.1475,0.4425,0.2025,0.0475,0.3675,0.06,0.53,0.05,0.06,0.045,0.05,0.2075,0.1625,0.44,0.1225,0.1525,0.165,0.15,0.3,0.2225,0.2075,0.48,0.1775,0.4775,0.1975,0.115,0.1825,0.1725,0.0525,0.3825,0.32
3.2,0.225060975609756,0.1699188183179261,0.225060975609756,0.885,0.1225,0.305,0.185,0.885,0.1425,0.195,0.1375,0.33,0.05,0.165,0.225,0.255,0.05,0.1525,0.45,0.205,0.0475,0.37,0.06,0.54,0.05,0.06,0.045,0.05,0.215,0.1625,0.445,0.1225,0.1525,0.17,0.1525,0.305,0.225,0.2075,0.485,0.185,0.485,0.2025,0.12,0.1875,0.175,0.055,0.385,0.325
3.3,0.22548780487804881,0.1709391379282967,0.22548780487804881,0.8925,0.12,0.305,0.185,0.8925,0.145,0.195,0.1375,0.3325,0.0525,0.165,0.225,0.2525,0.05,0.1525,0.4525,0.21,0.05,0.365,0.06,0.545,0.05,0.06,0.045,0.05,0.2175,0.1575,0.45,0.12,0.15,0.1725,0.15,0.305,0.23,0.2025,0.4825,0.185,0.485,0.2,0.12,0.1875,0.175,0.055,0.385,0.3275
3.4,0.2277439024390244,0.17226061940967563,0.2277439024390244,0.8975,0.1225,0.3075,0.185,0.8975,0.1425,0.195,0.135,0.33,0.0525,0.165,0.225,0.26,0.0575,0.1525,0.4525,0.2125,0.05,0.375,0.0625,0.545,0.05,0.0575,0.045,0.05,0.22,0.16,0.4575,0.1225,0.15,0.1775,0.1475,0.3075,0.2325,0.205,0.4925,0.185,0.49,0.205,0.1225,0.1925,0.1775,0.0575,0.39,0.3325
3.5,0.22768292682926822,0.17245571209831267,0.22768292682926822,0.9,0.125,0.31,0.185,0.9,0.14,0.195,0.1325,0.33,0.0525,0.165,0.225,0.26,0.055,0.15,0.4525,0.21,0.05,0.3725,0.0625,0.54,0.05,0.0575,0.045,0.05,0.22,0.1625,0.4575,0.1225,0.1475,0.18,0.145,0.31,0.23,0.2075,0.49,0.185,0.4925,0.2075,0.125,0.195,0.1775,0.0575,0.3925,0.335
3.6,0.22878048780487803,0.17380175308486331,0.22878048780487803,0.9075,0.1225,0.3175,0.185,0.9075,0.1375,0.195,0.135,0.3275,0.055,0.165,0.23,0.2675,0.055,0.1525,0.45,0.2075,0.05,0.3725,0.0625,0.5375,0.05,0.0575,0.0475,0.05,0.22,0.165,0.46,0.1225,0.1475,0.175,0.1425,0.3175,0.2325,0.2075,0.4975,0.185,0.5,0.205,0.1225,0.19,0.18,0.06,0.3975,0.34
3.7,0.2313414634146341,0.17607691082219637,0.2313414634146341,0.9175,0.125,0.3275,0.185,0.9175,0.135,0.195,0.1375,0.3275,0.055,0.165,0.235,0.2775,0.055,0.1525,0.45,0.215,0.0525,0.38,0.0625,0.5375,0.05,0.055,0.0475,0.05,0.2225,0.1625,0.4625,0.125,0.145,0.18,0.14,0.33,0.23,0.2075,0.51,0.185,0.5075,0.2125,0.1225,0.1975,0.18,0.0625,0.4025,0.3475
3.8,0.23237804878048784,0.17711005881309538,0.23237804878048784,0.92,0.1275,0.3325,0.1875,0.92,0.1325,0.2025,0.1325,0.335,0.055,0.1675,0.235,0.28,0.055,0.1475,0.4475,0.2175,0.0525,0.3875,0.065,0.5425,0.05,0.0575,0.0475,0.05,0.2175,0.1675,0.4675,0.1275,0.1475,0.175,0.1425,0.3325,0.23,0.21,0.5125,0.1875,0.5125,0.2075,0.1225,0.1925,0.1825,0.0625,0.405,0.345
3.9,0.23048780487804876,0.17585611107521545,0.23048780487804876,0.91,0.1275,0.3225,0.1875,0.91,0.1275,0.1875,0.1325,0.3225,0.0575,0.1675,0.2375,0.2825,0.0525,0.145,0.44,0.21,0.05,0.39,0.065,0.5275,0.0525,0.055,0.0475,0.05,0.21,0.1675,0.465,0.1275,0.145,0.175,0.145,0.3325,0.23,0.21,0.52,0.1875,0.515,0.205,0.1175,0.19,0.1875,0.0625,0.4075,0.34
4.0,0.23048780487804885,0.17556026995839452,0.23048780487804885,0.9075,0.1225,0.32,0.185,0.9075,0.1225,0.185,0.1325,0.32,0.055,0.17,0.235,0.285,0.055,0.145,0.4375,0.2075,0.06,0.3875,0.065,0.52,0.05,0.055,0.0475,0.05,0.21,0.1675,0.4675,0.1275,0.14,0.175,0.1375,0.3375,0.2275,0.2125,0.52,0.19,0.5175,0.21,0.1175,0.1925,0.185,0.065,0.41,0.3475
4.1,0.2307926829268293,0.17606248806193217,0.2307926829268293,0.91,0.1225,0.32,0.19,0.91,0.1225,0.185,0.13,0.32,0.055,0.1725,0.2325,0.2825,0.055,0.1425,0.4375,0.2075,0.06,0.39,0.065,0.52,0.05,0.055,0.0475,0.0525,0.21,0.165,0.47,0.1275,0.1375,0.1775,0.1375,0.3375,0.2275,0.215,0.5225,0.1925,0.5175,0.21,0.115,0.1925,0.19,0.065,0.41,0.35
4.2,0.22908536585365857,0.1744352875479595,0.22908536585365857,0.8925,0.12,0.315,0.19,0.8925,0.12,0.18,0.1275,0.315,0.0525,0.1775,0.23,0.2825,0.055,0.14,0.43,0.2025,0.06,0.3925,0.065,0.505,0.05,0.055,0.05,0.0525,0.1925,0.1675,0.47,0.1275,0.1375,0.1725,0.1325,0.335,0.225,0.2175,0.53,0.1975,0.525,0.2075,0.11,0.19,0.195,0.0675,0.4125,0.345
4.3,0.22957317073170735,0.17506436311085666,0.22957317073170735,0.8975,0.12,0.3125,0.1925,0.8975,0.12,0.1775,0.125,0.3125,0.0525,0.175,0.2325,0.2875,0.055,0.1375,0.425,0.195,0.06,0.395,0.0675,0.5,0.05,0.055,0.05,0.055,0.1975,0.1675,0.47,0.13,0.135,0.1775,0.1275,0.3375,0.225,0.2175,0.535,0.195,0.53,0.21,0.1125,0.1925,0.1975,0.07,0.415,0.345
4.4,0.22914634146341467,0.17520946502103293,0.22914634146341467,0.895,0.1175,0.3125,0.1875,0.895,0.1175,0.1725,0.125,0.3125,0.0525,0.18,0.23,0.2875,0.05,0.135,0.4175,0.1875,0.0625,0.4,0.0675,0.49,0.05,0.055,0.055,0.055,0.195,0.165,0.4775,0.13,0.1325,0.175,0.12,0.34,0.225,0.2175,0.54,0.2,0.535,0.21,0.115,0.1925,0.2,0.07,0.4125,0.345
4.5,0.2335365853658536,0.1780423486977289,0.2335365853658536,0.91,0.12,0.3175,0.19,0.91,0.12,0.1775,0.1275,0.3175,0.0575,0.1825,0.23,0.2975,0.05,0.14,0.425,0.19,0.065,0.41,0.07,0.5,0.05,0.055,0.0575,0.055,0.195,0.17,0.485,0.13,0.1375,0.18,0.125,0.3475,0.2275,0.225,0.5475,0.2025,0.5425,0.215,0.1175,0.1975,0.2,0.07,0.42,0.3525
4.6,0.2346341463414634,0.17933869117148296,0.2346341463414634,0.9175,0.1175,0.3175,0.1875,0.9175,0.1175,0.1775,0.1275,0.3175,0.0575,0.185,0.2375,0.3075,0.0475,0.1375,0.4225,0.1875,0.065,0.41,0.07,0.49,0.0575,0.0525,0.06,0.055,0.195,0.17,0.4825,0.1325,0.135,0.18,0.125,0.355,0.22,0.2275,0.5575,0.2075,0.55,0.215,0.1175,0.2,0.2025,0.0675,0.425,0.355
4.7,0.23426829268292684,0.18081138594493706,0.23426829268292684,0.92,0.115,0.3125,0.1875,0.92,0.1075,0.1775,0.1175,0.3125,0.0575,0.1875,0.235,0.31,0.0425,0.13,0.4075,0.185,0.0675,0.4175,0.07,0.485,0.06,0.0525,0.0625,0.055,0.195,0.1675,0.49,0.135,0.1325,0.175,0.1225,0.355,0.215,0.2375,0.565,0.2125,0.555,0.2125,0.115,0.1975,0.2075,0.065,0.435,0.355
4.8,0.23347560975609755,0.1809930921475071,0.23347560975609755,0.9225,0.115,0.3175,0.1875,0.9225,0.11,0.18,0.1175,0.3175,0.0575,0.1825,0.235,0.305,0.0425,0.13,0.4075,0.1875,0.065,0.4175,0.0675,0.485,0.06,0.05,0.0625,0.055,0.1975,0.165,0.4975,0.1375,0.13,0.1725,0.12,0.3525,0.2175,0.2325,0.56,0.2075,0.55,0.21,0.115,0.195,0.205,0.065,0.435,0.35
4.9,0.23615853658536587,0.182649118464632,0.23615853658536587,0.935,0.115,0.325,0.19,0.935,0.115,0.1825,0.12,0.325,0.055,0.185,0.235,0.305,0.0475,0.1325,0.4125,0.19,0.065,0.415,0.0675,0.5,0.0625,0.0525,0.0625,0.055,0.2,0.17,0.5025,0.135,0.135,0.1725,0.13,0.3575,0.22,0.23,0.5625,0.21,0.55,0.21,0.115,0.195,0.2075,0.0675,0.44,0.3525
5.0,0.2353048780487805,0.18303687746678265,0.2353048780487805,0.94,0.1175,0.325,0.19,0.94,0.1125,0.1825,0.12,0.325,0.055,0.18,0.235,0.3,0.0475,0.13,0.4125,0.1925,0.0625,0.41,0.065,0.505,0.065,0.0525,0.0625,0.055,0.2,0.1675,0.5075,0.1325,0.135,0.1725,0.1325,0.3525,0.225,0.2275,0.5525,0.2075,0.55,0.205,0.1175,0.19,0.2075,0.065,0.4425,0.3475
5.1,0.23841463414634143,0.18590070462739972,0.23841463414634143,0.9575,0.1175,0.33,0.19,0.9575,0.11,0.185,0.125,0.33,0.055,0.1775,0.235,0.295,0.0475,0.1325,0.42,0.195,0.0625,0.415,0.065,0.5225,0.065,0.0575,0.0625,0.055,0.21,0.1725,0.52,0.1325,0.14,0.175,0.135,0.355,0.235,0.2325,0.55,0.2075,0.5525,0.205,0.1175,0.19,0.2075,0.0675,0.45,0.35
5.2,0.23853658536585365,0.18568756181481438,0.23853658536585365,0.955,0.1125,0.3275,0.19,0.955,0.1075,0.18,0.13,0.3275,0.055,0.175,0.2325,0.2875,0.0525,0.135,0.42,0.1975,0.065,0.42,0.0675,0.525,0.065,0.055,0.0625,0.055,0.215,0.175,0.5275,0.1325,0.14,0.1775,0.1325,0.35,0.24,0.2375,0.5475,0.205,0.5475,0.205,0.1125,0.19,0.2075,0.065,0.4525,0.35
5.3,0.24073170731707316,0.18714742778449658,0.24073170731707316,0.96,0.115,0.3425,0.19,0.96,0.115,0.1875,0.1325,0.3425,0.055,0.18,0.2325,0.2875,0.0525,0.14,0.43,0.195,0.065,0.4225,0.065,0.5275,0.065,0.055,0.06,0.06,0.21,0.175,0.5325,0.135,0.14,0.1775,0.1325,0.355,0.2425,0.24,0.5525,0.21,0.55,0.2025,0.1125,0.19,0.2125,0.0625,0.4575,0.35
5.4,0.24292682926829262,0.18903066472670416,0.24292682926829262,0.9775,0.1225,0.3475,0.1975,0.9775,0.1225,0.185,0.135,0.3475,0.055,0.1775,0.23,0.2875,0.055,0.1425,0.44,0.2025,0.065,0.4175,0.065,0.5375,0.065,0.055,0.0575,0.06,0.215,0.1725,0.5375,0.13,0.1375,0.18,0.145,0.355,0.245,0.24,0.55,0.2075,0.5475,0.2075,0.1175,0.1975,0.215,0.065,0.46,0.355
5.5,0.2388414634146341,0.18707968952295373,0.2388414634146341,0.965,0.115,0.3375,0.19,0.965,0.115,0.1825,0.135,0.3375,0.05,0.1775,0.22,0.285,0.055,0.1425,0.44,0.2025,0.065,0.4125,0.065,0.5275,0.0625,0.055,0.0525,0.0625,0.2125,0.17,0.535,0.13,0.1325,0.175,0.135,0.35,0.2425,0.2375,0.5425,0.205,0.54,0.195,0.11,0.19,0.2175,0.065,0.4575,0.34
5.6,0.24012195121951221,0.1883342831272915,0.24012195121951221,0.97,0.1175,0.3375,0.19,0.97,0.1175,0.1875,0.135,0.3375,0.05,0.1725,0.215,0.2875,0.055,0.1425,0.44,0.205,0.065,0.4175,0.065,0.5375,0.0575,0.0575,0.0525,0.0625,0.21,0.175,0.5475,0.135,0.1375,0.1725,0.14,0.35,0.25,0.2375,0.54,0.2,0.5375,0.195,0.11,0.19,0.22,0.065,0.4625,0.34
5.7,0.2376829268292683,0.18767625069347615,0.2376829268292683,0.9675,0.115,0.3275,0.185,0.9675,0.115,0.185,0.13,0.3425,0.05,0.165,0.215,0.28,0.0525,0.14,0.4375,0.205,0.065,0.415,0.065,0.535,0.0575,0.06,0.05,0.0625,0.205,0.1725,0.55,0.135,0.135,0.17,0.1375,0.34,0.2525,0.24,0.5325,0.1925,0.53,0.1875,0.11,0.185,0.22,0.065,0.4625,0.3275
5.8,0.2377439024390244,0.18909508906029837,0.2377439024390244,0.975,0.115,0.335,0.1825,0.975,0.115,0.185,0.1275,0.3375,0.05,0.17,0.215,0.29,0.0525,0.1375,0.4275,0.2,0.0675,0.4125,0.065,0.525,0.0575,0.0575,0.0525,0.06,0.2,0.17,0.55,0.1325,0.1325,0.1625,0.1375,0.35,0.25,0.2425,0.5375,0.195,0.5425,0.1825,0.11,0.18,0.2225,0.065,0.47,0.335
