"time","mean","stdev","min","max","q1","q3","median","sDE2","sDE1","sBE","sNO","sNL","sBY","sSI","sBG","sSK","sFI","sSE","sDK","sIS","sUA","sIT","sMT","sUK","sMK","sIE","sME","sMD","sIL","sES","sCH","sGR","sPT","sEE","sCY","sCZ","sFR1","sFR2","sAT","sHR","sHU","sLT","sLU","sLV","sRO","sRS","sTR","sPL"
0.1,0.019268292682926826,0.015717047433023087,0.019268292682926826,0.0675,0.0075,0.0275,0.0125,0.0675,0.0125,0.0275,0.005,0.0325,0.0075,0.01,0.0175,0.0225,0.01,0.0175,0.045,0.0225,0.005,0.035,0.0025,0.0675,0.0,0.0125,0.0025,0.005,0.0175,0.02,0.0425,0.0075,0.01,0.0125,0.02,0.025,0.0375,0.0125,0.035,0.0075,0.0275,0.0125,0.0125,0.01,0.005,0.005,0.015,0.0275
0.2,0.03896341463414634,0.029274643619897085,0.03896341463414634,0.145,0.0175,0.05,0.0275,0.145,0.025,0.045,0.0125,0.065,0.0175,0.0275,0.04,0.0425,0.0125,0.03,0.085,0.04,0.0125,0.0625,0.015,0.115,0.005,0.0225,0.005,0.01,0.0425,0.0275,0.07,0.015,0.015,0.0275,0.035,0.05,0.05,0.0275,0.0725,0.0275,0.075,0.035,0.0225,0.025,0.025,0.0075,0.0475,0.065
0.3,0.06115853658536585,0.04538150464354477,0.06115853658536585,0.23,0.0275,0.085,0.05,0.23,0.0425,0.065,0.025,0.1,0.0225,0.045,0.0625,0.0775,0.015,0.0425,0.13,0.0575,0.015,0.1025,0.0175,0.1575,0.0125,0.0275,0.0075,0.0175,0.06,0.0325,0.1175,0.03,0.025,0.05,0.0525,0.085,0.065,0.0425,0.1275,0.0475,0.12,0.0575,0.0375,0.05,0.0425,0.015,0.085,0.0925
0.4,0.07762195121951218,0.05796590466394721,0.07762195121951218,0.2925,0.035,0.105,0.0625,0.2925,0.05,0.0725,0.0325,0.1175,0.025,0.055,0.0825,0.1025,0.0175,0.0525,0.16,0.075,0.02,0.125,0.02,0.2025,0.0125,0.0325,0.0075,0.0275,0.08,0.0475,0.15,0.035,0.0375,0.06,0.065,0.105,0.0875,0.055,0.1675,0.0625,0.1625,0.0675,0.045,0.065,0.06,0.0225,0.1125,0.1125
0.5,0.0974390243902439,0.07332372217225834,0.0974390243902439,0.37,0.05,0.13,0.08,0.37,0.06,0.09,0.0425,0.1375,0.0275,0.08,0.1,0.125,0.0225,0.0625,0.185,0.0825,0.0225,0.175,0.0325,0.24,0.015,0.0325,0.0125,0.03,0.095,0.06,0.195,0.0525,0.0525,0.0675,0.075,0.13,0.1,0.0875,0.225,0.085,0.2125,0.0875,0.05,0.075,0.075,0.03,0.16,0.135
0.6,0.11402439024390246,0.0864384703775672,0.11402439024390246,0.4425,0.0525,0.1575,0.095,0.4425,0.065,0.0975,0.05,0.16,0.0325,0.095,0.12,0.1425,0.0225,0.07,0.2125,0.095,0.0275,0.1975,0.0375,0.27,0.0175,0.0375,0.015,0.035,0.1025,0.07,0.2325,0.0625,0.0625,0.0875,0.09,0.1575,0.115,0.1025,0.2575,0.1025,0.2525,0.1075,0.0525,0.095,0.085,0.035,0.1975,0.165
0.7,0.13768292682926825,0.10388107389406834,0.13768292682926825,0.5425,0.0725,0.19,0.1125,0.5425,0.0775,0.1175,0.0725,0.195,0.04,0.115,0.145,0.1625,0.0275,0.085,0.26,0.1025,0.0275,0.235,0.04,0.3175,0.0275,0.0475,0.03,0.0425,0.12,0.095,0.28,0.075,0.0825,0.1075,0.1075,0.19,0.135,0.1225,0.305,0.125,0.305,0.13,0.0675,0.1125,0.1025,0.0375,0.2375,0.1975
0.8,0.1559146341463415,0.1170987649868756,0.1559146341463415,0.615,0.085,0.2125,0.1275,0.615,0.0925,0.1275,0.085,0.2225,0.0475,0.13,0.17,0.1825,0.0325,0.105,0.305,0.12,0.0325,0.26,0.04,0.355,0.03,0.055,0.03,0.0425,0.1375,0.1075,0.31,0.0925,0.095,0.12,0.12,0.2125,0.1525,0.1375,0.345,0.14,0.3375,0.15,0.08,0.1275,0.1125,0.04,0.265,0.23
0.9,0.18298780487804875,0.13612698016678315,0.18298780487804875,0.71,0.1,0.255,0.1425,0.71,0.1125,0.1425,0.1,0.265,0.055,0.15,0.2,0.215,0.0425,0.12,0.355,0.14,0.0425,0.3125,0.0525,0.42,0.045,0.0675,0.04,0.05,0.1575,0.1275,0.36,0.1,0.115,0.14,0.13,0.255,0.185,0.17,0.4025,0.1575,0.3975,0.1725,0.085,0.15,0.1325,0.045,0.305,0.2775
1.0,0.20134146341463413,0.1509715463025413,0.20134146341463413,0.785,0.11,0.28,0.16,0.785,0.1275,0.165,0.11,0.3,0.055,0.16,0.2175,0.235,0.0475,0.13,0.39,0.155,0.0475,0.3425,0.055,0.46,0.0475,0.07,0.0425,0.0525,0.1675,0.1425,0.3975,0.1125,0.125,0.1525,0.1375,0.28,0.1975,0.1875,0.45,0.17,0.4475,0.1825,0.1,0.1625,0.1575,0.0525,0.34,0.2975
1.1,0.20445121951219514,0.15346556795350963,0.20445121951219514,0.7975,0.115,0.28,0.1625,0.7975,0.13,0.1675,0.115,0.305,0.055,0.165,0.2225,0.235,0.05,0.1325,0.3975,0.1575,0.0475,0.3475,0.0575,0.4675,0.0475,0.07,0.0425,0.0525,0.1725,0.145,0.4075,0.115,0.1275,0.1525,0.1375,0.28,0.2,0.19,0.4575,0.175,0.455,0.1825,0.1025,0.1625,0.16,0.0525,0.3475,0.2975
1.2,0.20432926829268291,0.1535445279721694,0.20432926829268291,0.7975,0.115,0.28,0.1625,0.7975,0.13,0.1675,0.115,0.305,0.055,0.165,0.2225,0.235,0.05,0.1325,0.3975,0.1575,0.0475,0.3475,0.0575,0.4675,0.0475,0.07,0.0425,0.05,0.1725,0.145,0.4075,0.115,0.1275,0.1525,0.1375,0.28,0.2,0.19,0.4575,0.175,0.455,0.1825,0.1025,0.1625,0.1575,0.0525,0.3475,0.2975
1.3,0.2045731707317073,0.15389545711038632,0.2045731707317073,0.8,0.115,0.28,0.1625,0.8,0.13,0.1675,0.115,0.305,0.0525,0.165,0.2225,0.235,0.05,0.1325,0.3975,0.1575,0.0475,0.35,0.0575,0.4675,0.0475,0.0675,0.0425,0.05,0.175,0.1475,0.41,0.1175,0.13,0.1525,0.1375,0.28,0.2,0.19,0.4575,0.175,0.455,0.1825,0.1025,0.1625,0.1575,0.0525,0.3475,0.295
1.4,0.20432926829268291,0.15438313955064326,0.20432926829268291,0.8025,0.11,0.28,0.1625,0.8025,0.1325,0.1675,0.11,0.305,0.0525,0.165,0.2225,0.235,0.0475,0.1275,0.395,0.16,0.0475,0.35,0.0575,0.4675,0.0475,0.065,0.0425,0.0475,0.1775,0.1475,0.41,0.1175,0.13,0.1525,0.1375,0.28,0.2,0.19,0.4575,0.175,0.455,0.1825,0.1025,0.1625,0.155,0.0525,0.35,0.295
1.5,0.20487804878048782,0.1546898462813064,0.20487804878048782,0.805,0.1125,0.28,0.1625,0.805,0.135,0.1675,0.1125,0.3075,0.0525,0.165,0.2225,0.235,0.0475,0.13,0.3975,0.16,0.0475,0.35,0.0575,0.47,0.0475,0.065,0.0425,0.0475,0.1775,0.1475,0.41,0.1175,0.1325,0.1525,0.14,0.28,0.2,0.19,0.4575,0.175,0.455,0.1825,0.1025,0.1625,0.155,0.0525,0.35,0.295
1.6,0.20560975609756102,0.15534558297138995,0.20560975609756102,0.81,0.1125,0.28,0.1625,0.81,0.1375,0.17,0.1125,0.31,0.0525,0.165,0.2225,0.235,0.0475,0.13,0.4,0.16,0.0475,0.35,0.0575,0.475,0.0475,0.065,0.0425,0.0475,0.18,0.1475,0.41,0.1175,0.135,0.1525,0.1425,0.28,0.2,0.19,0.4575,0.175,0.455,0.1825,0.105,0.1625,0.155,0.0525,0.35,0.295
