"time","mean","stdev","min","max","q1","q3","median","s9","s8","s3","s2","s1","s7","s6","s5","s4","s19","s18","s13","s12","s11","s10","s17","s16","s15","s14","s30","s22","s23","s20","s21","s26","s27","s24","s25","s28","s29"
0.1,0.003,0.0045825756949558405,0.003,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
0.2,0.0023333333333333335,0.004229525846816507,0.0023333333333333335,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01
0.3,0.0016666666666666668,0.0037267799624996485,0.0016666666666666668,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.004666666666666666,0.0056174331821175726,0.004666666666666666,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.0
0.5,0.009333333333333336,0.010624918300339485,0.009333333333333336,0.04,0.0,0.01,0.01,0.04,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.01,0.02,0.03,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.02,0.0,0.01,0.02,0.0,0.0
0.6,0.006666666666666667,0.009775252199076788,0.006666666666666667,0.03,0.0,0.01,0.0,0.03,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.03,0.02,0.0,0.02,0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
0.7,0.012333333333333337,0.012827920936595908,0.012333333333333337,0.04,0.0,0.02,0.01,0.04,0.0,0.01,0.01,0.0,0.02,0.01,0.0,0.0,0.03,0.02,0.04,0.02,0.04,0.03,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.01,0.01
0.8,0.013000000000000001,0.012948616399703355,0.013000000000000001,0.05,0.0,0.02,0.01,0.05,0.01,0.01,0.01,0.0,0.03,0.01,0.01,0.0,0.02,0.02,0.02,0.01,0.03,0.04,0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.03,0.02,0.0
0.9,0.016333333333333335,0.012512216252748974,0.016333333333333335,0.04,0.01,0.03,0.015,0.04,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.0,0.04,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.01,0.0,0.01,0.03,0.03,0.03,0.03,0.01,0.03,0.03,0.01,0.0
1.0,0.019000000000000006,0.016802777548171412,0.019000000000000006,0.06,0.01,0.03,0.015,0.06,0.0,0.01,0.01,0.0,0.02,0.01,0.0,0.0,0.04,0.05,0.04,0.01,0.03,0.05,0.03,0.02,0.01,0.01,0.0,0.02,0.02,0.03,0.04,0.02,0.0,0.01,0.02,0.01,0.0
1.1,0.024666666666666674,0.016478942792411036,0.024666666666666674,0.07,0.0125,0.03,0.02,0.06,0.02,0.02,0.02,0.0,0.01,0.02,0.01,0.0,0.05,0.07,0.04,0.02,0.02,0.03,0.04,0.02,0.02,0.01,0.01,0.04,0.02,0.03,0.05,0.02,0.02,0.03,0.02,0.01,0.01
1.2,0.023000000000000007,0.01530795000427338,0.023000000000000007,0.06,0.01,0.0375,0.02,0.04,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,0.05,0.04,0.04,0.02,0.03,0.02,0.04,0.03,0.01,0.02,0.02,0.04,0.02,0.04,0.06,0.02,0.01,0.03,0.01,0.01,0.01
1.3,0.029333333333333343,0.015040685563571306,0.029333333333333343,0.05,0.02,0.04,0.03,0.05,0.0,0.02,0.04,0.02,0.01,0.03,0.01,0.01,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.01,0.02,0.01,0.04,0.03,0.03,0.05,0.03,0.02,0.03,0.03,0.02,0.01
1.4,0.038333333333333344,0.023392781412697006,0.038333333333333344,0.1,0.02,0.05,0.035,0.1,0.01,0.02,0.05,0.02,0.03,0.06,0.0,0.02,0.05,0.07,0.05,0.05,0.05,0.08,0.05,0.07,0.01,0.03,0.02,0.04,0.04,0.05,0.06,0.03,0.01,0.03,0.02,0.02,0.01
1.5,0.03433333333333335,0.01764149149653232,0.03433333333333335,0.07,0.02,0.05,0.03,0.07,0.01,0.02,0.05,0.02,0.03,0.05,0.02,0.02,0.04,0.04,0.06,0.05,0.06,0.07,0.05,0.05,0.02,0.03,0.02,0.04,0.02,0.02,0.05,0.01,0.01,0.03,0.03,0.02,0.02
1.6,0.03633333333333334,0.019232495649002205,0.03633333333333334,0.08,0.02,0.05,0.03,0.07,0.02,0.03,0.05,0.02,0.02,0.06,0.03,0.02,0.05,0.05,0.06,0.05,0.07,0.08,0.05,0.05,0.02,0.03,0.01,0.04,0.02,0.02,0.05,0.01,0.02,0.02,0.02,0.02,0.03
1.7,0.03966666666666667,0.019405039437103845,0.03966666666666667,0.08,0.03,0.05,0.04,0.08,0.01,0.03,0.05,0.02,0.03,0.08,0.03,0.02,0.04,0.04,0.06,0.06,0.07,0.08,0.04,0.05,0.01,0.02,0.02,0.04,0.04,0.02,0.05,0.03,0.03,0.03,0.03,0.04,0.04
1.8,0.04900000000000002,0.027245794782559264,0.04900000000000002,0.11,0.03,0.0675,0.05,0.1,0.01,0.03,0.05,0.01,0.05,0.09,0.03,0.02,0.05,0.06,0.07,0.07,0.1,0.11,0.07,0.06,0.03,0.03,0.01,0.05,0.05,0.05,0.07,0.04,0.02,0.02,0.06,0.04,0.02
1.9,0.051000000000000024,0.027970222261064232,0.051000000000000024,0.12,0.03,0.06,0.04,0.12,0.03,0.06,0.06,0.02,0.04,0.11,0.04,0.03,0.05,0.07,0.07,0.06,0.1,0.11,0.07,0.06,0.02,0.03,0.02,0.04,0.04,0.03,0.06,0.02,0.04,0.02,0.04,0.04,0.03
2.0,0.05100000000000001,0.02481263119192857,0.05100000000000001,0.11,0.03,0.06,0.04,0.09,0.02,0.04,0.06,0.02,0.04,0.09,0.03,0.03,0.05,0.06,0.09,0.07,0.1,0.11,0.08,0.06,0.03,0.05,0.03,0.04,0.04,0.04,0.06,0.04,0.03,0.02,0.04,0.04,0.03
2.1,0.06200000000000003,0.027976180344476388,0.06200000000000003,0.12,0.04,0.08750000000000001,0.06,0.12,0.03,0.05,0.05,0.02,0.06,0.1,0.03,0.03,0.08,0.09,0.11,0.06,0.09,0.1,0.11,0.06,0.04,0.06,0.04,0.06,0.06,0.08,0.09,0.06,0.03,0.03,0.04,0.04,0.04
2.2,0.07466666666666666,0.03353936327494738,0.07466666666666666,0.15,0.05,0.1,0.065,0.15,0.04,0.05,0.06,0.03,0.08,0.09,0.03,0.04,0.12,0.12,0.1,0.06,0.1,0.13,0.14,0.1,0.06,0.07,0.04,0.08,0.07,0.09,0.1,0.06,0.03,0.05,0.05,0.05,0.05
2.3,0.07866666666666666,0.035093525835338285,0.07866666666666666,0.15,0.05,0.10750000000000001,0.08,0.15,0.03,0.05,0.07,0.02,0.1,0.12,0.03,0.03,0.1,0.1,0.11,0.07,0.12,0.13,0.13,0.11,0.05,0.06,0.05,0.08,0.08,0.1,0.11,0.07,0.04,0.03,0.09,0.08,0.05
2.4,0.08233333333333336,0.03630273941300971,0.08233333333333336,0.17,0.052500000000000005,0.10750000000000001,0.07500000000000001,0.17,0.06,0.05,0.06,0.02,0.1,0.13,0.05,0.04,0.08,0.12,0.14,0.07,0.11,0.14,0.13,0.09,0.09,0.08,0.05,0.09,0.07,0.1,0.12,0.06,0.04,0.04,0.06,0.06,0.05
2.5,0.083,0.035227829907617074,0.083,0.16,0.052500000000000005,0.1,0.08,0.16,0.05,0.04,0.05,0.02,0.1,0.09,0.06,0.04,0.1,0.14,0.12,0.06,0.09,0.13,0.14,0.1,0.08,0.08,0.05,0.09,0.08,0.13,0.12,0.08,0.06,0.03,0.08,0.07,0.05
2.6,0.07633333333333336,0.02822331581433258,0.07633333333333336,0.14,0.06,0.1,0.07,0.14,0.06,0.04,0.06,0.03,0.09,0.1,0.06,0.05,0.1,0.1,0.09,0.07,0.1,0.13,0.12,0.07,0.06,0.06,0.04,0.09,0.08,0.11,0.1,0.07,0.04,0.04,0.08,0.06,0.05
2.7,0.08533333333333334,0.04169199230334551,0.08533333333333334,0.17,0.05,0.12,0.09,0.17,0.04,0.05,0.06,0.02,0.12,0.1,0.04,0.03,0.12,0.1,0.11,0.07,0.13,0.17,0.15,0.12,0.06,0.06,0.04,0.1,0.1,0.12,0.12,0.06,0.05,0.03,0.1,0.08,0.04
2.8,0.08333333333333334,0.038499639247949094,0.08333333333333334,0.19,0.05,0.11,0.07500000000000001,0.19,0.05,0.07,0.07,0.04,0.14,0.11,0.04,0.05,0.09,0.12,0.11,0.07,0.12,0.15,0.1,0.11,0.05,0.05,0.04,0.07,0.08,0.12,0.1,0.06,0.04,0.03,0.11,0.08,0.04
2.9,0.09066666666666666,0.04194705657797166,0.09066666666666666,0.2,0.06,0.1175,0.08499999999999999,0.2,0.05,0.05,0.08,0.03,0.14,0.11,0.04,0.03,0.11,0.12,0.11,0.09,0.14,0.18,0.12,0.13,0.06,0.06,0.06,0.08,0.07,0.1,0.11,0.06,0.06,0.04,0.13,0.09,0.07
