"time","mean","stdev","min","max","q1","q3","median","s9","s8","s3","s2","s1","s7","s6","s5","s4","s19","s18","s13","s12","s11","s10","s17","s16","s15","s14","s30","s22","s23","s20","s21","s26","s27","s24","s25","s28","s29"
0.1,0.0036666666666666666,0.00752034278178565,0.0036666666666666666,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
0.2,0.003666666666666666,0.00604611904907235,0.003666666666666666,0.02,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0
0.3,0.007333333333333334,0.008137703743822468,0.007333333333333334,0.03,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.01,0.02,0.01,0.03,0.01,0.01
0.4,0.005,0.006191391873668904,0.005,0.02,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
0.5,0.006666666666666666,0.00829993306532582,0.006666666666666666,0.03,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,0.0,0.0,0.02,0.01,0.01,0.0
0.6,0.005333333333333333,0.006182412330330469,0.005333333333333333,0.02,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.02,0.01,0.01,0.0
0.7,0.005666666666666668,0.005587684871413402,0.005666666666666668,0.02,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.02,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.0
0.8,0.009666666666666669,0.010482790129010926,0.009666666666666669,0.04,0.0,0.01,0.01,0.03,0.02,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.03,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.04,0.02,0.01
0.9,0.003333333333333333,0.0047140452079103175,0.003333333333333333,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0
1.0,0.007666666666666666,0.008439325934114776,0.007666666666666666,0.03,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.02,0.01,0.02,0.0,0.01,0.01,0.0,0.02,0.02,0.03,0.0
1.1,0.008333333333333335,0.007781745019952501,0.008333333333333335,0.03,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.0,0.0,0.01,0.01,0.01,0.03,0.0,0.01,0.01,0.0,0.01,0.02,0.02,0.0
1.2,0.01966666666666667,0.014255603186895399,0.01966666666666667,0.05,0.01,0.03,0.02,0.05,0.03,0.0,0.01,0.01,0.01,0.01,0.04,0.02,0.01,0.03,0.02,0.01,0.03,0.04,0.03,0.01,0.0,0.02,0.01,0.02,0.04,0.01,0.02,0.02,0.0,0.01,0.05,0.03,0.0
1.3,0.023000000000000003,0.016960738977611405,0.023000000000000003,0.07,0.01,0.03,0.02,0.04,0.02,0.0,0.01,0.01,0.03,0.01,0.02,0.02,0.03,0.02,0.05,0.02,0.03,0.02,0.07,0.01,0.04,0.05,0.0,0.02,0.03,0.02,0.02,0.02,0.0,0.0,0.05,0.03,0.0
1.4,0.022000000000000006,0.013759844960366861,0.022000000000000006,0.05,0.01,0.03,0.02,0.04,0.02,0.01,0.02,0.02,0.01,0.03,0.02,0.01,0.02,0.02,0.04,0.01,0.03,0.05,0.03,0.02,0.01,0.03,0.0,0.03,0.05,0.02,0.02,0.01,0.0,0.01,0.04,0.04,0.0
1.5,0.02333333333333334,0.01422048600513436,0.02333333333333334,0.05,0.01,0.03,0.02,0.03,0.02,0.01,0.02,0.02,0.01,0.01,0.03,0.01,0.05,0.03,0.03,0.01,0.03,0.03,0.04,0.02,0.01,0.02,0.0,0.04,0.04,0.04,0.05,0.02,0.0,0.01,0.04,0.03,0.0
1.6,0.025666666666666674,0.013585122581543223,0.025666666666666674,0.06,0.02,0.03,0.02,0.03,0.02,0.01,0.02,0.03,0.01,0.02,0.05,0.03,0.03,0.02,0.02,0.02,0.03,0.04,0.04,0.02,0.02,0.03,0.02,0.02,0.04,0.03,0.03,0.02,0.01,0.0,0.06,0.05,0.0
1.7,0.03433333333333334,0.018740923729160797,0.03433333333333334,0.08,0.02,0.05,0.03,0.05,0.02,0.01,0.03,0.03,0.03,0.04,0.06,0.03,0.05,0.02,0.02,0.04,0.03,0.03,0.04,0.02,0.01,0.02,0.01,0.02,0.06,0.06,0.05,0.05,0.02,0.01,0.08,0.07,0.02
1.8,0.04066666666666669,0.017499206331208918,0.04066666666666669,0.08,0.03,0.05,0.04,0.05,0.03,0.01,0.02,0.03,0.04,0.05,0.06,0.05,0.05,0.03,0.05,0.04,0.06,0.04,0.06,0.05,0.01,0.03,0.03,0.03,0.06,0.06,0.05,0.04,0.02,0.01,0.08,0.06,0.02
1.9,0.04033333333333335,0.0187053171287976,0.04033333333333335,0.08,0.03,0.05,0.04,0.06,0.03,0.02,0.03,0.04,0.04,0.05,0.06,0.04,0.05,0.04,0.02,0.03,0.03,0.03,0.05,0.02,0.01,0.02,0.04,0.05,0.07,0.06,0.06,0.04,0.01,0.03,0.08,0.08,0.02
2.0,0.042000000000000016,0.024549270186029287,0.042000000000000016,0.09,0.0225,0.06,0.03,0.06,0.03,0.01,0.02,0.03,0.06,0.03,0.08,0.05,0.06,0.02,0.02,0.03,0.03,0.03,0.04,0.02,0.01,0.02,0.03,0.05,0.09,0.08,0.05,0.06,0.03,0.03,0.09,0.09,0.01
2.1,0.044666666666666695,0.02604269997949948,0.044666666666666695,0.12,0.03,0.05,0.04,0.07,0.03,0.01,0.02,0.03,0.07,0.04,0.08,0.05,0.05,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.01,0.02,0.05,0.03,0.07,0.06,0.05,0.04,0.05,0.02,0.12,0.11,0.01
2.2,0.04700000000000002,0.028301943396169812,0.04700000000000002,0.12,0.03,0.0675,0.04,0.06,0.03,0.01,0.02,0.03,0.08,0.05,0.07,0.04,0.06,0.04,0.03,0.04,0.04,0.04,0.05,0.02,0.02,0.02,0.03,0.04,0.08,0.11,0.07,0.07,0.03,0.01,0.12,0.09,0.01
2.3,0.053000000000000026,0.029342801502242426,0.053000000000000026,0.14,0.0325,0.07,0.05,0.07,0.03,0.02,0.03,0.04,0.09,0.07,0.08,0.05,0.06,0.01,0.06,0.06,0.05,0.06,0.04,0.04,0.02,0.02,0.04,0.04,0.09,0.07,0.07,0.06,0.04,0.02,0.14,0.11,0.01
2.4,0.05333333333333336,0.027968235951204044,0.05333333333333336,0.14,0.0325,0.07,0.05,0.07,0.03,0.02,0.03,0.05,0.09,0.05,0.1,0.05,0.08,0.01,0.06,0.05,0.07,0.06,0.05,0.05,0.02,0.02,0.04,0.04,0.07,0.07,0.06,0.05,0.04,0.02,0.14,0.09,0.02
2.5,0.059333333333333356,0.033559234529741924,0.059333333333333356,0.16,0.0325,0.0775,0.05,0.08,0.06,0.01,0.02,0.03,0.1,0.06,0.12,0.06,0.09,0.02,0.05,0.05,0.05,0.06,0.05,0.04,0.03,0.03,0.04,0.04,0.08,0.11,0.07,0.07,0.05,0.02,0.16,0.1,0.03
2.6,0.0506666666666667,0.02780087928265739,0.0506666666666667,0.13,0.03,0.0675,0.05,0.07,0.03,0.01,0.02,0.03,0.09,0.06,0.09,0.05,0.08,0.01,0.06,0.06,0.06,0.06,0.03,0.03,0.04,0.02,0.04,0.04,0.07,0.08,0.06,0.05,0.04,0.01,0.13,0.08,0.02
2.7,0.05300000000000002,0.03205724047179774,0.05300000000000002,0.16,0.03,0.06,0.045,0.07,0.03,0.02,0.02,0.04,0.11,0.05,0.1,0.06,0.08,0.02,0.05,0.04,0.04,0.06,0.04,0.03,0.03,0.02,0.04,0.03,0.06,0.08,0.06,0.05,0.06,0.01,0.16,0.1,0.03
