"time","mean","stdev","min","max","q1","q3","median","sDE2","sDE1","sBE","sNO","sNL","sBY","sSI","sBG","sSK","sFI","sSE","sDK","sIS","sUA","sIT","sMT","sUK","sMK","sIE","sME","sMD","sIL","sES","sCH","sGR","sPT","sEE","sCY","sCZ","sFR1","sFR2","sAT","sHR","sHU","sLT","sLU","sLV","sRO","sRS","sTR","sPL"
2.5,0.16371951219512196,0.14922270346375024,0.16371951219512196,0.8475,0.065,0.1975,0.1125,0.8475,0.0625,0.0625,0.1275,0.1825,0.045,0.0925,0.1175,0.17,0.06,0.165,0.445,0.0825,0.06,0.3325,0.0525,0.265,0.045,0.08,0.0575,0.0625,0.1475,0.085,0.4075,0.0725,0.065,0.1125,0.145,0.235,0.1625,0.135,0.3175,0.07,0.335,0.1025,0.08,0.08,0.1975,0.0525,0.225,0.27
2.6,0.16170731707317076,0.149662668480501,0.16170731707317076,0.8525,0.0625,0.195,0.105,0.8525,0.0625,0.0625,0.125,0.18,0.045,0.0925,0.1175,0.17,0.06,0.16,0.4325,0.075,0.06,0.3325,0.05,0.255,0.045,0.0775,0.0575,0.0625,0.14,0.08,0.41,0.075,0.0625,0.105,0.14,0.24,0.16,0.13,0.315,0.07,0.3325,0.095,0.0825,0.0725,0.195,0.0525,0.225,0.2725
2.7,0.1635365853658536,0.15213418300014223,0.1635365853658536,0.87,0.065,0.195,0.1125,0.87,0.06,0.06,0.125,0.1775,0.045,0.095,0.12,0.1725,0.06,0.1625,0.4375,0.07,0.065,0.3375,0.0525,0.2525,0.05,0.08,0.0575,0.0625,0.14,0.0775,0.415,0.075,0.06,0.1125,0.145,0.2425,0.1575,0.1275,0.32,0.075,0.3325,0.1,0.0825,0.08,0.195,0.05,0.225,0.28
2.8,0.16286585365853654,0.152614971630357,0.16286585365853654,0.8725,0.065,0.195,0.1125,0.8725,0.0625,0.055,0.125,0.18,0.0475,0.095,0.1225,0.175,0.06,0.1625,0.4375,0.07,0.065,0.335,0.05,0.2375,0.0525,0.075,0.0575,0.0625,0.1375,0.0725,0.415,0.0725,0.0525,0.1125,0.1425,0.2475,0.1525,0.1225,0.32,0.0775,0.335,0.1,0.085,0.08,0.195,0.05,0.225,0.2825
2.9,0.16176829268292678,0.15251973473111904,0.16176829268292678,0.87,0.065,0.2,0.115,0.87,0.06,0.0525,0.1225,0.1725,0.045,0.095,0.125,0.1775,0.055,0.1575,0.43,0.065,0.065,0.335,0.05,0.2275,0.055,0.0675,0.0575,0.0625,0.1325,0.0725,0.415,0.0725,0.05,0.115,0.145,0.2475,0.15,0.1225,0.325,0.0775,0.34,0.1,0.0825,0.08,0.2,0.0525,0.225,0.28
3.0,0.15981707317073168,0.15285034750662846,0.15981707317073168,0.875,0.0625,0.1975,0.115,0.875,0.06,0.05,0.115,0.1725,0.045,0.0925,0.12,0.1725,0.0525,0.155,0.425,0.0575,0.065,0.3275,0.0475,0.22,0.055,0.065,0.055,0.0625,0.1325,0.07,0.4175,0.0725,0.05,0.115,0.145,0.245,0.1475,0.1175,0.315,0.0775,0.3375,0.1,0.0825,0.08,0.1975,0.0525,0.2275,0.28
3.1,0.1613414634146341,0.1545756361952798,0.1613414634146341,0.8825,0.0625,0.1975,0.1175,0.8825,0.0575,0.0525,0.1175,0.17,0.0475,0.09,0.1275,0.175,0.0525,0.155,0.43,0.055,0.065,0.34,0.05,0.22,0.0575,0.065,0.055,0.0625,0.1275,0.0725,0.4225,0.08,0.0525,0.1175,0.145,0.245,0.1475,0.1175,0.32,0.075,0.3425,0.1,0.0825,0.0775,0.1975,0.0525,0.23,0.2825
3.2,0.16079268292682922,0.15490106896329875,0.16079268292682922,0.8875,0.0625,0.2,0.1125,0.8875,0.055,0.0525,0.1175,0.165,0.0475,0.0925,0.1225,0.175,0.0525,0.155,0.4225,0.055,0.065,0.3375,0.05,0.2175,0.0575,0.065,0.0525,0.0625,0.125,0.0725,0.4225,0.08,0.05,0.1125,0.1475,0.2475,0.145,0.1175,0.3175,0.0775,0.3425,0.1025,0.08,0.0775,0.2,0.0525,0.2325,0.2825
3.3,0.15932926829268293,0.15460120253831752,0.15932926829268293,0.885,0.06,0.2,0.1125,0.885,0.055,0.0525,0.1175,0.16,0.0475,0.0925,0.1225,0.1775,0.055,0.1525,0.42,0.055,0.065,0.335,0.05,0.21,0.0575,0.06,0.0475,0.06,0.1175,0.07,0.42,0.08,0.0475,0.1125,0.1475,0.25,0.14,0.1125,0.32,0.0775,0.3375,0.1,0.075,0.0775,0.2,0.055,0.235,0.28
3.4,0.15908536585365854,0.15495648100468065,0.15908536585365854,0.8875,0.06,0.2025,0.11,0.8875,0.055,0.05,0.1175,0.1575,0.0475,0.0925,0.1225,0.1775,0.055,0.15,0.4175,0.0525,0.065,0.33,0.0475,0.2125,0.0575,0.06,0.0475,0.06,0.1175,0.07,0.42,0.0775,0.05,0.11,0.145,0.25,0.1375,0.11,0.32,0.08,0.3425,0.1,0.075,0.0775,0.2025,0.0575,0.2375,0.28
3.5,0.15878048780487808,0.15425383138620258,0.15878048780487808,0.8825,0.06,0.2025,0.1025,0.8825,0.05,0.05,0.115,0.15,0.0475,0.0975,0.125,0.18,0.055,0.1425,0.4075,0.0475,0.0625,0.3375,0.0525,0.2125,0.06,0.06,0.045,0.06,0.1175,0.075,0.42,0.08,0.055,0.1025,0.145,0.2525,0.1375,0.115,0.3275,0.085,0.3425,0.095,0.075,0.075,0.2025,0.0575,0.2375,0.2725
3.6,0.16073170731707315,0.15548335718172446,0.16073170731707315,0.89,0.06,0.2075,0.105,0.89,0.05,0.0525,0.115,0.1475,0.0475,0.0975,0.125,0.1775,0.055,0.1425,0.41,0.05,0.065,0.345,0.055,0.2225,0.06,0.0625,0.045,0.06,0.12,0.08,0.4225,0.0825,0.0575,0.105,0.1475,0.2525,0.145,0.1175,0.3325,0.0875,0.345,0.095,0.0725,0.075,0.2075,0.0575,0.2375,0.275
3.7,0.15975609756097559,0.15568378371429772,0.15975609756097559,0.89,0.06,0.205,0.1025,0.89,0.05,0.05,0.11,0.145,0.0475,0.0925,0.1275,0.18,0.055,0.14,0.4075,0.05,0.0625,0.345,0.0525,0.22,0.06,0.06,0.045,0.0625,0.1175,0.0825,0.4225,0.0825,0.0575,0.1025,0.1475,0.2575,0.145,0.12,0.33,0.0825,0.345,0.09,0.0725,0.07,0.205,0.0575,0.24,0.27
3.8,0.16140243902439022,0.15703138646625578,0.16140243902439022,0.895,0.065,0.2075,0.1025,0.895,0.05,0.05,0.11,0.14,0.0475,0.0925,0.1225,0.18,0.0575,0.1425,0.41,0.05,0.0625,0.355,0.0575,0.2325,0.055,0.065,0.045,0.065,0.12,0.085,0.4325,0.0825,0.065,0.1025,0.1525,0.26,0.1525,0.12,0.3325,0.08,0.345,0.09,0.0675,0.0725,0.2075,0.0575,0.24,0.2675
3.9,0.16115853658536586,0.1569148999992061,0.16115853658536586,0.8925,0.0625,0.21,0.1025,0.8925,0.05,0.05,0.11,0.14,0.0475,0.095,0.1225,0.18,0.0575,0.1425,0.41,0.05,0.06,0.355,0.0575,0.23,0.055,0.065,0.0425,0.065,0.1175,0.085,0.4325,0.0825,0.0625,0.1025,0.1525,0.26,0.1525,0.12,0.3375,0.08,0.345,0.09,0.0675,0.0725,0.21,0.0575,0.2375,0.265
4.0,0.1629878048780488,0.15765161064538438,0.1629878048780488,0.895,0.065,0.2075,0.105,0.895,0.0475,0.05,0.11,0.1375,0.045,0.095,0.125,0.185,0.0575,0.1425,0.4125,0.055,0.0625,0.3575,0.0575,0.2325,0.0575,0.065,0.0425,0.065,0.12,0.0925,0.44,0.085,0.065,0.105,0.15,0.265,0.1625,0.12,0.34,0.08,0.345,0.095,0.065,0.0775,0.2075,0.0575,0.24,0.2725
4.1,0.16146341463414637,0.1572612162134251,0.16146341463414637,0.8975,0.065,0.2025,0.1025,0.8975,0.045,0.05,0.11,0.135,0.0425,0.095,0.12,0.175,0.0575,0.1425,0.4075,0.0575,0.0625,0.36,0.055,0.235,0.0575,0.065,0.04,0.065,0.1225,0.0975,0.4425,0.0875,0.07,0.1025,0.15,0.255,0.1625,0.1275,0.3325,0.08,0.3375,0.0875,0.065,0.0725,0.2025,0.055,0.2325,0.2625
4.2,0.16182926829268293,0.15730584664045225,0.16182926829268293,0.8975,0.065,0.2025,0.1025,0.8975,0.045,0.05,0.11,0.135,0.045,0.0975,0.12,0.175,0.0575,0.1425,0.4075,0.0575,0.06,0.36,0.0575,0.2375,0.0575,0.065,0.0425,0.065,0.125,0.0975,0.4425,0.0875,0.07,0.1025,0.1475,0.2525,0.1625,0.1275,0.3325,0.08,0.345,0.085,0.0675,0.0675,0.2025,0.06,0.235,0.26
4.3,0.16268292682926824,0.15880689900606168,0.16268292682926824,0.905,0.065,0.2025,0.1025,0.905,0.045,0.045,0.11,0.135,0.045,0.0975,0.12,0.175,0.0575,0.1425,0.41,0.06,0.06,0.3625,0.06,0.2375,0.0575,0.065,0.05,0.065,0.125,0.0975,0.445,0.0875,0.07,0.1025,0.1475,0.255,0.1625,0.13,0.335,0.0775,0.35,0.0825,0.0675,0.065,0.2025,0.0575,0.245,0.26
4.4,0.1654268292682927,0.16063887544607813,0.1654268292682927,0.9125,0.065,0.205,0.105,0.9125,0.045,0.0475,0.11,0.1425,0.045,0.1,0.1275,0.1725,0.06,0.145,0.415,0.06,0.06,0.37,0.06,0.2425,0.06,0.065,0.05,0.065,0.125,0.0975,0.4525,0.0925,0.075,0.105,0.1475,0.26,0.17,0.13,0.3475,0.0775,0.355,0.0825,0.0675,0.065,0.205,0.0625,0.2475,0.2625
4.5,0.16603658536585372,0.16248449795640554,0.16603658536585372,0.925,0.065,0.205,0.105,0.925,0.045,0.045,0.11,0.1425,0.045,0.0975,0.1275,0.1725,0.06,0.145,0.415,0.06,0.0625,0.37,0.06,0.245,0.06,0.0675,0.0475,0.065,0.13,0.095,0.455,0.0925,0.07,0.105,0.15,0.2625,0.17,0.13,0.345,0.075,0.355,0.085,0.0675,0.065,0.205,0.06,0.2525,0.27
4.6,0.16603658536585367,0.1628808628746155,0.16603658536585367,0.9225,0.0625,0.2,0.105,0.9225,0.045,0.0475,0.11,0.1425,0.045,0.095,0.1275,0.1775,0.06,0.1475,0.4175,0.06,0.0625,0.3725,0.06,0.2425,0.06,0.065,0.0475,0.0625,0.1325,0.095,0.46,0.09,0.0725,0.105,0.145,0.27,0.17,0.1275,0.3425,0.0725,0.36,0.0825,0.0675,0.0625,0.2,0.06,0.2575,0.265
4.7,0.16725609756097565,0.16568759620439458,0.16725609756097565,0.94,0.0625,0.1975,0.11,0.94,0.045,0.05,0.11,0.1425,0.05,0.095,0.1275,0.18,0.0575,0.145,0.4225,0.06,0.0625,0.37,0.0575,0.2375,0.06,0.0625,0.0475,0.06,0.135,0.0925,0.47,0.0875,0.07,0.11,0.1425,0.28,0.175,0.1275,0.34,0.0725,0.365,0.0825,0.0675,0.065,0.1975,0.065,0.255,0.275
4.8,0.16750000000000004,0.16745130344189693,0.16750000000000004,0.95,0.0625,0.2,0.11,0.95,0.045,0.05,0.11,0.1475,0.0525,0.0925,0.13,0.175,0.06,0.1475,0.425,0.06,0.0675,0.37,0.055,0.23,0.06,0.06,0.05,0.06,0.1325,0.0825,0.475,0.085,0.0625,0.11,0.145,0.2775,0.165,0.125,0.34,0.0725,0.37,0.085,0.07,0.065,0.2,0.065,0.2575,0.285
4.9,0.1680487804878049,0.1686048492227896,0.1680487804878049,0.955,0.0625,0.2025,0.11,0.955,0.045,0.0525,0.11,0.1525,0.0525,0.09,0.1275,0.1775,0.06,0.1475,0.43,0.0575,0.0675,0.3725,0.055,0.2275,0.0575,0.06,0.05,0.06,0.1325,0.0825,0.48,0.085,0.0625,0.1125,0.1425,0.2775,0.165,0.1275,0.34,0.0725,0.3725,0.085,0.07,0.065,0.2025,0.065,0.26,0.2825
5.0,0.1659756097560976,0.1667816577335035,0.1659756097560976,0.94,0.06,0.2,0.11,0.94,0.045,0.0525,0.11,0.155,0.0525,0.0875,0.1275,0.1775,0.06,0.1475,0.4325,0.0575,0.065,0.3725,0.055,0.215,0.0575,0.055,0.05,0.06,0.125,0.08,0.48,0.085,0.055,0.115,0.1375,0.2725,0.1625,0.1275,0.3375,0.07,0.3675,0.0825,0.0725,0.065,0.2,0.065,0.2525,0.2775
5.1,0.16585365853658543,0.1679962704254443,0.16585365853658543,0.95,0.06,0.19,0.11,0.95,0.0475,0.0525,0.11,0.155,0.0525,0.0875,0.1275,0.175,0.06,0.1475,0.4375,0.055,0.065,0.3725,0.055,0.2125,0.06,0.055,0.0525,0.0575,0.125,0.0775,0.4825,0.0825,0.0525,0.115,0.1375,0.28,0.16,0.1275,0.33,0.0675,0.36,0.0825,0.0775,0.065,0.19,0.065,0.2525,0.2825
5.2,0.1675609756097561,0.16932207710210184,0.1675609756097561,0.955,0.06,0.1975,0.11,0.955,0.0475,0.055,0.11,0.1625,0.055,0.09,0.13,0.1775,0.06,0.1475,0.4425,0.055,0.065,0.375,0.0575,0.21,0.06,0.0525,0.0575,0.0575,0.12,0.075,0.4875,0.08,0.0525,0.1175,0.14,0.2775,0.1625,0.13,0.335,0.07,0.3725,0.08,0.08,0.065,0.1975,0.0675,0.255,0.2825
5.3,0.16652439024390242,0.16902236651025143,0.16652439024390242,0.9575,0.065,0.1925,0.11,0.9575,0.0475,0.055,0.11,0.165,0.055,0.0875,0.135,0.1725,0.06,0.1475,0.44,0.0525,0.0675,0.3675,0.055,0.205,0.065,0.0525,0.055,0.0575,0.12,0.0675,0.485,0.0775,0.05,0.1175,0.14,0.275,0.1575,0.125,0.33,0.0725,0.3675,0.0825,0.0825,0.065,0.1925,0.0675,0.255,0.2875
5.4,0.16628048780487806,0.16847515734868593,0.16628048780487806,0.9525,0.0625,0.195,0.11,0.9525,0.0475,0.0575,0.11,0.17,0.0575,0.09,0.135,0.1775,0.06,0.1475,0.445,0.055,0.0625,0.365,0.0575,0.2,0.0625,0.0525,0.06,0.055,0.1125,0.065,0.48,0.0725,0.0475,0.12,0.1375,0.275,0.1525,0.1225,0.3275,0.075,0.3775,0.085,0.0825,0.0675,0.195,0.0675,0.25,0.285
5.5,0.16603658536585372,0.17030458332216253,0.16603658536585372,0.965,0.06,0.19,0.11,0.965,0.0475,0.0575,0.11,0.1725,0.055,0.0875,0.1325,0.175,0.06,0.1475,0.4525,0.0575,0.0575,0.36,0.0525,0.1975,0.06,0.05,0.06,0.055,0.1125,0.0625,0.485,0.07,0.0425,0.1275,0.14,0.275,0.15,0.1225,0.3175,0.075,0.38,0.0875,0.085,0.07,0.19,0.07,0.255,0.2775
5.6,0.1661585365853659,0.17134074732946444,0.1661585365853659,0.97,0.06,0.19,0.105,0.97,0.05,0.055,0.1125,0.1725,0.055,0.085,0.1275,0.1725,0.06,0.15,0.4575,0.0575,0.0575,0.3675,0.0525,0.1925,0.06,0.05,0.0575,0.055,0.105,0.0675,0.49,0.07,0.0425,0.125,0.1425,0.2775,0.155,0.125,0.3175,0.0675,0.37,0.09,0.0875,0.07,0.19,0.07,0.25,0.2825
5.7,0.16451219512195125,0.1704050228206273,0.16451219512195125,0.965,0.06,0.185,0.1025,0.965,0.05,0.055,0.1125,0.175,0.055,0.085,0.1225,0.17,0.06,0.1475,0.455,0.055,0.0575,0.3625,0.05,0.185,0.06,0.05,0.06,0.0575,0.1025,0.0675,0.49,0.0675,0.0425,0.1225,0.1375,0.275,0.1525,0.125,0.3125,0.065,0.365,0.0875,0.09,0.0675,0.1925,0.065,0.25,0.2775
5.8,0.16323170731707318,0.1696159973458331,0.16323170731707318,0.96,0.06,0.185,0.1,0.96,0.0525,0.055,0.1125,0.175,0.0525,0.085,0.1225,0.1625,0.06,0.1475,0.4575,0.055,0.0575,0.3625,0.05,0.185,0.06,0.05,0.055,0.0575,0.1,0.065,0.49,0.0675,0.0425,0.1225,0.1375,0.265,0.15,0.125,0.31,0.0675,0.36,0.085,0.0875,0.0675,0.19,0.065,0.25,0.27
